,,,,,,,,Scoring,Scoring,Scoring,,,Goals,Goals,Goals,Goals,Assists,Assists,Assists,,,,,,,,,
38,Frederik Gauthier\gauthfr01,C,TOR,@,NYI,L,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,0,,19,11:20,2,0,1,2,33.3
39,Denis Gurianov\guriade01,RW,DAL,@,CGY,W,boxscore,0,1,1,1,0,0,0,0,0,0,1,0,1,0.0,22,12:20,0,1,0,0,
40,Miro Heiskanen\heiskmi01,D,DAL,@,CGY,W,boxscore,0,1,1,1,0,0,0,0,0,0,1,0,3,0.0,28,25:18,0,1,0,0,
41,Auston Matthews\matthau01,C,TOR,@,NYI,L,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,0,,22,18:45,0,0,9,2,81.8
42,Nick Shore\shoreni01,C,TOR,@,NYI,L,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,0,,15,9:57,1,0,0,2,0.0
43,Nikita Zaitsev\zaitsni01,D,OTT,@,NJD,W,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,3,0.0,30,24:44,1,3,0,0,
44,Filip Chlapik\chlapfi01,C,OTT,@,NJD,W,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,0,,13,6:48,0,0,0,1,0.0
45,Blake Coleman\colembl01,C,NJD,,OTT,L,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,0,,18,13:05,1,1,0,2,0.0
46,Nikita Gusev\gusevni01,LW,NJD,,OTT,L,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,2,0.0,15,12:19,0,0,0,2,0.0
47,Nicolas Hague\hagueni01,D,VEG,,CHI,L,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,0,,21,16:07,4,0,0,0,
48,Nico Hischier\hischni01,C,NJD,,OTT,L,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,2,0.0,21,19:08,0,1,7,5,58.3
49,Andreas Johnsson\johnsan01,LW,TOR,@,NYI,L,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,2,0.0,22,18:15,1,1,0,0,
50,Jake Muzzin\muzzija01,D,TOR,@,NYI,L,boxscore,0,1,1,0,2,0,0,0,0,1,0,0,1,0.0,26,20:28,2,1,0,0,
51,Ivan Provorov\provoiv01,D,PHI,,WSH,L-SO,boxscore,0,1,1,0,0,0,0,0,0,0,1,0,4,0.0,31,25:06,1,1,0,0,
52,Nicolas Roy\royni01,C,VEG,,CHI,L,boxscore,0,1,1,0,2,0,0,0,0,1,0,0,0,,13,8:53,2,0,4,2,66.7
53,Miles Wood\woodmi01,LW,NJD,,OTT,L,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,0,,17,10:47,0,0,0,0,
54,Josh Bailey\bailejo01,C,NYI,,TOR,W,boxscore,0,1,1,-1,0,0,0,0,0,1,0,0,0,,19,15:09,0,1,0,1,0.0
55,Johnny Gaudreau\gaudrjo01,LW,CGY,,DAL,L,boxscore,0,1,1,-1,0,0,0,0,0,0,1,0,1,0.0,28,20:45,0,0,0,0,
56,Jonathan Marchessault\audymjo01,C,VEG,,CHI,L,boxscore,0,1,1,-1,0,0,0,0,0,0,1,0,4,0.0,20,17:52,4,0,0,0,
57,Brayden McNabb\mcnabbr01,D,VEG,,CHI,L,boxscore,0,1,1,-1,2,0,0,0,0,1,0,0,1,0.0,21,14:13,4,0,0,0,
58,Morgan Rielly\riellmo01,D,TOR,@,NYI,L,boxscore,0,1,1,-1,0,0,0,0,0,1,0,0,1,0.0,25,24:41,1,1,0,0,
59,Matthew Tkachuk\tkachma01,LW,CGY,,DAL,L,boxscore,0,1,1,-1,0,0,0,0,0,0,1,0,5,0.0,22,19:59,3,0,0,0,
60,Alex Tuch\tuchal01,RW,VEG,,CHI,L,boxscore,0,1,1,-1,0,0,0,0,0,0,1,0,4,0.0,20,17:15,0,0,1,1,50.0
61,Jakub Voracek\voracja01,RW,PHI,,WSH,L-SO,boxscore,0,1,1,-1,0,0,0,0,0,0,1,0,1,0.0,25,16:30,0,0,0,0,
62,Brock Nelson\nelsobr01,C,NYI,,TOR,W,boxscore,0,1,1,-3,0,0,0,0,0,1,0,0,4,0.0,22,17:53,1,1,5,7,41.7
63,Erik Brannstrom\branner01,D,OTT,@,NJD,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,0,,19,11:06,0,0,0,0,
64,Nicholas Caamano\caamani01,RW,DAL,@,CGY,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,0,,17,8:58,1,0,0,0,
65,Blake Comeau\comeabl01,RW,DAL,@,CGY,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,2,0.0,27,15:35,0,0,0,2,0.0
66,Taylor Fedun\fedunta01,D,DAL,@,CGY,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,4,0.0,22,13:52,0,0,0,0,
67,Ron Hainsey\hainsro01,D,OTT,@,NJD,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,25,18:58,1,1,0,0,
68,Joel Hanley\hanlejo01,D,DAL,@,CGY,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,20,13:02,0,2,0,0,
69,Garnet Hathaway\hathaga01,RW,WSH,@,PHI,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,0,,14,9:25,2,0,1,0,100.0
70,Duncan Keith\keithdu01,D,CHI,@,VEG,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,30,23:48,0,1,0,0,
71,Michal Kempny\kempnmi01,D,WSH,@,PHI,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,24,19:59,1,4,0,0,
72,Esa Lindell\lindees01,D,DAL,@,CGY,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,0,,31,26:09,0,1,0,0,
73,Adam Pelech\pelecad01,D,NYI,,TOR,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,25,21:47,1,2,0,0,
74,Nic Petan\petanni01,C,TOR,@,NYI,L,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,2,0.0,16,11:51,0,1,0,0,
75,Brent Seabrook\seabrbr01,D,CHI,@,VEG,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,27,20:24,2,0,0,0,
76,Rasmus Andersson\anderra01,D,CGY,,DAL,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,27,23:12,1,2,0,0,
77,Andy Andreoff\andrean01,LW,PHI,,WSH,L-SO,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,9,5:40,0,0,0,0,
78,Mikael Backlund\backlmi01,C,CGY,,DAL,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,24,19:24,0,0,10,8,55.6
79,Nicklas Backstrom\backsni02,C,WSH,@,PHI,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,21,21:43,0,1,8,9,47.1
80,Tyson Barrie\barrity01,D,TOR,@,NYI,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,24,20:42,0,1,0,0,
81,Jamie Benn\bennja01,LW,DAL,@,CGY,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,26,16:07,0,0,3,1,75.0
82,Sam Bennett\bennesa01,C,CGY,,DAL,L,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,3,0.0,16,11:35,1,0,0,2,0.0
83,Adam Boqvist\boqviad01,D,CHI,@,VEG,W,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,0,,17,14:44,0,1,0,0,
84,Justin Braun\braunju01,D,PHI,,WSH,L-SO,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,23,15:59,1,1,0,0,
85,Cody Ceci\cecico01,D,TOR,@,NYI,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,21,20:42,0,2,0,0,
86,Andrew Cogliano\coglian01,LW/C,DAL,@,CGY,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,18,10:06,0,0,1,1,50.0
87,Sean Couturier\coutuse01,C,PHI,,WSH,L-SO,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,29,20:31,0,2,1,4,20.0
88,Michael Dal Colle\dalcomi01,LW,NYI,,TOR,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,18,13:56,1,0,0,0,
89,Dylan DeMelo\demeldy01,D,OTT,@,NJD,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,30,22:22,1,0,0,0,
90,Jason Dickinson\dickija01,C,DAL,@,CGY,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,25,17:20,1,0,1,6,14.3
91,Anthony Duclair\duclaan01,LW,OTT,@,NJD,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,25,16:53,1,0,0,0,
92,Cody Eakin\eakinco01,C,VEG,,CHI,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,15,11:44,0,0,2,7,22.2
93,Lars Eller\ellerla01,C,WSH,@,PHI,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,21,19:36,0,0,7,6,53.8
94,Joel Farabee\farabjo01,LW,PHI,,WSH,L-SO,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,13,11:51,0,0,0,0,
95,Michael Frolik\frolimi01,LW,CGY,,DAL,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,16,12:00,1,0,0,0,
96,Shayne Gostisbehere\gostish01,D,PHI,,WSH,L-SO,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,25,19:16,0,0,0,0,
97,Andy Greene\greenan01,D,NJD,,OTT,L,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,2,0.0,28,18:05,0,0,0,0,
98,Radko Gudas\gudasra01,D,WSH,@,PHI,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,23,19:44,4,2,0,0,
99,Jack Hughes\hugheja03,C,NJD,,OTT,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,21,18:13,0,2,2,8,20.0
100,Zach Hyman\hymanza01,C,TOR,@,NYI,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,23,17:37,0,0,2,2,50.0
101,Nick Jensen\jenseni02,D,WSH,@,PHI,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,17,14:04,0,1,0,0,
102,Ross Johnston\johnsro02,LW,NYI,,TOR,W,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,0,,9,7:27,0,0,0,0,
103,Travis Konecny\konectr01,C,PHI,,WSH,L-SO,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,26,17:31,0,1,2,3,40.0
104,Evgeny Kuznetsov\kuzneev01,C,WSH,@,PHI,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,24,19:30,1,0,5,9,35.7
105,Anders Lee\leean01,C,NYI,,TOR,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,18,15:29,1,0,3,2,60.0
106,Oskar Lindblom\lindbos01,LW,PHI,,WSH,L-SO,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,28,18:41,1,0,0,1,0.0
107,Olli Maatta\maattol01,D,CHI,@,VEG,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,23,18:51,0,1,0,0,
108,Andrew Mangiapane\mangian01,LW,CGY,,DAL,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,18,13:34,1,0,0,0,
109,Vladislav Namestnikov\namesvl01,C,OTT,@,NJD,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,18,12:30,0,0,1,0,100.0
110,Matt Niskanen\niskama01,D,PHI,,WSH,L-SO,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,3,0.0,29,20:26,1,0,0,0,
111,Alexander Nylander\nylanal01,LW,CHI,@,VEG,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,14,12:51,0,0,0,0,
112,Jamie Oleksiak\oleksja01,D,DAL,@,CGY,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,25,16:59,1,1,0,0,
113,Dmitry Orlov\orlovdm01,D,WSH,@,PHI,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,25,24:26,1,1,0,0,
114,T.J. Oshie\oshietj01,C/RW,WSH,@,PHI,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,21,19:06,1,0,4,2,66.7
115,Alex Ovechkin\ovechal01,LW,WSH,@,PHI,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,21,24:36,4,2,0,0,
116,Richard Panik\panikri01,RW,WSH,@,PHI,W,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,6,0.0,17,13:34,0,0,0,0,
117,Corey Perry\perryco01,RW,DAL,@,CGY,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,24,15:53,0,1,1,0,100.0
118,Tyler Pitlick\pitlity01,C,PHI,,WSH,L-SO,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,19,13:46,3,2,0,0,
119,Alexander Radulov\radulal01,RW,DAL,@,CGY,W,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,24,17:14,1,2,0,0,
120,Michael Raffl\rafflmi01,LW,PHI,,WSH,L-SO,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,23,15:10,3,0,5,2,71.4
121,Ryan Reaves\reavery01,RW,VEG,,CHI,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,11,8:08,2,1,0,0,
122,Derek Ryan\ryande01,C,CGY,,DAL,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,19,12:23,0,0,4,5,44.4
123,Brandon Saad\saadbr01,LW,CHI,@,VEG,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,22,15:38,1,0,0,0,
124,Tyler Seguin\seguity01,C,DAL,@,CGY,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,27,18:00,0,0,4,4,50.0
125,Andrej Sekera\sekeran01,D,DAL,@,CGY,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,28,18:48,0,2,0,0,
126,Damon Severson\severda01,D,NJD,,OTT,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,30,22:19,0,0,0,0,
127,Jonas Siegenthaler\siegejo01,D,WSH,@,PHI,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,17,15:04,0,2,0,0,
128,Chandler Stephenson\stephch02,C,WSH,@,PHI,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,16,14:55,0,0,1,1,50.0
129,Mark Stone\stonema01,RW,VEG,,CHI,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,20,18:14,1,1,0,1,0.0
130,Michael Stone\stonemi01,D,CGY,,DAL,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,15,10:26,0,1,0,0,
131,Brady Tkachuk\tkachbr01,LW,OTT,@,NJD,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,21,15:55,0,0,1,0,100.0
132,Devon Toews\toewsde01,D,NYI,,TOR,W,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,0,,25,19:44,1,1,0,0,
133,Jonathan Toews\toewsjo01,C,CHI,@,VEG,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,23,17:55,2,0,8,8,50.0
134,James van Riemsdyk\vanrija01,LW,PHI,,WSH,L-SO,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,22,17:32,2,1,0,0,
135,Jakub Vrana\vranaja01,LW,WSH,@,PHI,W,boxscore,0,0,0,0,4,0,0,0,0,0,0,0,1,0.0,18,14:15,1,0,0,0,
136,Colin White\whiteco02,C,OTT,@,NJD,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,22,15:54,0,1,8,6,57.1
137,Tom Wilson\wilsoto01,RW,WSH,@,PHI,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,22,18:37,1,2,0,0,
138,J.C. Beaudin\beaudje01,C,OTT,@,NJD,W,boxscore,0,0,0,-1,2,0,0,0,0,0,0,0,1,0.0,15,8:25,2,0,0,3,0.0
139,Jesper Bratt\brattje01,W,NJD,,OTT,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,0,,17,15:49,0,0,0,0,
140,T.J. Brodie\broditj01,D,CGY,,DAL,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,0,,24,17:05,0,0,0,0,
141,Thomas Chabot\chaboth01,D,OTT,@,NJD,W,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,0,,24,21:22,0,0,0,0,
142,Tyler Ennis\ennisty01,C,OTT,@,NJD,W,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,18,12:37,0,1,1,0,100.0
143,Mark Giordano\giordma01,D,CGY,,DAL,L,boxscore,0,0,0,-1,2,0,0,0,0,0,0,0,0,,29,26:42,0,0,0,0,
144,Cody Glass\glassco01,C,VEG,,CHI,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,3,0.0,19,14:14,0,0,2,2,50.0
145,Taylor Hall\hallta02,LW,NJD,,OTT,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,3,0.0,22,19:53,0,0,0,1,0.0
146,Travis Hamonic\hamontr01,D,CGY,,DAL,L,boxscore,0,0,0,-1,2,0,0,0,0,0,0,0,1,0.0,24,18:14,1,3,0,0,
147,Noah Hanifin\hanifno01,D,CGY,,DAL,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,24,20:30,0,1,0,0,
148,Kevin Hayes\hayeske01,RW,PHI,,WSH,L-SO,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,3,0.0,29,22:19,1,1,11,8,57.9
149,Nick Holden\holdeni01,D,VEG,,CHI,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,4,0.0,25,17:59,2,0,0,0,
150,Mark Jankowski\jankoma01,C,CGY,,DAL,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,0,,13,9:21,0,1,4,2,66.7
151,David Kampf\kampfda01,C,CHI,@,VEG,W,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,18,13:27,2,1,2,2,50.0
152,Alexander Kerfoot\kerfoal01,C,TOR,@,NYI,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,16,13:40,0,0,3,4,42.9
153,Leo Komarov\komarle01,C,NYI,,TOR,W,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,0,,16,10:50,3,1,1,0,100.0
154,Dominik Kubal?k\kubaldo01,LW,CHI,@,VEG,W,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,3,0.0,16,13:08,1,0,0,0,
155,Nick Leddy\leddyni01,D,NYI,,TOR,W,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,20,16:50,1,1,0,0,
156,Elias Lindholm\lindhel01,C,CGY,,DAL,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,28,19:33,1,0,4,3,57.1
157,Milan Lucic\lucicmi01,LW,CGY,,DAL,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,0,,18,12:50,0,1,0,0,
158,Scott Mayfield\mayfisc01,D,NYI,,TOR,W,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,24,21:11,2,4,0,0,
159,Jonathon Merrill\merrijo01,D,VEG,,CHI,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,0,,25,22:17,3,1,0,0,
160,Ilya Mikheyev\mikheil01,F,TOR,@,NYI,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,18,14:36,0,0,0,0,
161,Trevor Moore\mooretr01,LW,TOR,@,NYI,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,15,11:42,5,1,0,0,
162,Mirco Mueller\muellmi01,D,NJD,,OTT,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,19,13:57,0,0,0,0,
163,Philippe Myers\myersph01,D,PHI,,WSH,L-SO,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,25,19:49,0,0,0,0,
164,Max Pacioretty\pacioma01,LW,VEG,,CHI,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,5,0.0,22,18:40,2,0,0,1,0.0
165,Kyle Palmieri\palmiky01,RW,NJD,,OTT,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,21,18:23,0,0,0,0,
166,Tobias Rieder\riedeto01,C,CGY,,DAL,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,0,,16,9:43,0,1,0,0,
167,Kevin Rooney\rooneke01,C,NJD,,OTT,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,0,,14,9:35,0,0,4,4,50.0
168,Bobby Ryan\ryanbo01,LW,OTT,@,NJD,W,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,3,0.0,18,11:52,0,0,0,0,
