,,,,,,,,Scoring,Scoring,Scoring,,,Goals,Goals,Goals,Goals,Assists,Assists,Assists,,,,,,,,,
169,Travis Sanheim\sanhetr01,D,PHI,,WSH,L-SO,boxscore,0,0,0,-1,2,0,0,0,0,0,0,0,1,0.0,30,21:11,0,2,0,0,
170,Andrew Shaw\shawan01,C,CHI,@,VEG,W,boxscore,0,0,0,-1,2,0,0,0,0,0,0,0,1,0.0,17,14:19,5,2,2,1,66.7
171,Paul Stastny\stastpa01,C,VEG,,CHI,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,20,17:28,2,0,6,6,50.0
172,P.K. Subban\subbapk01,D,NJD,,OTT,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,3,0.0,28,22:33,0,1,0,0,
173,Matt Tennyson\tennyma01,D,NJD,,OTT,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,20,14:20,1,0,0,0,
174,Shea Theodore\theodsh01,D,VEG,,CHI,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,3,0.0,28,25:20,2,0,0,0,
175,Chris Tierney\tiernch01,C,OTT,@,NJD,W,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,20,14:40,0,1,3,5,37.5
176,Carsen Twarynski\twaryca01,F,PHI,,WSH,L-SO,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,0,,11,6:55,2,0,0,0,
177,Pavel Zacha\zachapa01,C,NJD,,OTT,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,3,0.0,19,16:27,0,0,1,1,50.0
178,Travis Zajac\zajactr01,C,NJD,,OTT,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,0,,18,12:43,1,0,5,4,55.6
179,Johnny Boychuk\boychjo01,D,NYI,,TOR,W,boxscore,0,0,0,-2,0,0,0,0,0,0,0,0,1,0.0,20,16:20,6,4,0,0,
180,Reilly Smith\smithre01,RW,VEG,,CHI,L,boxscore,0,0,0,-2,0,0,0,0,0,0,0,0,3,0.0,23,18:38,0,0,0,0,
