,,,,,,,,Scoring,Scoring,Scoring,,,Goals,Goals,Goals,Goals,Assists,Assists,Assists,,,,,,,,,
14,Michal Kempny\kempnmi01,D,WSH,,CGY,W,boxscore,0,1,1,2,0,0,0,0,0,1,0,0,2,0.0,24,20:50,0,2,0,0,
15,Oliver Kylington\kylinol01,D,CGY,@,WSH,L,boxscore,0,1,1,2,0,0,0,0,0,1,0,0,1,0.0,21,14:36,1,0,0,0,
16,Alexander Nylander\nylanal01,LW,CHI,@,ANA,W,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,7,0.0,19,16:33,0,0,0,0,
17,Ryan Getzlaf\getzlry01,C,ANA,,CHI,L-OT,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,4,0.0,28,20:51,0,0,9,6,60.0
18,Duncan Keith\keithdu01,D,CHI,@,ANA,W,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,4,0.0,23,24:42,0,1,0,0,
19,Dominik Kubalik\kubaldo01,LW,CHI,@,ANA,W,boxscore,0,1,1,0,0,0,0,0,0,0,1,0,3,0.0,15,12:28,1,0,0,0,
20,Matthew Tkachuk\tkachma01,LW,CGY,@,WSH,L,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,1,0.0,25,17:22,1,1,0,0,
21,Cam Fowler\fowleca01,D,ANA,,CHI,L-OT,boxscore,0,1,1,-1,0,0,0,0,0,0,1,0,2,0.0,25,22:42,0,3,0,0,
22,Rasmus Andersson\anderra01,D,CGY,@,WSH,L,boxscore,0,0,0,2,0,0,0,0,0,0,0,0,2,0.0,23,17:53,0,1,0,0,
23,John Carlson\carlsjo01,D,WSH,,CGY,W,boxscore,0,0,0,2,0,0,0,0,0,0,0,0,6,0.0,25,24:50,0,0,0,0,
24,Mikael Backlund\backlmi01,C,CGY,@,WSH,L,boxscore,0,0,0,1,2,0,0,0,0,0,0,0,1,0.0,24,16:02,1,0,9,9,50.0
25,Kirby Dach\dachki01,C,CHI,@,ANA,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,14,12:37,0,0,0,0,
26,Erik Gustafsson\gustaer02,D,CHI,@,ANA,W,boxscore,0,0,0,1,2,0,0,0,0,0,0,0,1,0.0,17,14:22,0,0,0,0,
27,Rickard Rakell\rakelri01,RW,ANA,,CHI,L-OT,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,3,0.0,27,20:57,1,0,0,0,
28,Sam Bennett\bennesa01,C,CGY,@,WSH,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,18,14:39,1,0,1,2,33.3
29,Travis Boyd\boydtr01,C,WSH,,CGY,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,12,9:32,0,0,2,0,100.0
30,Drake Caggiula\caggidr01,LW,CHI,@,ANA,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,11,8:32,1,1,0,0,
31,Ryan Carpenter\carpery01,C,CHI,@,ANA,W,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,22,12:56,2,1,4,7,36.4
32,Max Comtois\comtoma01,LW,ANA,,CHI,L-OT,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,15,10:50,2,1,0,1,0.0
33,Calvin de Haan\dehaaca01,D,CHI,@,ANA,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,24,20:55,1,1,0,0,
34,Michael Del Zotto\delzomi01,D,ANA,,CHI,L-OT,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,22,14:55,2,1,0,0,
35,Nicolas Deslauriers\deslani01,LW,ANA,,CHI,L-OT,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,11,7:32,1,1,0,0,
36,Michael Frolik\frolimi01,LW,CGY,@,WSH,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,16,12:38,0,0,0,0,
37,Derek Grant\grantde01,C,ANA,,CHI,L-OT,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,21,13:34,2,0,6,4,60.0
38,Carl Hagelin\hagelca01,LW,WSH,,CGY,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,18,15:31,0,0,0,0,
39,Garnet Hathaway\hathaga01,RW,WSH,,CGY,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,16,13:45,4,2,0,0,
40,Mark Jankowski\jankoma01,C,CGY,@,WSH,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,17,12:13,1,0,3,6,33.3
41,Nick Jensen\jenseni02,D,WSH,,CGY,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,19,16:45,1,2,0,0,
42,David Kampf\kampfda01,C,CHI,@,ANA,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,21,14:43,0,0,4,3,57.1
43,Jacob Larsson\larssja01,D,ANA,,CHI,L-OT,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,22,15:19,0,0,0,0,
44,Brendan Leipsic\leipsbr01,LW,WSH,,CGY,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,14,9:27,1,0,0,0,
45,Hampus Lindholm\lindhha01,D,ANA,,CHI,L-OT,boxscore,0,0,0,0,4,0,0,0,0,0,0,0,1,0.0,28,22:40,0,1,0,0,
46,Alan Quine\quineal01,C,CGY,@,WSH,L,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,0,,18,13:45,0,0,0,0,
47,Tobias Rieder\riedeto01,C,CGY,@,WSH,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,15,10:53,0,0,0,0,
48,Carter Rowney\rowneca01,RW,ANA,,CHI,L-OT,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,6,0.0,20,12:39,2,0,1,0,100.0
49,Derek Ryan\ryande01,C,CGY,@,WSH,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,20,14:22,0,1,3,5,37.5
50,Brandon Saad\saadbr01,LW,CHI,@,ANA,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,22,17:12,0,0,1,1,50.0
51,Brent Seabrook\seabrbr01,D,CHI,@,ANA,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,24,19:37,2,0,0,0,
52,Andrew Shaw\shawan01,C,CHI,@,ANA,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,14,10:50,1,0,0,1,0.0
53,Devin Shore\shorede01,C,ANA,,CHI,L-OT,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,12,8:15,2,0,2,1,66.7
54,Jonas Siegenthaler\siegejo01,D,WSH,,CGY,W,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,0,,21,17:58,4,5,0,0,
55,Chandler Stephenson\stephch02,C,WSH,,CGY,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,13,9:25,2,1,2,2,50.0
56,Troy Terry\terrytr01,C/RW,ANA,,CHI,L-OT,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,17,13:03,0,0,0,0,
57,Radko Gudas\gudasra01,D,WSH,,CGY,W,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,0,,17,16:49,4,0,0,0,
58,Travis Hamonic\hamontr01,D,CGY,@,WSH,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,23,22:59,1,2,0,0,
59,Noah Hanifin\hanifno01,D,CGY,@,WSH,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,26,20:12,2,2,0,0,
60,Adam Henrique\henriad01,C,ANA,,CHI,L-OT,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,20,15:47,0,2,13,5,72.2
61,Olli Maatta\maattol01,D,CHI,@,ANA,W,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,22,17:51,1,2,0,0,
62,Josh Mahura\mahurjo01,D,ANA,,CHI,L-OT,boxscore,0,0,0,-1,2,0,0,0,0,0,0,0,0,,20,18:07,0,2,0,0,
63,Dmitry Orlov\orlovdm01,D,WSH,,CGY,W,boxscore,0,0,0,-1,2,0,0,0,0,0,0,0,2,0.0,20,19:19,1,1,0,0,
64,Jakob Silfverberg\silfvja01,LW,ANA,,CHI,L-OT,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,4,0.0,27,20:37,0,1,0,1,0.0
65,Dylan Strome\stromdy01,C,CHI,@,ANA,W,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,17,16:24,1,0,4,9,30.8
66,Nicklas Backstrom\backsni02,C,WSH,,CGY,W,boxscore,0,0,0,-2,0,0,0,0,0,0,0,0,3,0.0,20,17:56,0,1,5,9,35.7
67,T.J. Brodie\broditj01,D,CGY,@,WSH,L,boxscore,0,0,0,-2,0,0,0,0,0,0,0,0,2,0.0,25,19:12,0,1,0,0,
68,Johnny Gaudreau\gaudrjo01,LW,CGY,@,WSH,L,boxscore,0,0,0,-2,0,0,0,0,0,0,0,0,2,0.0,23,17:24,0,0,0,0,
69,Mark Giordano\giordma01,D,CGY,@,WSH,L,boxscore,0,0,0,-2,0,0,0,0,0,0,0,0,1,0.0,27,23:57,1,0,0,0,
70,Sean Monahan\monahse01,C,CGY,@,WSH,L,boxscore,0,0,0,-2,0,0,0,0,0,0,0,0,1,0.0,23,16:52,2,0,6,5,54.5
71,T.J. Oshie\oshietj01,C/RW,WSH,,CGY,W,boxscore,0,0,0,-2,0,0,0,0,0,0,0,0,0,,21,18:41,0,1,2,1,66.7
72,Alex Ovechkin\ovechal01,LW,WSH,,CGY,W,boxscore,0,0,0,-2,0,0,0,0,0,0,0,0,4,0.0,18,19:15,3,1,0,0,
