,,,,,,,,Scoring,Scoring,Scoring,,,Goals,Goals,Goals,Goals,Assists,Assists,Assists,,,,,,,,,
17,Artemi Panarin\panarar01,LW,NYR,,FLA,L-SO,boxscore,0,2,2,0,0,0,0,0,0,1,1,0,4,0.0,24,20:58,1,0,0,0,
18,Ryan Strome\stromry01,C,NYR,,FLA,L-SO,boxscore,0,2,2,0,4,0,0,0,0,1,1,0,1,0.0,26,21:21,0,0,2,9,18.2
19,Oscar Klefbom\klefbos01,D,EDM,@,ANA,W,boxscore,0,2,2,-1,0,0,0,0,0,0,2,0,2,0.0,29,26:19,0,4,0,0,
20,Philippe Myers\myersph01,D,PHI,@,BOS,W,boxscore,1,0,1,2,0,1,0,0,0,0,0,0,2,50.0,29,19:40,4,2,0,0,
21,Madison Bowey\boweyma01,D,DET,,VEG,W,boxscore,1,0,1,1,0,1,0,0,0,0,0,0,1,100.0,20,18:44,0,1,0,0,
22,Brian Boyle\boylebr01,C,FLA,@,NYR,W,boxscore,1,0,1,1,2,1,0,0,0,0,0,0,3,33.3,22,14:28,2,0,13,3,81.3
23,Jesper Bratt\brattje01,W,NJD,@,VAN,W,boxscore,1,0,1,1,0,1,0,0,1,0,0,0,1,100.0,18,14:29,1,0,0,1,0.0
24,Filip Chytil\chytifi01,C,NYR,,FLA,L-SO,boxscore,1,0,1,1,0,1,0,0,0,0,0,0,2,50.0,22,18:00,0,0,1,7,12.5
25,Andrew Copp\coppan01,C,WPG,,DAL,W,boxscore,1,0,1,1,0,1,0,0,0,0,0,0,8,12.5,25,17:46,2,1,0,1,0.0
26,Radek Faksa\faksara01,C,DAL,@,WPG,L-OT,boxscore,1,0,1,1,0,1,0,0,0,0,0,0,3,33.3,24,16:48,1,0,5,13,27.8
27,Danton Heinen\heineda01,C/LW,BOS,,PHI,L-SO,boxscore,1,0,1,1,0,1,0,0,0,0,0,0,1,100.0,21,17:26,0,0,0,0,
28,Andreas Johnsson\johnsan01,LW,TOR,@,CHI,L,boxscore,1,0,1,1,0,0,1,0,0,0,0,0,4,25.0,26,19:29,0,0,0,0,
29,Max Jones\jonesma03,LW,ANA,,EDM,L,boxscore,1,0,1,1,0,1,0,0,0,0,0,0,3,33.3,20,14:27,2,0,1,0,100.0
30,Ryan Lindgren\lindgry01,D,NYR,,FLA,L-SO,boxscore,1,0,1,1,0,1,0,0,0,0,0,0,1,100.0,20,11:26,1,0,0,0,
31,Max Pacioretty\pacioma01,LW,VEG,@,DET,L,boxscore,1,0,1,1,0,1,0,0,0,0,0,0,3,33.3,18,18:12,0,0,0,0,
32,Brandon Saad\saadbr01,LW,CHI,,TOR,W,boxscore,1,0,1,1,0,1,0,0,1,0,0,0,2,50.0,25,19:05,1,1,1,0,100.0
33,Dominic Toninato\tonindo01,C,FLA,@,NYR,W,boxscore,1,0,1,1,7,1,0,0,0,0,0,0,1,100.0,14,7:26,1,0,3,2,60.0
34,Brock Boeser\boesebr01,RW,VAN,,NJD,L,boxscore,1,0,1,0,0,0,1,0,0,0,0,0,3,33.3,23,22:56,2,0,0,0,
35,Kirby Dach\dachki01,C,CHI,,TOR,W,boxscore,1,0,1,0,0,1,0,0,0,0,0,0,2,50.0,11,7:43,0,0,1,2,33.3
36,Mattias Janmark\janmama02,C,DAL,@,WPG,L-OT,boxscore,1,0,1,0,0,1,0,0,0,0,0,0,1,100.0,21,14:59,0,0,0,0,
37,Anthony Mantha\manthan01,RW,DET,,VEG,W,boxscore,1,0,1,0,0,1,0,0,1,0,0,0,2,50.0,21,17:26,2,1,1,0,100.0
38,Jonathan Marchessault\audymjo01,C,VEG,@,DET,L,boxscore,1,0,1,0,0,1,0,0,0,0,0,0,2,50.0,17,16:16,0,1,1,0,100.0
39,Mark Scheifele\scheima01,C,WPG,,DAL,W,boxscore,1,0,1,0,0,1,0,0,1,0,0,0,3,33.3,25,20:44,2,1,13,8,61.9
40,Wayne Simmonds\simmowa01,RW,NJD,@,VAN,W,boxscore,1,0,1,0,0,0,1,0,0,0,0,0,2,50.0,16,14:43,2,2,0,0,
41,Brady Skjei\skjeibr01,D,NYR,,FLA,L-SO,boxscore,1,0,1,0,0,1,0,0,0,0,0,0,3,33.3,29,23:47,5,4,0,0,
42,Andreas Athanasiou\athanan01,C,DET,,VEG,W,boxscore,1,0,1,-1,0,0,1,0,0,0,0,0,3,33.3,18,14:23,0,1,1,1,50.0
43,Kaapo Kakko\kakkoka01,RW,NYR,,FLA,L-SO,boxscore,1,0,1,-1,0,0,1,0,0,0,0,0,1,100.0,17,16:14,0,0,0,0,
44,Patrik Laine\lainepa01,RW,WPG,,DAL,W,boxscore,1,0,1,-1,0,0,1,0,0,0,0,0,2,50.0,23,20:44,2,0,0,0,
45,Brad Marchand\marchbr03,LW,BOS,,PHI,L-SO,boxscore,1,0,1,-1,0,1,0,0,0,0,0,0,3,33.3,23,21:15,0,0,0,1,0.0
46,Frank Vatrano\vatrafr01,LW,FLA,@,NYR,W,boxscore,1,0,1,-1,0,1,0,0,0,0,0,0,1,100.0,23,18:01,2,2,0,0,
47,Rickard Rakell\rakelri01,RW,ANA,,EDM,L,boxscore,1,0,1,-2,2,1,0,0,0,0,0,0,3,33.3,20,14:56,0,0,0,0,
48,Ethan Bear\bearet01,D,EDM,@,ANA,W,boxscore,0,1,1,2,0,0,0,0,0,1,0,0,0,,29,18:49,1,3,0,0,
49,Pavel Buchnevich\buchnpa01,LW,NYR,,FLA,L-SO,boxscore,0,1,1,2,0,0,0,0,0,1,0,0,0,,23,19:47,0,1,0,0,
50,Oskar Lindblom\lindbos01,LW,PHI,@,BOS,W,boxscore,0,1,1,2,2,0,0,0,0,1,0,0,1,0.0,30,18:29,0,0,0,3,0.0
51,Josh Morrissey\morrijo04,D,WPG,,DAL,W,boxscore,0,1,1,2,0,0,0,0,0,1,0,0,2,0.0,28,25:50,1,1,0,0,
52,MacKenzie Weegar\weegama01,D,FLA,@,NYR,W,boxscore,0,1,1,2,0,0,0,0,0,1,0,0,1,0.0,11,8:04,1,1,0,0,
53,Keith Yandle\yandlke01,D,FLA,@,NYR,W,boxscore,0,1,1,2,0,0,0,0,0,1,0,0,2,0.0,30,22:45,0,0,0,0,
54,Drake Caggiula\caggidr01,LW,CHI,,TOR,W,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,2,0.0,16,10:22,3,0,0,0,
55,Charlie Coyle\coylech01,C/RW,BOS,,PHI,L-SO,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,0,,21,17:04,1,1,0,0,
56,Calvin de Haan\dehaaca01,D,CHI,,TOR,W,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,3,0.0,28,21:17,3,1,0,0,
57,Jason Dickinson\dickija01,C,DAL,@,WPG,L-OT,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,2,0.0,26,14:16,0,0,0,7,0.0
58,Robby Fabbri\fabbrro01,C,DET,,VEG,W,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,1,0.0,20,15:24,3,1,0,1,0.0
59,Denis Gurianov\guriade01,RW,DAL,@,WPG,L-OT,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,1,0.0,22,16:13,1,0,0,0,
60,Mike Hoffman\hoffmmi02,C/LW,FLA,@,NYR,W,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,5,0.0,20,17:21,0,0,0,0,
61,Dryden Hunt\huntdr01,LW,FLA,@,NYR,W,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,1,0.0,15,9:19,0,0,0,0,
62,Dylan Larkin\larkidy01,C,DET,,VEG,W,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,1,0.0,25,22:00,0,1,8,12,40.0
63,Esa Lindell\lindees01,D,DAL,@,WPG,L-OT,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,1,0.0,32,24:52,0,1,0,0,
64,Adam Lowry\lowryad01,LW,WPG,,DAL,W,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,1,0.0,23,15:35,1,0,11,2,84.6
65,Tucker Poolman\poolmtu01,D,WPG,,DAL,W,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,2,0.0,24,19:32,0,2,0,0,
66,Damon Severson\severda01,D,NJD,@,VAN,W,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,0,,32,23:21,1,2,0,0,
67,Sam Steel\steelsa01,C,ANA,,EDM,L,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,2,0.0,24,18:50,1,0,9,6,60.0
68,Shea Theodore\theodsh01,D,VEG,@,DET,L,boxscore,0,1,1,1,2,0,0,0,0,1,0,0,4,0.0,23,19:13,1,0,0,0,
69,Pavel Zacha\zachapa01,C,NJD,@,VAN,W,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,1,0.0,16,12:13,0,2,0,1,0.0
70,Zdeno Chara\charazd01,D,BOS,,PHI,L-SO,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,3,0.0,24,22:56,1,1,0,0,
71,Anthony DeAngelo\deangan01,D,NYR,,FLA,L-SO,boxscore,0,1,1,0,0,0,0,0,0,0,1,0,2,0.0,27,22:04,0,0,0,0,
72,Mike Green\greenmi03,D,DET,,VEG,W,boxscore,0,1,1,0,0,0,0,0,0,0,1,0,0,,24,23:18,3,1,0,0,
73,Matt Grzelcyk\grzelma01,D,BOS,,PHI,L-SO,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,1,0.0,25,19:17,2,1,0,0,
74,Taylor Hall\hallta02,LW,NJD,@,VAN,W,boxscore,0,1,1,0,2,0,0,0,0,0,1,0,8,0.0,21,17:56,0,0,0,0,
75,Jonathan Huberdeau\huberjo01,C,FLA,@,NYR,W,boxscore,0,1,1,0,0,0,0,0,0,0,1,0,3,0.0,23,20:00,2,0,1,0,100.0
76,J.T. Miller\millejt01,C,VAN,,NJD,L,boxscore,0,1,1,0,0,0,0,0,0,0,1,0,2,0.0,26,22:26,1,0,4,1,80.0
77,Kyle Palmieri\palmiky01,RW,NJD,@,VAN,W,boxscore,0,1,1,0,0,0,0,0,0,0,1,0,3,0.0,21,16:52,0,1,0,0,
78,Ryan Reaves\reavery01,RW,VEG,@,DET,L,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,1,0.0,11,9:51,4,0,0,0,
79,Nicolas Roy\royni01,C,VEG,@,DET,L,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,0,,14,10:31,0,1,1,7,12.5
80,Patrick Russell\russepa01,RW,EDM,@,ANA,W,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,2,0.0,18,12:55,2,0,0,0,
81,Andrew Shaw\shawan01,C,CHI,,TOR,W,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,2,0.0,21,15:01,2,0,2,3,40.0
82,Reilly Smith\smithre01,RW,VEG,@,DET,L,boxscore,0,1,1,0,2,0,0,0,0,1,0,0,2,0.0,19,18:31,0,0,0,0,
83,Blake Wheeler\wheelbl01,RW,WPG,,DAL,W,boxscore,0,1,1,0,0,0,0,0,0,0,1,0,1,0.0,26,17:05,5,0,14,7,66.7
84,Quinn Hughes\hughequ01,D,VAN,,NJD,L,boxscore,0,1,1,-1,0,0,0,0,0,0,1,0,3,0.0,24,24:57,0,2,0,0,
85,Neal Pionk\pionkne01,D,WPG,,DAL,W,boxscore,0,1,1,-1,0,0,0,0,0,0,1,0,2,0.0,27,20:03,2,1,0,0,
86,Adam Fox\foxad01,D,NYR,,FLA,L-SO,boxscore,0,1,1,-2,0,0,0,0,0,0,1,0,4,0.0,26,17:20,0,1,0,0,
87,Adam Henrique\henriad01,C,ANA,,EDM,L,boxscore,0,1,1,-2,0,0,0,0,0,1,0,0,2,0.0,21,14:36,0,0,7,5,58.3
88,Filip Hronek\hronefi01,D,DET,,VEG,W,boxscore,0,1,1,-2,0,0,0,0,0,0,1,0,1,0.0,22,20:41,2,0,0,0,
89,Jakob Silfverberg\silfvja01,LW,ANA,,EDM,L,boxscore,0,1,1,-2,0,0,0,0,0,1,0,0,1,0.0,20,14:19,0,0,0,0,
90,Adam Boqvist\boqviad01,D,CHI,,TOR,W,boxscore,0,0,0,2,0,0,0,0,0,0,0,0,2,0.0,19,12:33,1,1,0,0,
91,Aaron Ekblad\ekblaaa01,D,FLA,@,NYR,W,boxscore,0,0,0,2,0,0,0,0,0,0,0,0,5,0.0,35,26:31,1,3,0,0,
92,Darnell Nurse\nurseda01,D,EDM,@,ANA,W,boxscore,0,0,0,2,0,0,0,0,0,0,0,0,0,,30,21:44,1,1,0,0,
93,Travis Sanheim\sanhetr01,D,PHI,@,BOS,W,boxscore,0,0,0,2,0,0,0,0,0,0,0,0,3,0.0,32,21:01,0,1,0,0,
94,Brent Seabrook\seabrbr01,D,CHI,,TOR,W,boxscore,0,0,0,2,0,0,0,0,0,0,0,0,1,0.0,26,17:05,2,3,0,0,
95,Matt Benning\bennima01,D,EDM,@,ANA,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,0,,21,14:43,1,0,0,0,
96,Patrice Bergeron\bergepa01,C,BOS,,PHI,L-SO,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,2,0.0,23,19:25,0,1,12,10,54.5
97,Alex Chiasson\chiasal01,RW,EDM,@,ANA,W,boxscore,0,0,0,1,2,0,0,0,0,0,0,0,2,0.0,19,14:23,1,1,0,0,
98,Brett Connolly\connobr01,RW,FLA,@,NYR,W,boxscore,0,0,0,1,2,0,0,0,0,0,0,0,0,,19,14:53,3,0,0,0,
99,Michael Del Zotto\delzomi01,D,ANA,,EDM,L,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,3,0.0,27,16:42,1,2,0,0,
100,Cody Eakin\eakinco01,C,VEG,@,DET,L,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,15,13:01,0,0,4,6,40.0
101,Andy Greene\greenan01,D,NJD,@,VAN,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,0,,30,22:03,0,2,0,0,
102,Nico Hischier\hischni01,C,NJD,@,VAN,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,0,,21,15:43,1,0,9,5,64.3
103,David Krejci\krejcda01,C,BOS,,PHI,L-SO,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,0,,23,19:24,2,0,8,4,66.7
104,Olli Maatta\maattol01,D,CHI,,TOR,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,0,,25,18:06,1,1,0,0,
105,Charlie McAvoy\mcavoch01,D,BOS,,PHI,L-SO,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,3,0.0,29,26:04,3,2,0,0,
106,Brayden McNabb\mcnabbr01,D,VEG,@,DET,L,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,23,21:27,1,1,0,0,
107,James Neal\nealja01,LW,EDM,@,ANA,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,2,0.0,16,14:21,1,1,2,0,100.0
108,Patrik Nemeth\nemetpa01,D,DET,,VEG,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,0,,26,24:11,2,0,0,0,
109,Jamie Oleksiak\oleksja01,D,DAL,@,WPG,L-OT,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,3,0.0,32,21:43,0,0,0,0,
110,David Pastrnak\pastrda01,RW,BOS,,PHI,L-SO,boxscore,0,0,0,1,2,0,0,0,0,0,0,0,4,0.0,23,21:58,0,0,0,0,
111,Mathieu Perreault\perrema01,C,WPG,,DAL,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,4,0.0,22,17:36,0,0,0,0,
112,Kris Russell\russekr01,D,EDM,@,ANA,W,boxscore,0,0,0,1,2,0,0,0,0,0,0,0,0,,27,17:56,3,2,0,0,
113,Colton Sceviour\scevico01,C/RW,FLA,@,NYR,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,0,,19,11:59,1,1,1,2,33.3
114,Andrej Sekera\sekeran01,D,DAL,@,WPG,L-OT,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,2,0.0,33,21:34,1,1,0,0,
115,Troy Terry\terrytr01,C/RW,ANA,,EDM,L,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,22,17:48,1,0,0,0,
116,Justin Abdelkader\abdelju01,LW,DET,,VEG,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,15,11:56,1,3,0,0,
117,Andy Andreoff\andrean01,LW,PHI,@,BOS,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,18,11:30,2,1,1,1,50.0
118,Josh Archibald\archijo01,RW,EDM,@,ANA,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,18,12:14,2,0,0,0,
119,Tyson Barrie\barrity01,D,TOR,@,CHI,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,29,22:46,0,0,0,0,
120,Jay Beagle\beaglja01,RW/C,VAN,,NJD,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,16,9:13,2,0,8,2,80.0
121,Jamie Benn\bennja01,LW,DAL,@,WPG,L-OT,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,23,13:03,1,1,2,3,40.0
122,Jordie Benn\bennjo01,D,VAN,,NJD,L,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,18,14:11,0,1,0,0,
123,Tyler Bertuzzi\bertuty01,LW,DET,,VEG,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,22,18:13,0,2,0,0,
124,Anders Bjork\bjorkan01,LW,BOS,,PHI,L-SO,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,14,12:13,1,1,0,0,
125,Josh Brown\brownjo01,D,FLA,@,NYR,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,16,11:58,2,0,0,0,
126,Will Butcher\butchwi01,D,NJD,@,VAN,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,29,24:38,0,0,0,0,
127,Brandon Carlo\carlobr01,D,BOS,,PHI,L-SO,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,20,17:11,1,0,0,0,
128,Dennis Cholowski\cholode01,D,DET,,VEG,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,20,16:20,0,0,0,0,
129,Andrew Cogliano\coglian01,LW/C,DAL,@,WPG,L-OT,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,23,13:44,1,0,0,1,0.0
130,Blake Coleman\colembl01,C,NJD,@,VAN,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,18,15:40,2,0,0,0,
131,Blake Comeau\comeabl01,RW,DAL,@,WPG,L-OT,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,23,15:32,2,0,0,0,
132,Max Comtois\comtoma01,LW,ANA,,EDM,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,19,15:06,3,0,0,0,
133,Kyle Connor\connoky01,LW,WPG,,DAL,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,26,21:29,0,0,0,0,
134,Alexander Edler\edleral01,D,VAN,,NJD,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,27,21:13,2,4,0,0,
135,Nikolaj Ehlers\ehlerni01,LW,WPG,,DAL,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,23,17:29,0,0,0,0,
136,Christoffer Ehn\ehnch01,C,DET,,VEG,W,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,13,12:18,0,1,6,2,75.0
137,Adam Erne\ernead01,LW,DET,,VEG,W,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,0,,18,12:55,2,0,2,0,100.0
138,Jesper Fast\fastje01,RW,NYR,,FLA,L-SO,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,24,19:17,1,1,0,0,
139,Cam Fowler\fowleca01,D,ANA,,EDM,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,25,18:59,1,0,0,0,
140,Adam Gaudette\gaudead01,C,VAN,,NJD,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,17,9:47,1,0,0,0,
141,Frederik Gauthier\gauthfr01,C,TOR,@,CHI,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,18,10:40,3,2,7,3,70.0
142,Cody Glass\glassco01,C,VEG,@,DET,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,13,11:41,0,0,1,1,50.0
143,Markus Granlund\granlma01,C,EDM,@,ANA,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,19,12:42,0,1,0,0,
144,Erik Gudbranson\gudbrer01,D,ANA,,EDM,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,24,20:54,1,1,0,0,
145,Nikita Gusev\gusevni01,LW,NJD,@,VAN,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,13,9:16,0,0,0,0,
146,Nicolas Hague\hagueni01,D,VEG,@,DET,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,20,15:49,0,0,0,0,
147,Libor Hajek\hajekli01,D,NYR,,FLA,L-SO,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,26,18:48,2,2,0,0,
148,Miro Heiskanen\heiskmi01,D,DAL,@,WPG,L-OT,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,35,25:30,0,0,0,0,
149,Darren Helm\helmda01,C/LW,DET,,VEG,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,14,11:32,1,1,0,0,
150,Jack Hughes\hugheja03,C,NJD,@,VAN,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,20,17:14,0,1,4,8,33.3
151,David Kampf\kampfda01,C,CHI,,TOR,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,25,15:45,0,0,8,4,66.7
152,Jujhar Khaira\khairju01,LW,EDM,@,ANA,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,18,13:14,1,0,0,1,0.0
153,Torey Krug\krugto01,D,BOS,,PHI,L-SO,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,25,19:15,0,1,0,0,
154,Dominik Kubal?k\kubaldo01,LW,CHI,,TOR,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,14,11:04,2,0,1,1,50.0
155,Par Lindholm\lindhpa01,C,BOS,,PHI,L-SO,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,13,9:34,2,0,2,3,40.0
156,Josh Mahura\mahurjo01,D,ANA,,EDM,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,26,21:18,0,0,0,0,
157,Dylan McIlrath\mcilrdy01,D,DET,,VEG,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,18,14:35,3,0,0,0,
158,Mirco Mueller\muellmi01,D,NJD,@,VAN,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,22,14:23,0,0,0,0,
159,Jake Muzzin\muzzija01,D,TOR,@,CHI,L,boxscore,0,0,0,0,4,0,0,0,0,0,0,0,6,0.0,31,19:23,1,2,0,0,
160,Tyler Myers\myersty01,D,VAN,,NJD,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,26,20:49,1,1,0,0,
161,Frans Nielsen\nielsfr01,C,DET,,VEG,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,18,12:46,1,0,2,4,33.3
162,Joakim Nordstrom\nordsjo02,C,BOS,,PHI,L-SO,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,18,14:30,0,1,0,0,
163,Alexander Nylander\nylanal01,LW,CHI,,TOR,W,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,0,,18,12:50,0,0,0,0,
164,Joe Pavelski\paveljo01,C,DAL,@,WPG,L-OT,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,26,15:37,0,2,6,1,85.7
165,Tanner Pearson\pearsta01,LW,VAN,,NJD,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,23,17:37,2,0,0,0,
166,Brendan Perlini\perlibr01,LW,DET,,VEG,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,16,13:17,0,0,0,0,
167,Corey Perry\perryco01,RW,DAL,@,WPG,L-OT,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,18,10:40,0,1,0,0,
168,Elias Pettersson\petteel01,C,VAN,,NJD,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,21,20:53,0,0,2,1,66.7
