,,,,,,,,Scoring,Scoring,Scoring,,,Goals,Goals,Goals,Goals,Assists,Assists,Assists,,,,,,,,,
169,Brandon Pirri\pirribr01,C,VEG,@,DET,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,14,13:06,2,0,0,0,
170,Alexander Radulov\radulal01,RW,DAL,@,WPG,L-OT,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,24,17:53,2,1,1,3,25.0
171,Nick Ritchie\ritchni01,LW,ANA,,EDM,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,17,17:00,0,1,0,0,
172,Kevin Rooney\rooneke01,C,NJD,@,VAN,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,17,12:25,2,1,2,6,25.0
173,Jack Roslovic\rosloja01,C,WPG,,DAL,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,24,16:46,2,0,0,0,
174,Carter Rowney\rowneca01,RW,ANA,,EDM,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,17,11:09,2,0,0,0,
175,Tim Schaller\schalti01,LW,VAN,,NJD,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,17,10:08,0,1,0,0,
176,Nate Schmidt\schmina01,D,VEG,@,DET,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,23,21:41,1,0,0,0,
177,Zachary Senyshyn\senysza01,RW,BOS,,PHI,L-SO,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,12,10:10,0,1,1,0,100.0
178,Riley Sheahan\sheahri01,C,EDM,@,ANA,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,18,13:02,0,1,5,11,31.3
179,Nick Shore\shoreni01,C,TOR,@,CHI,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,13,6:10,0,0,1,5,16.7
180,Zack Smith\smithza01,C,CHI,,TOR,W,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,18,12:40,5,0,1,3,25.0
181,Paul Stastny\stastpa01,C,VEG,@,DET,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,20,19:55,1,0,10,7,58.8
182,Troy Stecher\stechtr01,D,VAN,,NJD,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,18,13:58,1,0,0,0,
183,Mark Stone\stonema01,RW,VEG,@,DET,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,21,21:15,0,0,0,0,
184,P.K. Subban\subbapk01,D,NJD,@,VAN,W,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,32,24:50,0,3,0,0,
185,Brandon Sutter\suttebr03,C/RW,VAN,,NJD,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,20,14:55,1,0,3,8,27.3
186,Matt Tennyson\tennyma01,D,NJD,@,VAN,W,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,15,9:06,2,0,0,0,
187,Dmytro Timashov\timasdm01,LW,TOR,@,CHI,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,11,5:01,1,0,0,0,
188,Carsen Twarynski\twaryca01,F,PHI,@,BOS,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,23,14:42,1,0,0,0,
189,Jake Virtanen\virtaja01,RW,VAN,,NJD,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,20,10:56,3,0,0,0,
190,Jakub Voracek\voracja01,RW,PHI,@,BOS,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,23,14:21,1,1,0,0,
191,Miles Wood\woodmi01,LW,NJD,@,VAN,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,17,15:15,1,3,0,0,
192,Travis Zajac\zajactr01,C,NJD,@,VAN,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,21,15:26,1,1,8,5,61.5
193,Lias Andersson\anderli01,C,NYR,,FLA,L-SO,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,14,7:36,1,0,2,2,50.0
194,Sven Baertschi\baertsv01,LW,VAN,,NJD,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,0,,15,10:13,1,0,0,0,
195,Nathan Beaulieu\beaulna01,D,WPG,,DAL,W,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,0,,21,16:16,1,0,0,0,
196,Justin Braun\braunju01,D,PHI,@,BOS,W,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,27,16:18,1,0,0,0,
197,William Carrier\carriwi01,LW,VEG,@,DET,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,0,,11,9:26,2,0,1,0,100.0
198,Cody Ceci\cecico01,D,TOR,@,CHI,L,boxscore,0,0,0,-1,2,0,0,0,0,0,0,0,3,0.0,26,18:08,2,1,0,0,
199,Connor Clifton\cliftco01,D,BOS,,PHI,L-SO,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,22,17:23,2,1,0,0,
200,Travis Dermott\dermotr01,D,TOR,@,CHI,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,4,0.0,25,14:28,4,3,0,0,
201,Justin Dowling\dowliju01,C,DAL,@,WPG,L-OT,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,0,,16,9:48,1,0,2,5,28.6
202,Deryk Engelland\engelde01,D,VEG,@,DET,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,0,,19,18:43,4,1,0,0,
203,Joel Farabee\farabjo01,LW,PHI,@,BOS,W,boxscore,0,0,0,-1,2,0,0,0,0,0,0,0,0,,23,14:41,0,1,0,0,
204,Taylor Fedun\fedunta01,D,DAL,@,WPG,L-OT,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,0,,23,13:21,0,1,0,0,
205,Valtteri Filppula\filppva01,C,DET,,VEG,W,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,3,0.0,20,16:07,0,0,7,6,53.8
206,Ryan Getzlaf\getzlry01,C,ANA,,EDM,L,boxscore,0,0,0,-1,4,0,0,0,0,0,0,0,3,0.0,20,17:20,2,0,2,3,40.0
207,Claude Giroux\giroucl01,C/RW,PHI,@,BOS,W,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,28,16:26,2,0,12,5,70.6
208,Shayne Gostisbehere\gostish01,D,PHI,@,BOS,W,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,25,16:04,0,0,0,0,
209,Derek Grant\grantde01,C,ANA,,EDM,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,19,13:05,0,1,8,4,66.7
210,David Gustafsson\gustada01,C,WPG,,DAL,W,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,0,,9,6:34,0,0,1,2,33.3
211,Erik Gustafsson\gustaer02,D,CHI,,TOR,W,boxscore,0,0,0,-1,2,0,0,0,0,0,0,0,3,0.0,24,19:08,1,2,0,0,
212,Gaetan Haas\haasga01,F,EDM,@,ANA,W,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,0,,15,9:52,0,0,3,5,37.5
213,Joel Hanley\hanlejo01,D,DAL,@,WPG,L-OT,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,0,,21,11:27,0,0,0,0,
214,Kevin Hayes\hayeske01,RW,PHI,@,BOS,W,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,31,19:24,2,1,5,16,23.8
215,Nick Holden\holdeni01,D,VEG,@,DET,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,21,18:43,0,0,0,0,
216,Justin Holl\hollju01,D,TOR,@,CHI,L,boxscore,0,0,0,-1,2,0,0,0,0,0,0,0,3,0.0,22,14:33,0,0,0,0,
217,Bo Horvat\horvabo01,C,VAN,,NJD,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,3,0.0,26,21:06,1,1,9,11,45.0
218,Brett Howden\howdebr01,C,NYR,,FLA,L-SO,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,0,,24,17:28,1,1,4,13,23.5
219,Kasperi Kapanen\kapanka01,RW,TOR,@,CHI,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,25,16:37,0,0,0,2,0.0
220,William Karlsson\karlswi01,C,VEG,@,DET,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,0,,19,18:20,0,0,8,6,57.1
221,Ondrej Kase\kaseon01,RW,ANA,,EDM,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,3,0.0,20,15:03,0,0,0,1,0.0
222,Duncan Keith\keithdu01,D,CHI,,TOR,W,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,0,,28,25:50,1,1,0,0,
223,Dmitry Kulikov\kulikdm01,D,WPG,,DAL,W,boxscore,0,0,0,-1,2,0,0,0,0,0,0,0,1,0.0,24,17:43,0,1,0,0,
224,Josh Leivo\leivojo01,LW,VAN,,NJD,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,18,13:26,1,0,0,0,
225,Joona Luoto\luotojo01,F,WPG,,DAL,W,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,0,,9,6:06,1,0,0,0,
226,Denis Malgin\malgide01,C,FLA,@,NYR,W,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,23,15:08,2,0,2,0,100.0
227,Greg McKegg\mckeggr01,C,NYR,,FLA,L-SO,boxscore,0,0,0,-1,5,0,0,0,0,0,0,0,0,,14,8:01,1,0,1,0,100.0
228,Matt Niskanen\niskama01,D,PHI,@,BOS,W,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,3,0.0,32,23:54,4,2,0,0,
229,Joel Persson\perssjo02,D,EDM,@,ANA,W,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,3,0.0,22,19:28,0,0,0,0,
230,Tyler Pitlick\pitlity01,C,PHI,@,BOS,W,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,22,12:47,3,0,0,0,
231,Ivan Provorov\provoiv01,D,PHI,@,BOS,W,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,3,0.0,35,27:26,2,0,0,0,
232,Michael Raffl\rafflmi01,LW,PHI,@,BOS,W,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,21,13:42,0,0,1,3,25.0
233,Morgan Rielly\riellmo01,D,TOR,@,CHI,L,boxscore,0,0,0,-1,2,0,0,0,0,0,0,0,6,0.0,32,25:42,0,0,0,0,
234,Luca Sbisa\sbisalu01,D,WPG,,DAL,W,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,0,,22,15:34,0,0,0,0,
235,Tyler Seguin\seguity01,C,DAL,@,WPG,L-OT,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,5,0.0,26,18:27,0,0,4,7,36.4
236,Logan Shaw\shawlo01,RW,WPG,,DAL,W,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,0,,9,6:10,3,0,1,0,100.0
237,Anton Stralman\stralan01,D,FLA,@,NYR,W,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,33,26:09,1,1,0,0,
238,Chris Tanev\tanevch01,D,VAN,,NJD,L,boxscore,0,0,0,-1,2,0,0,0,0,0,0,0,0,,23,20:34,1,1,0,0,
239,Jacob Trouba\troubja01,D,NYR,,FLA,L-SO,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,4,0.0,28,24:01,3,2,0,0,
240,James van Riemsdyk\vanrija01,LW,PHI,@,BOS,W,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,23,12:47,0,0,0,1,0.0
241,Sean Kuraly\kuralse01,C,BOS,,PHI,L-SO,boxscore,0,0,0,-2,0,0,0,0,0,0,0,0,1,0.0,19,14:32,2,0,5,1,83.3
242,Jacob Larsson\larssja01,D,ANA,,EDM,L,boxscore,0,0,0,-2,0,0,0,0,0,0,0,0,2,0.0,22,17:17,1,0,0,0,
243,Brendan Lemieux\lemiebr01,LW,NYR,,FLA,L-SO,boxscore,0,0,0,-2,0,0,0,0,0,0,0,0,3,0.0,18,15:41,1,2,0,1,0.0
244,Ilya Mikheyev\mikheil01,F,TOR,@,CHI,L,boxscore,0,0,0,-2,0,0,0,0,0,0,0,0,2,0.0,24,15:38,0,1,0,0,
245,Trevor Moore\mooretr01,LW,TOR,@,CHI,L,boxscore,0,0,0,-2,0,0,0,0,0,0,0,0,2,0.0,26,17:29,3,1,0,0,
246,Brendan Smith\smithbr05,D,NYR,,FLA,L-SO,boxscore,0,0,0,-2,2,0,0,0,0,0,0,0,1,0.0,12,7:23,2,0,0,0,
247,Jason Spezza\spezzja01,C,TOR,@,CHI,L,boxscore,0,0,0,-2,0,0,0,0,0,0,0,0,0,,14,9:00,0,0,2,0,100.0
248,Vincent Trocheck\trochvi01,C,FLA,@,NYR,W,boxscore,0,0,0,-2,0,0,0,0,0,0,0,0,3,0.0,19,14:52,1,0,9,2,81.8
249,Chris Wagner\wagnech01,C,BOS,,PHI,L-SO,boxscore,0,0,0,-2,0,0,0,0,0,0,0,0,1,0.0,19,13:23,3,1,3,2,60.0
250,Korbinian Holzer\holzeko01,D,ANA,,EDM,L,boxscore,0,0,0,-3,2,0,0,0,0,0,0,0,1,0.0,23,16:25,2,1,0,0,
251,Alexander Kerfoot\kerfoal01,C,TOR,@,CHI,L,boxscore,0,0,0,-3,0,0,0,0,0,0,0,0,3,0.0,20,15:24,0,1,2,5,28.6
252,Mike Matheson\mathemi01,D,FLA,@,NYR,W,boxscore,0,0,0,-3,2,0,0,0,0,0,0,0,1,0.0,32,24:41,0,1,0,0,
