,,,,,,,,Scoring,Scoring,Scoring,,,Goals,Goals,Goals,Goals,Assists,Assists,Assists,,,,,,,,,
30,Zdeno Chara\charazd01,D,BOS,,PIT,W,boxscore,0,1,1,3,0,0,0,0,0,1,0,0,1,0.0,20,22:31,0,1,0,0,
31,Jared McCann\mccanja01,C,PIT,@,BOS,L,boxscore,0,1,1,3,0,0,0,0,0,1,0,0,2,0.0,18,11:25,3,0,1,1,50.0
32,Matt Benning\bennima01,D,EDM,,ARI,L-OT,boxscore,0,1,1,2,0,0,0,0,0,1,0,0,0,,16,12:53,3,0,0,0,
33,Mikkel Boedker\boedkmi01,RW,OTT,@,NYR,W,boxscore,0,1,1,2,0,0,0,0,0,1,0,0,1,0.0,18,8:07,0,0,0,0,
34,Brandon Carlo\carlobr01,D,BOS,,PIT,W,boxscore,0,1,1,2,2,0,0,0,0,1,0,0,1,0.0,26,18:52,5,1,0,0,
35,Anthony Duclair\duclaan01,LW,OTT,@,NYR,W,boxscore,0,1,1,2,2,0,0,0,0,1,0,0,2,0.0,24,16:05,1,0,0,0,
36,Dan Hamhuis\hamhuda01,D,NSH,@,DET,W,boxscore,0,1,1,2,0,0,0,0,0,1,0,0,0,,22,15:24,1,0,0,0,
37,Thomas Chabot\chaboth01,D,OTT,@,NYR,W,boxscore,0,1,1,1,0,0,0,0,0,0,1,0,1,0.0,32,24:29,0,0,0,0,
38,Mattias Ekholm\ekholma01,D,NSH,@,DET,W,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,0,,24,21:17,0,2,0,0,
39,Kris Russell\russekr01,D,EDM,,ARI,L-OT,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,1,0.0,25,20:06,1,1,0,0,
40,Nick Schmaltz\schmani01,C,ARI,@,EDM,W,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,2,0.0,21,14:34,0,0,1,7,12.5
41,Ryan Ellis\ellisry01,D,NSH,@,DET,W,boxscore,0,1,1,0,5,0,0,0,0,1,0,0,0,,23,21:10,1,2,0,0,
42,Adam Fox\foxad01,D,NYR,,OTT,L,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,5,0.0,22,19:58,1,0,0,0,
43,Filip Hronek\hronefi01,D,DET,,NSH,L,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,2,0.0,25,20:39,1,0,0,0,
44,Ryan Johansen\johanry01,C,NSH,@,DET,W,boxscore,0,1,1,0,0,0,0,0,0,0,1,0,4,0.0,24,18:24,0,0,7,9,43.8
45,Brendan Lemieux\lemiebr01,LW,NYR,,OTT,L,boxscore,0,1,1,0,17,0,0,0,0,1,0,0,3,0.0,15,10:50,0,1,4,0,100.0
46,Nick Paul\paulni01,LW,OTT,@,NYR,W,boxscore,0,1,1,0,0,0,0,0,0,0,1,0,1,0.0,30,15:40,2,0,9,3,75.0
47,Connor Brown\brownco02,RW,OTT,@,NYR,W,boxscore,0,1,1,-1,0,0,0,0,0,0,1,0,0,,32,20:51,0,0,0,1,0.0
48,Leon Draisaitl\draisle01,C,EDM,,ARI,L-OT,boxscore,0,1,1,-1,0,0,0,0,0,1,0,0,1,0.0,24,25:01,0,0,12,3,80.0
49,Valtteri Filppula\filppva01,C,DET,,NSH,L,boxscore,0,1,1,-1,0,0,0,0,0,1,0,0,1,0.0,24,17:57,1,0,12,1,92.3
50,Alex Galchenyuk\galchal01,C,PIT,@,BOS,L,boxscore,0,1,1,-1,0,0,0,0,0,1,0,0,3,0.0,19,12:54,1,0,0,1,0.0
51,Kris Letang\letankr01,D,PIT,@,BOS,L,boxscore,0,1,1,-1,2,0,0,0,0,1,0,0,6,0.0,22,17:41,1,0,0,0,
52,Anthony DeAngelo\deangan01,D,NYR,,OTT,L,boxscore,0,1,1,-2,5,0,0,0,0,0,1,0,4,0.0,24,19:42,1,0,0,0,
53,Brian Dumoulin\dumoubr01,D,PIT,@,BOS,L,boxscore,0,1,1,-2,0,0,0,0,0,1,0,0,3,0.0,32,24:18,2,3,0,0,
54,Evgeni Malkin\malkiev01,C,PIT,@,BOS,L,boxscore,0,1,1,-2,0,0,0,0,0,1,0,0,1,0.0,21,15:11,0,0,8,2,80.0
55,Justin Schultz\schulju01,D,PIT,@,BOS,L,boxscore,0,1,1,-2,0,0,0,0,0,1,0,0,4,0.0,28,19:23,0,0,0,0,
56,Rocco Grimaldi\grimaro01,C,NSH,@,DET,W,boxscore,0,0,0,2,0,0,0,0,0,0,0,0,0,,18,12:10,0,1,0,0,
57,Jack Johnson\johnsja02,D,PIT,@,BOS,L,boxscore,0,0,0,2,0,0,0,0,0,0,0,0,0,,26,18:00,4,0,0,0,
58,Charlie McAvoy\mcavoch01,D,BOS,,PIT,W,boxscore,0,0,0,2,0,0,0,0,0,0,0,0,1,0.0,24,21:02,0,2,0,0,
59,Yannick Weber\weberya01,D,NSH,@,DET,W,boxscore,0,0,0,2,0,0,0,0,0,0,0,0,1,0.0,21,13:44,0,1,0,0,
60,J.C. Beaudin\beaudje01,C,OTT,@,NYR,W,boxscore,0,0,0,1,5,0,0,0,0,0,0,0,1,0.0,16,8:38,1,0,4,6,40.0
61,Erik Brannstrom\branner01,D,OTT,@,NYR,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,25,15:41,0,1,0,0,
62,Lawson Crouse\crousla01,LW,ARI,@,EDM,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,0,,21,12:48,3,0,2,0,100.0
63,Dylan DeMelo\demeldy01,D,OTT,@,NYR,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,0,,32,19:50,0,2,0,0,
64,Jason Demers\demerja01,D,ARI,@,EDM,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,27,22:40,1,3,0,0,
65,Oliver Ekman-Larsson\ekmanol01,D,ARI,@,EDM,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,3,0.0,33,28:18,2,1,0,0,
66,Dante Fabbro\fabbrda01,D,NSH,@,DET,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,23,21:16,1,1,0,0,
67,Danton Heinen\heineda01,C/LW,BOS,,PIT,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,0,,19,14:56,0,1,0,0,
68,Vinnie Hinostroza\hinosvi01,C,ARI,@,EDM,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,19,14:46,0,0,0,1,0.0
69,Calle Jarnkrok\jarnkca01,C,NSH,@,DET,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,2,0.0,20,12:43,0,0,0,0,
70,Zack Kassian\kassiza01,RW,EDM,,ARI,L-OT,boxscore,0,0,0,1,2,0,0,0,0,0,0,0,2,0.0,20,14:44,3,0,0,0,
71,Jujhar Khaira\khairju01,LW,EDM,,ARI,L-OT,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,15,12:56,2,0,2,0,100.0
72,Ryan Lindgren\lindgry01,D,NYR,,OTT,L,boxscore,0,0,0,1,2,0,0,0,0,0,0,0,1,0.0,24,16:54,1,0,0,0,
73,Jordan Oesterle\oestejo01,D,ARI,@,EDM,W,boxscore,0,0,0,1,2,0,0,0,0,0,0,0,1,0.0,15,11:35,1,1,0,0,
74,Craig Smith\smithcr01,C,NSH,@,DET,W,boxscore,0,0,0,1,2,0,0,0,0,0,0,0,0,,21,12:33,0,0,1,2,33.3
75,Nikita Zaitsev\zaitsni01,D,OTT,@,NYR,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,0,,32,21:34,0,3,0,0,
76,Viktor Arvidsson\arvidvi01,LW,NSH,@,DET,W,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,24,17:46,1,0,0,0,
77,Zach Aston-Reese\astonza01,C,PIT,@,BOS,L,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,2,0.0,22,13:14,1,0,0,0,
78,Teddy Blueger\bluegte01,C,PIT,@,BOS,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,23,13:45,0,0,6,5,54.5
79,Mark Borowiecki\borowma01,D,OTT,@,NYR,W,boxscore,0,0,0,0,5,0,0,0,0,0,0,0,0,,25,14:38,1,2,0,0,
80,Colby Cave\caveco01,C,EDM,,ARI,L-OT,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,19,12:37,1,0,3,7,30.0
81,Alex Chiasson\chiasal01,RW,EDM,,ARI,L-OT,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,14,12:47,0,0,0,0,
82,Filip Chlapik\chlapfi01,C,OTT,@,NYR,W,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,0,,17,6:56,2,1,1,0,100.0
83,Jacob de La Rose\delarja01,LW,DET,,NSH,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,21,14:29,3,0,3,5,37.5
84,Christian Fischer\fischch01,RW,ARI,@,EDM,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,19,11:33,0,0,0,0,
85,Conor Garland\garlaco01,RW,ARI,@,EDM,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,18,11:44,0,0,0,0,
86,Markus Granlund\granlma01,C,EDM,,ARI,L-OT,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,11,8:06,0,0,0,1,0.0
87,Mikael Granlund\granlmi01,C,NSH,@,DET,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,19,14:10,0,1,0,0,
88,Darren Helm\helmda01,C/LW,DET,,NSH,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,15,9:33,1,0,0,0,
89,Clayton Keller\kellecl01,C,ARI,@,EDM,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,21,15:04,0,1,1,0,100.0
90,Chris Kreider\kreidch01,LW,NYR,,OTT,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,22,17:22,5,0,5,0,100.0
91,Patrik Nemeth\nemetpa01,D,DET,,NSH,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,27,20:54,0,1,0,0,
92,Aaron Ness\nessaa01,D,ARI,@,EDM,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,19,12:04,0,1,0,0,
93,Patrick Russell\russepa01,RW,EDM,,ARI,L-OT,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,16,11:18,1,0,0,0,
94,Bobby Ryan\ryanbo01,LW,OTT,@,NYR,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,24,14:29,4,0,0,0,
95,Ryan Strome\stromry01,C,NYR,,OTT,L,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,3,0.0,26,21:41,0,0,9,9,50.0
96,Brandon Tanev\tanevbr01,LW,PIT,@,BOS,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,24,13:12,5,0,0,0,
97,Chris Wagner\wagnech01,C,BOS,,PIT,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,16,12:14,2,0,2,2,50.0
98,Austin Watson\watsoau01,LW,NSH,@,DET,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,19,12:24,6,0,0,0,
99,Justin Abdelkader\abdelju01,LW,DET,,NSH,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,0,,16,11:28,1,0,1,0,100.0
100,Ethan Bear\bearet01,D,EDM,,ARI,L-OT,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,3,0.0,26,24:19,2,0,0,0,
101,Tyler Bertuzzi\bertuty01,LW,DET,,NSH,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,20,20:46,0,0,0,0,
102,Alex Biega\biegaal01,D,DET,,NSH,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,20,15:18,1,2,0,0,
103,Pavel Buchnevich\buchnpa01,LW,NYR,,OTT,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,0,,21,14:43,1,0,0,1,0.0
104,Dennis Cholowski\cholode01,D,DET,,NSH,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,3,0.0,23,18:27,0,1,0,0,
105,Jakob Chychrun\chychja01,D,ARI,@,EDM,W,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,29,22:12,2,0,0,0,
106,Filip Chytil\chytifi01,C,NYR,,OTT,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,0,,20,15:49,0,1,3,6,33.3
107,Christian Dvorak\dvorach01,C,ARI,@,EDM,W,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,0,,23,17:18,1,2,8,4,66.7
108,Adam Erne\ernead01,LW,DET,,NSH,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,16,10:10,2,0,0,0,
109,Jesper Fast\fastje01,RW,NYR,,OTT,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,0,,23,15:58,2,0,0,1,0.0
110,Sam Gagner\gagnesa01,C,EDM,,ARI,L-OT,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,17,15:32,0,1,0,1,0.0
111,Alex Goligoski\goligal01,D,ARI,@,EDM,W,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,31,22:24,2,0,0,0,
112,Matt Grzelcyk\grzelma01,D,BOS,,PIT,W,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,0,,25,18:31,0,2,0,0,
113,Libor Hajek\hajekli01,D,NYR,,OTT,L,boxscore,0,0,0,-1,2,0,0,0,0,0,0,0,2,0.0,26,14:30,0,1,0,0,
114,Micheal Haley\haleymi01,C,NYR,,OTT,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,12,7:04,2,0,0,2,0.0
115,Taro Hirose\hirosta01,LW,DET,,NSH,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,0,,18,16:46,1,1,0,2,0.0
116,Brett Howden\howdebr01,C,NYR,,OTT,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,23,13:29,0,1,7,9,43.8
117,Cameron Hughes\hugheca01,C,BOS,,PIT,W,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,0,,16,9:53,0,2,0,0,
118,Phil Kessel\kesseph01,RW,ARI,@,EDM,W,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,23,17:16,1,0,0,1,0.0
119,Oscar Klefbom\klefbos01,D,EDM,,ARI,L-OT,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,25,27:35,0,5,0,0,
120,Sean Kuraly\kuralse01,C,BOS,,PIT,W,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,0,,16,11:43,3,1,3,3,50.0
121,Dylan Larkin\larkidy01,C,DET,,NSH,L,boxscore,0,0,0,-1,11,0,0,0,0,0,0,0,2,0.0,17,16:26,1,1,10,8,55.6
122,Anthony Mantha\manthan01,RW,DET,,NSH,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,19,19:17,1,0,0,1,0.0
123,James Neal\nealja01,LW,EDM,,ARI,L-OT,boxscore,0,0,0,-1,2,0,0,0,0,0,0,0,1,0.0,22,16:29,0,0,0,2,0.0
124,Frans Nielsen\nielsfr01,C,DET,,NSH,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,20,14:55,0,2,6,6,50.0
125,Ryan Nugent-Hopkins\nugenry01,C,EDM,,ARI,L-OT,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,4,0.0,25,20:56,2,1,9,4,69.2
126,Darnell Nurse\nurseda01,D,EDM,,ARI,L-OT,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,4,0.0,27,24:21,1,0,0,0,
127,Brendan Perlini\perlibr01,LW,DET,,NSH,L,boxscore,0,0,0,-1,2,0,0,0,0,0,0,0,1,0.0,18,15:04,1,1,0,0,
128,Joel Persson\perssjo02,D,EDM,,ARI,L-OT,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,0,,11,10:08,1,1,0,0,
129,Marcus Pettersson\pettema01,D,PIT,@,BOS,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,29,19:14,1,0,0,0,
130,Chris Tierney\tiernch01,C,OTT,@,NYR,W,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,28,16:36,0,1,5,11,31.3
131,Lias Andersson\anderli01,C,NYR,,OTT,L,boxscore,0,0,0,-2,0,0,0,0,0,0,0,0,0,,18,10:06,1,1,7,3,70.0
132,Anders Bjork\bjorkan01,LW,BOS,,PIT,W,boxscore,0,0,0,-2,0,0,0,0,0,0,0,0,1,0.0,13,10:02,0,0,0,0,
133,Madison Bowey\boweyma01,D,DET,,NSH,L,boxscore,0,0,0,-2,0,0,0,0,0,0,0,0,2,0.0,24,19:18,0,1,0,0,
134,Connor Clifton\cliftco01,D,BOS,,PIT,W,boxscore,0,0,0,-2,0,0,0,0,0,0,0,0,1,0.0,20,15:58,1,0,0,0,
135,Charlie Coyle\coylech01,C/RW,BOS,,PIT,W,boxscore,0,0,0,-2,0,0,0,0,0,0,0,0,0,,17,13:40,2,0,4,6,40.0
136,Barrett Hayton\haytoba01,C,ARI,@,EDM,W,boxscore,0,0,0,-2,0,0,0,0,0,0,0,0,0,,16,12:28,1,0,0,0,
137,Joe Hicketts\hickejo01,D,DET,,NSH,L,boxscore,0,0,0,-2,0,0,0,0,0,0,0,0,0,,25,19:19,1,3,0,0,
138,Brett Ritchie\ritchbr01,RW,BOS,,PIT,W,boxscore,0,0,0,-2,0,0,0,0,0,0,0,0,1,0.0,13,8:51,4,0,0,0,
139,Brady Skjei\skjeibr01,D,NYR,,OTT,L,boxscore,0,0,0,-2,2,0,0,0,0,0,0,0,2,0.0,29,19:18,0,1,0,0,
140,Brendan Smith\smithbr05,D,NYR,,OTT,L,boxscore,0,0,0,-2,0,0,0,0,0,0,0,0,1,0.0,15,11:06,1,0,0,0,
141,Jacob Trouba\troubja01,D,NYR,,OTT,L,boxscore,0,0,0,-2,4,0,0,0,0,0,0,0,2,0.0,30,19:16,2,1,0,0,
142,Dominik Simon\simondo01,C,PIT,@,BOS,L,boxscore,0,0,0,-3,0,0,0,0,0,0,0,0,0,,21,16:59,0,0,0,0,
143,Sidney Crosby\crosbsi01,C,PIT,@,BOS,L,boxscore,0,0,0,-4,0,0,0,0,0,0,0,0,5,0.0,25,18:50,0,0,12,10,54.5
144,Jake Guentzel\guentja01,C,PIT,@,BOS,L,boxscore,0,0,0,-4,0,0,0,0,0,0,0,0,2,0.0,25,20:44,2,0,0,0,
