,,,,,,,,Scoring,Scoring,Scoring,,,Goals,Goals,Goals,Goals,Assists,Assists,Assists,,,,,,,,,
Rk,Player,Pos,Tm,,Opp,,Boxscore,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,SHFT,TOI,HIT,BLK,FOW,FOL,FO%
161,Brendan Leipsic\leipsbr01,LW,WSH,,VEG,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,2,0.0,14,10:32,1,0,0,0,
162,Ilya Lyubushkin\lyubuil01,D,ARI,,MIN,L,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,20,12:00,3,1,0,0,
163,Victor Mete\metevi01,D,MTL,,LAK,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,0,,18,13:38,0,0,0,0,
164,Colin Miller\milleco02,D,BUF,@,TBL,L,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,2,0.0,23,17:02,1,0,0,0,
165,Alex Ovechkin\ovechal01,LW,WSH,,VEG,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,6,0.0,21,21:21,0,1,0,0,
166,Jeff Petry\petryje01,D,MTL,,LAK,W,boxscore,0,0,0,1,2,0,0,0,0,0,0,0,0,,24,22:55,4,0,0,0,
167,Ryan Pulock\pulocry01,D,NYI,,FLA,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,3,0.0,26,21:43,2,3,0,0,
168,Brent Seabrook\seabrbr01,D,CHI,@,PIT,L-SO,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,2,0.0,24,18:00,1,1,0,0,
169,Mikhail Sergachev\sergami01,D,TBL,,BUF,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,2,0.0,16,15:24,0,1,0,0,
170,Conor Sheary\shearco01,LW,BUF,@,TBL,L,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,15,10:01,0,1,0,0,
171,Carson Soucy\soucyca01,D,MIN,@,ARI,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,0,,17,13:22,0,0,0,0,
172,Dylan Strome\stromdy01,C,CHI,@,PIT,L-SO,boxscore,0,0,0,1,2,0,0,0,0,0,0,0,1,0.0,21,17:06,0,0,5,6,45.5
173,Alexandre Texier\texieal01,C,CBJ,@,COL,L,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,3,0.0,20,17:08,0,0,0,1,0.0
174,Chris Tierney\tiernch01,C,OTT,,CAR,W,boxscore,0,0,0,1,2,0,0,0,0,0,0,0,0,,21,13:39,1,0,8,8,50.0
175,Sean Walker\walkese01,D,LAK,@,MTL,L,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,16,13:57,1,0,0,0,
176,Michael Amadio\amadimi01,C,LAK,@,MTL,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,20,16:04,0,0,5,5,50.0
177,Rasmus Andersson\anderra01,D,CGY,,STL,L-OT,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,27,22:04,0,3,0,0,
178,Andy Andreoff\andrean01,LW,PHI,@,TOR,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,17,11:14,1,0,1,0,100.0
179,Joel Armia\armiajo01,RW,MTL,,LAK,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,19,16:41,1,0,0,0,
180,Zach Aston-Reese\astonza01,C,PIT,,CHI,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,18,14:09,3,1,0,0,
181,Josh Bailey\bailejo01,C,NYI,,FLA,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,22,18:28,0,2,3,2,60.0
182,Cole Bardreau\bardrco01,F,NYI,,FLA,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,9,7:25,0,0,2,3,40.0
183,Sam Bennett\bennesa01,C,CGY,,STL,L-OT,boxscore,0,0,0,0,4,0,0,0,0,0,0,0,1,0.0,21,14:34,3,0,4,1,80.0
184,Sammy Blais\blaissa01,LW,STL,@,CGY,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,14,10:54,1,0,0,0,
185,Teddy Blueger\bluegte01,C,PIT,,CHI,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,18,14:58,2,1,10,5,66.7
186,Johnny Boychuk\boychjo01,D,NYI,,FLA,W,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,2,0.0,21,18:19,3,2,0,0,
187,Tyler Bozak\bozakty01,C,STL,@,CGY,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,23,15:03,0,0,4,6,40.0
188,Jonas Brodin\brodijo01,D,MIN,@,ARI,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,23,22:48,3,1,0,0,
189,Andre Burakovsky\burakan01,LW,COL,,CBJ,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,15,12:51,0,0,0,0,
190,Brent Burns\burnsbr01,D/RW,SJS,,NSH,W,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,4,0.0,29,25:33,1,3,0,0,
191,Paul Byron\byronpa01,C/LW,MTL,,LAK,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,21,12:50,1,1,0,0,
192,Drake Caggiula\caggidr01,LW,CHI,@,PIT,L-SO,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,16,8:27,1,0,0,0,
193,Matt Calvert\calvema01,LW,COL,,CBJ,W,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,22,19:33,1,0,0,0,
194,Ryan Carpenter\carpery01,C,CHI,@,PIT,L-SO,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,22,14:46,1,0,4,2,66.7
195,William Carrier\carriwi01,LW,VEG,@,WSH,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,12,9:39,1,0,0,0,
196,Jeff Carter\carteje01,C,LAK,@,MTL,L,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,3,0.0,23,19:20,0,0,3,6,33.3
197,Cody Ceci\cecico01,D,TOR,,PHI,L-SO,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,26,23:24,1,2,0,0,
198,Erik Cernak\cernaer01,D,TBL,,BUF,W,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,4,0.0,24,22:40,2,1,0,0,
199,Thomas Chabot\chaboth01,D,OTT,,CAR,W,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,4,0.0,28,24:00,1,1,0,0,
200,Ben Chiarot\chiarbe01,D,MTL,,LAK,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,22,21:45,1,3,0,0,
201,Casey Cizikas\cizikca01,C,NYI,,FLA,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,11,5:45,1,1,2,2,50.0
202,Kyle Clifford\cliffky01,LW,LAK,@,MTL,L,boxscore,0,0,0,0,4,0,0,0,0,0,0,0,0,,16,10:37,1,1,0,0,
203,Cal Clutterbuck\cluttca01,RW,NYI,,FLA,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,22,17:02,3,0,0,0,
204,Brett Connolly\connobr01,RW,FLA,@,NYI,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,17,16:24,0,1,0,1,0.0
205,Sean Couturier\coutuse01,C,PHI,@,TOR,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,28,18:27,0,0,3,2,60.0
206,Sidney Crosby\crosbsi01,C,PIT,,CHI,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,17,15:19,0,1,4,8,33.3
207,Lawson Crouse\crousla01,LW,ARI,,MIN,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,19,15:45,3,0,1,0,100.0
208,Michael Dal Colle\dalcomi01,LW,NYI,,FLA,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,10,9:25,0,0,0,0,
209,Phillip Danault\danauph01,LW,MTL,,LAK,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,26,21:52,1,0,11,6,64.7
210,Jacob de La Rose\delarja01,LW,STL,@,CGY,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,15,10:18,1,0,0,0,
211,Alex DeBrincat\debrial01,RW,CHI,@,PIT,L-SO,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,21,17:23,4,0,0,0,
212,Brenden Dillon\dillobr01,D,SJS,,NSH,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,19,13:45,4,0,0,0,
213,Ryan Donato\donatry01,C,MIN,@,ARI,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,8:05,0,1,0,0,
214,Matt Duchene\duchema01,C,NSH,@,SJS,L-SO,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,21,19:13,1,0,6,3,66.7
215,Vince Dunn\dunnvi02,D,STL,@,CGY,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,21,14:12,1,0,0,0,
216,Aaron Ekblad\ekblaaa01,D,FLA,@,NYI,L,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,5,0.0,22,20:29,0,1,0,0,
217,Deryk Engelland\engelde01,D,VEG,@,WSH,L,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,2,0.0,20,17:21,3,2,0,0,
218,Christian Fischer\fischch01,RW,ARI,,MIN,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,19,12:47,2,0,0,0,
219,Alex Galchenyuk\galchal01,C,PIT,,CHI,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,21,16:17,0,0,0,0,
220,Brendan Gallagher\gallabr01,RW,MTL,,LAK,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,19,16:40,0,1,0,0,
221,Dylan Gambrell\gambrdy01,C,SJS,,NSH,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,10,8:54,0,0,0,1,0.0
222,Frederik Gauthier\gauthfr01,C,TOR,,PHI,L-SO,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,21,11:50,1,0,5,4,55.6
223,Zemgus Girgensons\girgeze01,C,BUF,@,TBL,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,13,8:59,2,0,1,1,50.0
224,Mikael Granlund\granlmi01,C,NSH,@,SJS,L-SO,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,22,15:05,0,1,0,1,0.0
225,Noah Gregor\gregono01,C,SJS,,NSH,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,8,5:19,0,0,1,0,100.0
226,Carl Gunnarsson\gunnaca01,D,STL,@,CGY,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,21,12:35,1,0,0,0,
227,Erik Gustafsson\gustaer02,D,CHI,@,PIT,L-SO,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,25,25:28,2,1,0,0,
228,Dan Hamhuis\hamhuda01,D,NSH,@,SJS,L-SO,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,0,,20,15:09,2,1,0,0,
229,Noah Hanifin\hanifno01,D,CGY,,STL,L-OT,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,28,24:27,2,0,0,0,
230,Scott Harrington\harrisc01,D,CBJ,@,COL,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,14,12:04,1,3,0,0,
231,Garnet Hathaway\hathaga01,RW,WSH,,VEG,W,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,0,,15,9:22,2,0,0,2,0.0
232,Kevin Hayes\hayeske01,RW,PHI,@,TOR,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,28,20:28,1,0,7,8,46.7
233,Tim Heed\heedti01,D,SJS,,NSH,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,17,13:25,1,2,0,0,
234,Mike Hoffman\hoffmmi02,C/LW,FLA,@,NYI,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,16,19:11,1,0,0,1,0.0
235,Dryden Hunt\huntdr01,LW,FLA,@,NYI,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,10,8:21,0,2,0,0,
236,Mark Jankowski\jankoma01,C,CGY,,STL,L-OT,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,0,,13,7:08,0,0,3,3,50.0
237,Calle Jarnkrok\jarnkca01,C,NSH,@,SJS,L-SO,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,18,11:28,0,0,0,0,
238,Erik Johnson\johnser01,D,COL,,CBJ,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,25,23:08,2,0,0,0,
239,Jack Johnson\johnsja02,D,PIT,,CHI,W,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,0,,21,16:00,0,0,0,0,
240,Ross Johnston\johnsro02,LW,NYI,,FLA,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,8,7:42,0,0,0,0,
241,Kasperi Kapanen\kapanka01,RW,TOR,,PHI,L-SO,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,30,21:00,1,1,0,0,
242,Erik Karlsson\karlser01,D,SJS,,NSH,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,30,27:38,0,1,0,0,
243,Melker Karlsson\karlsme01,C,SJS,,NSH,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,13,9:55,0,1,0,0,
244,Duncan Keith\keithdu01,D,CHI,@,PIT,L-SO,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,30,26:45,0,0,0,0,
245,Michal Kempny\kempnmi01,D,WSH,,VEG,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,24,19:04,0,1,0,0,
246,Alexander Kerfoot\kerfoal01,C,TOR,,PHI,L-SO,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,21,16:25,0,1,3,4,42.9
247,Ilya Kovalchuk\kovalil01,LW,LAK,@,MTL,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,17,14:14,1,1,0,0,
248,Nick Leddy\leddyni01,D,NYI,,FLA,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,18,15:06,0,0,0,0,
249,Elias Lindholm\lindhel01,C,CGY,,STL,L-OT,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,31,21:42,0,0,5,2,71.4
250,Milan Lucic\lucicmi01,LW,CGY,,STL,L-OT,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,16,9:23,0,0,0,0,
251,Eetu Luostarinen\luostee01,C,CAR,@,OTT,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,15,10:35,2,0,5,5,50.0
252,Patrick Marleau\marlepa01,C,SJS,,NSH,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,18,15:37,2,0,0,1,0.0
253,Mitch Marner\marnemi01,RW,TOR,,PHI,L-SO,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,12,7:36,0,1,0,1,0.0
254,Brayden McNabb\mcnabbr01,D,VEG,@,WSH,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,18,19:25,3,1,0,0,
255,Ilya Mikheyev\mikheil01,F,TOR,,PHI,L-SO,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,21,15:18,0,0,0,0,
256,Casey Mittelstadt\mitteca01,C,BUF,@,TBL,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,21,14:20,0,0,0,1,0.0
257,Trevor Moore\mooretr01,LW,TOR,,PHI,L-SO,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,25,17:24,1,0,0,1,0.0
258,Kyle Okposo\okposky01,RW,BUF,@,TBL,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,11,9:12,1,0,0,0,
259,Ondrej Palat\palaton01,LW,TBL,,BUF,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,19,13:37,1,2,0,0,
260,Adam Pelech\pelecad01,D,NYI,,FLA,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,23,19:32,0,2,0,0,
261,Tyler Pitlick\pitlity01,C,PHI,@,TOR,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,19,11:54,2,1,0,0,
262,Ryan Poehling\poehlry01,C,MTL,,LAK,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,12,8:00,0,0,0,0,
263,Mark Pysyk\pysykma01,D,FLA,@,NYI,L,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,14,12:09,2,1,0,0,
264,Alan Quine\quineal01,C,CGY,,STL,L-OT,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,6:24,0,1,0,0,
265,Michael Raffl\rafflmi01,LW,PHI,@,TOR,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,20,10:54,0,0,6,2,75.0
266,Victor Rask\raskvi01,C,MIN,@,ARI,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,11,9:47,1,0,0,2,0.0
267,Ryan Reaves\reavery01,RW,VEG,@,WSH,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,11,8:55,6,0,0,0,
268,Tobias Rieder\riedeto01,C,CGY,,STL,L-OT,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,20,13:37,0,0,0,0,
269,Morgan Rielly\riellmo01,D,TOR,,PHI,L-SO,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,28,25:48,2,0,0,0,
270,Juuso Riikola\riikoju01,D,PIT,,CHI,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,22,17:08,2,1,0,0,
271,Evan Rodrigues\rodriev01,C,BUF,@,TBL,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,16,12:08,0,0,6,3,66.7
272,Matt Roy\royma04,D,LAK,@,MTL,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,26,18:19,0,3,0,0,
273,Nicolas Roy\royni01,C,VEG,@,WSH,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,12,10:33,0,0,2,4,33.3
274,Jan Rutta\ruttaja02,D,TBL,,BUF,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,20,18:52,0,2,0,0,
275,Derek Ryan\ryande01,C,CGY,,STL,L-OT,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,24,16:09,0,0,7,7,50.0
276,Joakim Ryan\ryanjo02,D,LAK,@,MTL,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,25,16:57,0,4,0,0,
277,Travis Sanheim\sanhetr01,D,PHI,@,TOR,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,32,22:38,0,2,0,0,
278,David Savard\savarda01,D,CBJ,@,COL,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,6,0.0,28,19:02,2,1,0,0,
279,Brayden Schenn\schenbr01,C,STL,@,CGY,W,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,3,0.0,25,19:04,1,0,5,7,41.7
280,Jaden Schwartz\schwaja01,C,STL,@,CGY,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,24,18:00,0,1,0,0,
281,Andrew Shaw\shawan01,C,CHI,@,PIT,L-SO,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,19,13:46,3,0,0,2,0.0
282,Kole Sherwood\sherwko01,RW,CBJ,@,COL,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,9,7:25,2,0,0,1,0.0
283,Nick Shore\shoreni01,C,TOR,,PHI,L-SO,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,0,,21,9:46,0,1,3,6,33.3
284,Radim Simek\simekra01,D,SJS,,NSH,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,23,18:50,5,1,0,0,
285,Dominik Simon\simondo01,C,PIT,,CHI,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,16,11:57,0,1,0,0,
286,Colton Sissons\sissoco01,C,NSH,@,SJS,L-SO,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,21,15:28,1,1,5,8,38.5
287,Jeff Skinner\skinnje01,LW/C,BUF,@,TBL,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,19,17:47,0,0,0,2,0.0
288,Zack Smith\smithza01,C,CHI,@,PIT,L-SO,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,15,9:47,5,0,2,1,66.7
289,Carl Soderberg\soderca01,C,ARI,,MIN,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,22,18:49,2,1,5,3,62.5
290,Marcus Sorensen\sorenma01,RW,SJS,,NSH,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,18,15:12,0,0,0,0,
291,Eric Staal\staaler01,C,MIN,@,ARI,W,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,24,17:09,0,1,5,5,50.0
292,Jordan Staal\staaljo01,C,CAR,@,OTT,L,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,3,0.0,25,17:46,4,1,11,11,50.0
293,Chandler Stephenson\stephch02,C,WSH,,VEG,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,17,10:25,0,1,1,3,25.0
294,Brandon Tanev\tanevbr01,LW,PIT,,CHI,W,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,20,14:35,5,0,0,0,
295,John Tavares\tavarjo01,C,TOR,,PHI,L-SO,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,28,19:49,1,0,10,5,66.7
296,Shea Theodore\theodsh01,D,VEG,@,WSH,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,23,22:04,0,0,0,0,
297,Robert Thomas\thomaro01,C,STL,@,CGY,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,20,16:08,0,1,3,0,100.0
298,Joe Thornton\thornjo01,C,SJS,,NSH,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,16,13:44,1,0,2,6,25.0
299,Dmytro Timashov\timasdm01,LW,TOR,,PHI,L-SO,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,18,9:14,1,1,0,0,
300,Tyler Toffoli\toffoty01,C,LAK,@,MTL,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,24,17:11,1,0,0,0,
301,Dominic Toninato\tonindo01,C,FLA,@,NYI,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,10,7:44,0,1,0,6,0.0
302,Vincent Trocheck\trochvi01,C,FLA,@,NYI,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,19,15:35,0,0,4,3,57.1
303,Kyle Turris\turriky01,C,NSH,@,SJS,L-SO,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,15,12:44,0,0,1,0,100.0
304,Carsen Twarynski\twaryca01,F,PHI,@,TOR,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,21,12:32,2,0,0,0,
305,T.J. Tynan\tynant.01,C,COL,,CBJ,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,10,8:04,0,0,0,0,
306,Jimmy Vesey\veseyji02,LW,BUF,@,TBL,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,19,12:42,0,0,0,0,
307,Alexander Volkov\volkoal01,RW,TBL,,BUF,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,13,10:17,0,0,0,0,
308,Jakub Voracek\voracja01,RW,PHI,@,TOR,W,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,3,0.0,25,17:37,1,1,0,1,0.0
309,Lucas Wallmark\wallmlu01,C,CAR,@,OTT,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,23,16:20,2,0,9,4,69.2
310,Austin Watson\watsoau01,LW,NSH,@,SJS,L-SO,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,19,12:27,4,2,0,0,
311,Yannick Weber\weberya01,D,NSH,@,SJS,L-SO,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,11,7:29,0,0,0,0,
312,Alexander Wennberg\wennbal01,C,CBJ,@,COL,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,21,16:07,0,0,5,3,62.5
313,Nikita Zaitsev\zaitsni01,D,OTT,,CAR,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,28,21:34,3,3,0,0,
314,Josh Anderson\anderjo05,RW,CBJ,@,COL,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,0,,20,13:57,3,2,0,1,0.0
315,Tyson Barrie\barrity01,D,TOR,,PHI,L-SO,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,6,0.0,25,22:40,1,1,0,0,
316,Nick Bjugstad\bjugsni01,C,PIT,,CHI,W,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,4,0.0,20,14:53,3,1,3,2,60.0
317,Nick Bonino\boninni01,C,NSH,@,SJS,L-SO,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,0,,26,15:55,1,0,7,4,63.6
318,Brian Boyle\boylebr01,C,FLA,@,NYI,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,17,13:43,0,0,6,5,54.5
319,T.J. Brodie\broditj01,D,CGY,,STL,L-OT,boxscore,0,0,0,-1,2,0,0,0,0,0,0,0,1,0.0,25,15:22,1,1,0,0,
320,Dustin Brown\browndu01,RW,LAK,@,MTL,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,20,14:14,2,1,0,0,
321,Logan Couture\coutulo01,C,SJS,,NSH,W,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,3,0.0,28,21:07,0,0,6,5,54.5
322,Evgenii Dadonov\dadonev01,RW,FLA,@,NYI,L,boxscore,0,0,0,-1,2,0,0,0,0,0,0,0,1,0.0,20,22:20,1,0,0,0,
323,Joonas Donskoi\donskjo01,RW,COL,,CBJ,W,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,25,21:35,1,0,0,0,
324,Drew Doughty\doughdr01,D,LAK,@,MTL,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,4,0.0,31,27:57,2,2,0,0,
325,Ryan Dzingel\dzingry01,C,CAR,@,OTT,L,boxscore,0,0,0,-1,5,0,0,0,0,0,0,0,2,0.0,19,15:55,0,1,0,1,0.0
326,Joel Edmundson\edmunjo01,D,CAR,@,OTT,L,boxscore,0,0,0,-1,2,0,0,0,0,0,0,0,1,0.0,22,16:12,4,2,0,0,
327,Ryan Ellis\ellisry01,D,NSH,@,SJS,L-SO,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,36,26:04,3,2,0,0,
328,Cale Fleury\fleurca01,D,MTL,,LAK,W,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,3,0.0,19,14:39,3,0,0,0,
329,Warren Foegele\foegewa01,LW,CAR,@,OTT,L,boxscore,0,0,0,-1,4,0,0,0,0,0,0,0,1,0.0,21,14:07,0,0,1,1,50.0
