,,,,,,,,Scoring,Scoring,Scoring,,,Goals,Goals,Goals,Goals,Assists,Assists,Assists,,,,,,,,,
168,John Hayden\haydejo01,C,NJD,,PHI,L-SO,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,15,9:47,2,0,0,0,
169,Kevin Hayes\hayeske01,RW,PHI,@,NJD,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,28,19:41,3,0,7,12,36.8
170,Tim Heed\heedti01,D,SJS,,WPG,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,15,11:26,0,0,0,0,
171,Filip Hronek\hronefi01,D,DET,@,CAR,L,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,0,,26,23:48,1,4,0,0,
172,Tyler Johnson\johnsty01,C,TBL,@,NYI,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,19,13:59,0,1,0,0,
173,Ross Johnston\johnsro02,LW,NYI,,TBL,W,boxscore,0,0,0,0,5,0,0,0,0,0,0,0,0,,8,6:54,2,0,0,0,
174,Max Jones\jonesma03,LW,ANA,,VAN,W,boxscore,0,0,0,0,4,0,0,0,0,0,0,0,1,0.0,12,7:32,0,0,1,0,100.0
175,Seth Jones\jonesse01,D,CBJ,@,STL,L-OT,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,30,25:28,0,4,0,0,
176,Tyson Jost\jostty01,C,COL,,DAL,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,19,15:15,2,0,0,1,0.0
177,Vladislav Kamenev\kamenvl01,LW,COL,,DAL,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,14,9:06,0,2,2,4,33.3
178,John Klingberg\klingjo01,D,DAL,@,COL,W,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,2,0.0,30,23:51,0,1,0,0,
179,Nikita Kucherov\kucheni01,RW,TBL,@,NYI,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,21,19:53,2,1,0,0,
180,Johan Larsson\larssjo02,LW/C,BUF,@,WSH,L,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,18,13:50,1,1,6,7,46.2
181,Josh Leivo\leivojo01,LW,VAN,@,ANA,L-OT,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,21,12:52,1,0,0,0,
182,Jakob Lilja\liljaja01,F,CBJ,@,STL,L-OT,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,7,7:13,0,0,0,0,
183,Hampus Lindholm\lindhha01,D,ANA,,VAN,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,28,22:53,0,1,0,0,
184,Josh Mahura\mahurjo01,D,ANA,,VAN,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,20,15:18,0,1,0,0,
185,Jayson Megna\megnaja01,C,COL,,DAL,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,6,3:29,0,0,0,0,
186,Casey Mittelstadt\mitteca01,C,BUF,@,WSH,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,17,13:46,0,0,8,3,72.7
187,Tyler Myers\myersty01,D,VAN,@,ANA,L-OT,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,30,23:45,0,0,0,0,
188,Riley Nash\nashri02,C,CBJ,@,STL,L-OT,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,14,10:45,2,2,1,5,16.7
189,Brock Nelson\nelsobr01,C,NYI,,TBL,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,24,17:32,0,0,7,7,50.0
190,Valeri Nichushkin\nichuva01,RW,COL,,DAL,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,12,8:37,0,0,0,0,
191,Matthew Nieto\nietoma01,LW,COL,,DAL,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,22,16:23,0,0,0,0,
192,Jamie Oleksiak\oleksja01,D,DAL,@,COL,W,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,0,,25,15:27,1,3,0,0,
193,Colton Parayko\parayco01,D,STL,,CBJ,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,28,21:16,1,0,0,0,
194,Mathieu Perreault\perrema01,C,WPG,@,SJS,W,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,20,16:51,2,2,1,0,100.0
195,Corey Perry\perryco01,RW,DAL,@,COL,W,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,2,0.0,16,10:23,0,1,0,0,
196,Brett Pesce\pescebr01,D,CAR,,DET,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,26,20:45,0,0,0,0,
197,Brayden Point\pointbr01,C,TBL,@,NYI,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,20,17:36,0,0,5,6,45.5
198,Alexander Radulov\radulal01,RW,DAL,@,COL,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,6,0.0,25,17:51,0,2,0,0,
199,Nick Ritchie\ritchni01,LW,ANA,,VAN,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,18,13:18,2,0,0,0,
200,Kevin Rooney\rooneke01,C,NJD,,PHI,L-SO,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,18,13:13,3,0,5,5,50.0
201,Carter Rowney\rowneca01,RW,ANA,,VAN,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,21,15:13,2,0,1,1,50.0
202,German Rubtsov\rubtsge01,C,PHI,@,NJD,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,14,8:00,1,2,3,2,60.0
203,David Savard\savarda01,D,CBJ,@,STL,L-OT,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,27,17:06,1,0,0,0,
204,Tim Schaller\schalti01,LW,VAN,@,ANA,L-OT,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,22,13:30,1,1,0,0,
205,Tyler Seguin\seguity01,C,DAL,@,COL,W,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,30,21:29,0,0,6,13,31.6
206,Damon Severson\severda01,D,NJD,,PHI,L-SO,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,30,23:37,3,1,0,0,
207,Conor Sheary\shearco01,LW,BUF,@,WSH,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,17,14:19,2,1,0,0,
208,Jonas Siegenthaler\siegejo01,D,WSH,,BUF,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,22,17:00,0,3,0,0,
209,Jordan Staal\staaljo01,C,CAR,,DET,W,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,2,0.0,21,13:51,0,0,4,5,44.4
210,Troy Stecher\stechtr01,D,VAN,@,ANA,L-OT,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,17,12:17,0,0,0,0,
211,Sam Steel\steelsa01,C,ANA,,VAN,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,17,13:26,0,0,4,1,80.0
212,Alex Steen\steenal01,C,STL,,CBJ,W,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,0,,16,11:46,0,0,0,1,0.0
213,Chris Stewart\stewach02,RW,PHI,@,NJD,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,14,8:09,1,0,0,0,
214,P.K. Subban\subbapk01,D,NJD,,PHI,L-SO,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,33,25:24,0,3,0,0,
215,Chris Tanev\tanevch01,D,VAN,@,ANA,L-OT,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,0,,27,20:41,1,4,0,0,
216,Devon Toews\toewsde01,D,NYI,,TBL,W,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,3,0.0,24,20:06,0,1,0,0,
217,Carsen Twarynski\twaryca01,F,PHI,@,NJD,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,16,9:56,0,0,0,1,0.0
218,James van Riemsdyk\vanrija01,LW,PHI,@,NJD,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,23,18:13,0,0,0,0,
219,Jake Virtanen\virtaja01,RW,VAN,@,ANA,L-OT,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,13,7:59,1,0,0,0,
220,Jakub Voracek\voracja01,RW,PHI,@,NJD,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,24,18:21,0,0,1,1,50.0
221,Lucas Wallmark\wallmlu01,C,CAR,,DET,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,17,12:11,2,0,2,3,40.0
222,Zach Werenski\werenza01,D,CBJ,@,STL,L-OT,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,28,22:01,0,0,0,0,
223,Miles Wood\woodmi01,LW,NJD,,PHI,L-SO,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,16,10:33,2,0,0,0,
224,Pavel Zacha\zachapa01,C,NJD,,PHI,L-SO,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,27,18:18,1,0,1,2,33.3
225,Nikita Zadorov\zadorni01,D,COL,,DAL,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,22,20:17,0,3,0,0,
226,Josh Anderson\anderjo05,RW,CBJ,@,STL,L-OT,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,3,0.0,21,18:01,0,0,0,0,
227,Sammy Blais\blaissa01,LW,STL,,CBJ,W,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,14,12:33,2,0,0,0,
228,Brock Boeser\boesebr01,RW,VAN,@,ANA,L-OT,boxscore,0,0,0,-1,2,0,0,0,0,0,0,0,3,0.0,22,21:35,0,2,0,0,
229,Madison Bowey\boweyma01,D,DET,@,CAR,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,29,20:27,0,0,0,0,
230,Justin Braun\braunju01,D,PHI,@,NJD,W,boxscore,0,0,0,-1,2,0,0,0,0,0,0,0,1,0.0,28,17:37,2,2,0,0,
231,Andre Burakovsky\burakan01,LW,COL,,DAL,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,22,18:32,0,2,0,1,0.0
232,Brent Burns\burnsbr01,D/RW,SJS,,WPG,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,28,23:55,2,0,0,0,
233,Cal Clutterbuck\cluttca01,RW,NYI,,TBL,W,boxscore,0,0,0,-1,2,0,0,0,0,0,0,0,1,0.0,24,16:22,6,0,1,0,100.0
234,Blake Coleman\colembl01,C,NJD,,PHI,L-SO,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,18,12:59,3,1,2,2,50.0
235,Trevor Daley\daleytr01,D,DET,@,CAR,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,27,19:41,0,0,0,0,
236,Vince Dunn\dunnvi02,D,STL,,CBJ,W,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,22,17:17,0,0,0,0,
237,Justin Faulk\faulkju01,D,STL,,CBJ,W,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,23,17:52,0,0,0,0,
238,Nick Foligno\foligni01,LW,CBJ,@,STL,L-OT,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,23,18:47,2,0,5,1,83.3
239,Zemgus Girgensons\girgeze01,C,BUF,@,WSH,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,19,12:59,2,1,0,0,
240,Shayne Gostisbehere\gostish01,D,PHI,@,NJD,W,boxscore,0,0,0,-1,2,0,0,0,0,0,0,0,2,0.0,31,20:09,1,0,0,0,
241,David Gustafsson\gustada01,C,WPG,@,SJS,W,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,0,,10,6:43,0,0,0,0,
242,Adam Henrique\henriad01,C,ANA,,VAN,W,boxscore,0,0,0,-1,2,0,0,0,0,0,0,0,3,0.0,24,18:06,0,0,10,5,66.7
243,Taro Hirose\hirosta01,LW,DET,@,CAR,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,0,,17,14:23,1,0,0,0,
244,Quinn Hughes\hughequ01,D,VAN,@,ANA,L-OT,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,7,7:10,0,0,0,0,
245,Boone Jenner\jennebo01,C,CBJ,@,STL,L-OT,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,25,19:10,1,0,10,5,66.7
246,Erik Johnson\johnser01,D,COL,,DAL,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,25,18:40,0,3,0,0,
247,Erik Karlsson\karlser01,D,SJS,,WPG,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,0,,25,25:34,1,3,0,0,
248,Melker Karlsson\karlsme01,C,SJS,,WPG,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,23,15:41,1,1,0,1,0.0
249,Alex Killorn\killoal01,C/LW,TBL,@,NYI,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,19,15:06,0,1,0,0,
250,Dean Kukan\kukande01,D,CBJ,@,STL,L-OT,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,0,,18,13:15,0,0,0,0,
251,Patrick Marleau\marlepa01,C,SJS,,WPG,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,5,0.0,21,15:22,1,1,0,0,
252,Jake McCabe\mccabja01,D,BUF,@,WSH,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,0,,25,20:23,1,1,0,0,
253,Timo Meier\meierti01,RW,SJS,,WPG,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,4,0.0,23,16:42,1,0,0,0,
254,Josh Morrissey\morrijo04,D,WPG,@,SJS,W,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,26,25:08,0,1,0,0,
255,Frans Nielsen\nielsfr01,C,DET,@,CAR,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,3,0.0,20,13:22,0,0,2,5,28.6
256,Kyle Okposo\okposky01,RW,BUF,@,WSH,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,0,,18,14:14,2,0,1,1,50.0
257,Elias Pettersson\petteel01,C,VAN,@,ANA,L-OT,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,0,,21,21:22,1,0,1,0,100.0
258,Tucker Poolman\poolmtu01,D,WPG,@,SJS,W,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,0,,23,18:04,0,2,0,0,
259,Luke Schenn\schenlu01,D,TBL,@,NYI,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,21,14:33,1,0,0,0,
260,Logan Shaw\shawlo01,RW,WPG,@,SJS,W,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,0,,14,8:00,0,1,1,0,100.0
261,Vladimir Sobotka\sobotvl01,C,BUF,@,WSH,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,3,0.0,18,14:44,1,0,1,6,14.3
262,Marcus Sorensen\sorenma01,RW,SJS,,WPG,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,4,0.0,18,11:26,1,0,0,1,0.0
263,C.J. Suess\frankcl01,LW,WPG,@,SJS,W,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,0,,10,6:26,1,0,1,3,25.0
264,Joe Thornton\thornjo01,C,SJS,,WPG,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,4,0.0,20,14:39,0,1,4,5,44.4
265,Alexander Volkov\volkoal01,RW,TBL,@,NYI,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,17,14:04,1,1,1,1,50.0
266,Travis Zajac\zajactr01,C,NJD,,PHI,L-SO,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,22,14:29,2,1,10,6,62.5
267,Will Butcher\butchwi01,D,NJD,,PHI,L-SO,boxscore,0,0,0,-2,0,0,0,0,0,0,0,0,2,0.0,21,16:21,0,0,0,0,
268,Erik Cernak\cernaer01,D,TBL,@,NYI,L,boxscore,0,0,0,-2,0,0,0,0,0,0,0,0,4,0.0,25,18:05,1,2,0,0,
269,Joonas Donskoi\donskjo01,RW,COL,,DAL,L,boxscore,0,0,0,-2,0,0,0,0,0,0,0,0,1,0.0,23,19:24,0,1,0,0,
270,John Gilmour\gilmojo01,D,BUF,@,WSH,L,boxscore,0,0,0,-2,0,0,0,0,0,0,0,0,1,0.0,24,19:56,1,2,0,0,
271,Samuel Girard\girarsa01,D,COL,,DAL,L,boxscore,0,0,0,-2,0,0,0,0,0,0,0,0,0,,29,24:13,1,0,0,0,
272,Bo Horvat\horvabo01,C,VAN,@,ANA,L-OT,boxscore,0,0,0,-2,0,0,0,0,0,0,0,0,2,0.0,24,20:11,0,0,12,7,63.2
273,Marcus Johansson\johanma03,C/W,BUF,@,WSH,L,boxscore,0,0,0,-2,0,0,0,0,0,0,0,0,0,,20,17:39,2,1,1,6,14.3
274,Mathieu Joseph\josepma01,RW,TBL,@,NYI,L,boxscore,0,0,0,-2,0,0,0,0,0,0,0,0,2,0.0,16,13:26,0,0,1,1,50.0
275,Colin Miller\milleco02,D,BUF,@,WSH,L,boxscore,0,0,0,-2,0,0,0,0,0,0,0,0,1,0.0,25,21:37,0,0,0,0,
276,J.T. Miller\millejt01,C,VAN,@,ANA,L-OT,boxscore,0,0,0,-2,0,0,0,0,0,0,0,0,3,0.0,21,20:45,2,0,1,4,20.0
277,Victor Olofsson\olofsvi01,RW,BUF,@,WSH,L,boxscore,0,0,0,-2,0,0,0,0,0,0,0,0,1,0.0,19,15:52,0,0,0,0,
278,Brendan Perlini\perlibr01,LW,DET,@,CAR,L,boxscore,0,0,0,-2,0,0,0,0,0,0,0,0,3,0.0,18,13:46,0,0,0,0,
279,Rasmus Ristolainen\ristora01,D,BUF,@,WSH,L,boxscore,0,0,0,-2,0,0,0,0,0,0,0,0,3,0.0,25,21:01,2,2,0,0,
280,Jan Rutta\ruttaja02,D,TBL,@,NYI,L,boxscore,0,0,0,-2,0,0,0,0,0,0,0,0,2,0.0,22,13:57,2,0,0,0,
281,Mikhail Sergachev\sergami01,D,TBL,@,NYI,L,boxscore,0,0,0,-2,2,0,0,0,0,0,0,0,3,0.0,25,24:06,1,2,0,0,
282,Jeff Skinner\skinnje01,LW/C,BUF,@,WSH,L,boxscore,0,0,0,-2,0,0,0,0,0,0,0,0,3,0.0,19,17:17,0,0,0,2,0.0
283,Matt Tennyson\tennyma01,D,NJD,,PHI,L-SO,boxscore,0,0,0,-2,2,0,0,0,0,0,0,0,2,0.0,21,14:18,1,0,0,0,
284,Luke Witkowski\witkolu01,D,TBL,@,NYI,L,boxscore,0,0,0,-2,5,0,0,0,0,0,0,0,0,,11,8:04,5,0,0,0,
285,Jack Eichel\eicheja01,C,BUF,@,WSH,L,boxscore,0,0,0,-3,0,0,0,0,0,0,0,0,4,0.0,20,17:01,0,0,5,9,35.7
286,Mike Green\greenmi03,D,DET,@,CAR,L,boxscore,0,0,0,-3,0,0,0,0,0,0,0,0,2,0.0,24,19:10,0,0,0,0,
287,Cedric Paquette\paquece01,C,TBL,@,NYI,L,boxscore,0,0,0,-3,0,0,0,0,0,0,0,0,1,0.0,16,10:49,2,1,4,0,100.0
288,Sam Reinhart\reinhsa01,C,BUF,@,WSH,L,boxscore,0,0,0,-3,0,0,0,0,0,0,0,0,1,0.0,19,16:32,0,1,0,0,
