,,,,,,,,Scoring,Scoring,Scoring,,,Goals,Goals,Goals,Goals,Assists,Assists,Assists,,,,,,,,,
18,Pierre-Luc Dubois\duboipi01,LW,CBJ,@,STL,L-OT,boxscore,1,1,2,0,0,1,0,0,0,0,1,0,3,33.3,22,17:19,1,2,5,9,35.7
19,Taylor Hall\hallta02,LW,NJD,,PHI,L-SO,boxscore,1,1,2,-1,0,1,0,0,0,0,1,0,2,50.0,28,23:06,0,0,0,1,0.0
20,David Perron\perroda01,LW,STL,,CBJ,W,boxscore,1,1,2,-1,0,0,1,0,1,0,1,0,2,50.0,22,18:49,1,0,0,0,
21,Travis Boyd\boydtr01,C,WSH,,BUF,W,boxscore,0,2,2,2,0,0,0,0,0,2,0,0,0,,16,11:53,0,0,0,2,0.0
22,Kyle Connor\connoky01,LW,WPG,@,SJS,W,boxscore,0,2,2,1,0,0,0,0,0,2,0,0,4,0.0,25,19:46,0,0,0,0,
23,Kyle Palmieri\palmiky01,RW,NJD,,PHI,L-SO,boxscore,0,2,2,0,17,0,0,0,0,1,1,0,1,0.0,18,13:04,2,0,0,0,
24,Andreas Athanasiou\athanan01,C,DET,@,CAR,L,boxscore,0,2,2,-4,0,0,0,0,0,1,1,0,2,0.0,20,17:08,0,1,1,0,100.0
25,Chandler Stephenson\stephch02,C,WSH,,BUF,W,boxscore,1,0,1,2,0,1,0,0,1,0,0,0,1,100.0,15,12:04,4,0,4,4,50.0
26,Gabriel Bourque\bourqga01,LW,WPG,@,SJS,W,boxscore,1,0,1,1,0,1,0,0,0,0,0,0,2,50.0,20,14:47,1,2,0,0,
27,Nikolaj Ehlers\ehlerni01,LW,WPG,@,SJS,W,boxscore,1,0,1,1,0,1,0,0,1,0,0,0,2,50.0,25,17:00,0,1,0,0,
28,Ryan Getzlaf\getzlry01,C,ANA,,VAN,W,boxscore,1,0,1,1,2,1,0,0,1,0,0,0,2,50.0,25,18:51,1,2,7,6,53.8
29,Barclay Goodrow\goodrba01,RW,SJS,,WPG,L,boxscore,1,0,1,1,0,1,0,0,0,0,0,0,2,50.0,17,11:09,2,2,11,6,64.7
30,Brock McGinn\mcginbr01,LW,CAR,,DET,W,boxscore,1,0,1,1,0,0,0,1,0,0,0,0,2,50.0,18,11:34,1,0,0,2,0.0
31,Sonny Milano\milanso01,LW,CBJ,@,STL,L-OT,boxscore,1,0,1,1,4,1,0,0,0,0,0,0,3,33.3,17,12:43,0,0,0,0,
32,T.J. Oshie\oshietj01,C/RW,WSH,,BUF,W,boxscore,1,0,1,1,0,1,0,0,0,0,0,0,2,50.0,19,16:52,1,0,1,0,100.0
33,Oskar Sundqvist\sundqos01,C,STL,,CBJ,W,boxscore,1,0,1,1,0,1,0,0,0,0,0,0,5,20.0,18,14:57,1,0,5,1,83.3
34,Brandon Sutter\suttebr03,C/RW,VAN,@,ANA,L-OT,boxscore,1,0,1,1,0,1,0,0,0,0,0,0,6,16.7,21,13:24,0,0,1,7,12.5
35,Teuvo Teravainen\teravte01,F,CAR,,DET,W,boxscore,1,0,1,1,0,1,0,0,0,0,0,0,5,20.0,22,19:42,0,0,3,1,75.0
36,Robert Thomas\thomaro01,C,STL,,CBJ,W,boxscore,1,0,1,1,0,1,0,0,0,0,0,0,3,33.3,15,12:10,1,0,0,0,
37,Tyler Bertuzzi\bertuty01,LW,DET,@,CAR,L,boxscore,1,0,1,0,2,1,0,0,0,0,0,0,2,50.0,20,16:55,0,0,1,0,100.0
38,Joel Farabee\farabjo01,LW,PHI,@,NJD,W,boxscore,1,0,1,0,0,1,0,0,0,0,0,0,3,33.3,21,16:05,1,0,0,0,
39,Yanni Gourde\gourdya01,C,TBL,@,NYI,L,boxscore,1,0,1,0,0,1,0,0,0,0,0,0,2,50.0,18,14:36,1,0,0,0,
40,Tomas Hertl\hertlto01,C,SJS,,WPG,L,boxscore,1,0,1,0,0,1,0,0,0,0,0,0,5,20.0,23,21:40,1,2,12,5,70.6
41,Martin Necas\necasma01,C,CAR,,DET,W,boxscore,1,0,1,0,0,1,0,0,1,0,0,0,4,25.0,19,13:21,2,0,0,0,
42,Nino Niederreiter\niedeni01,RW,CAR,,DET,W,boxscore,1,0,1,0,2,0,1,0,0,0,0,0,3,33.3,18,12:16,0,1,0,0,
43,Ryan Pulock\pulocry01,D,NYI,,TBL,W,boxscore,1,0,1,0,0,1,0,0,0,0,0,0,1,100.0,24,21:32,0,2,0,0,
44,Jakob Silfverberg\silfvja01,LW,ANA,,VAN,W,boxscore,1,0,1,0,0,0,0,1,0,0,0,0,4,25.0,23,20:14,0,1,0,0,
45,Sami Vatanen\vatansa01,D,NJD,,PHI,L-SO,boxscore,1,0,1,0,0,0,1,0,0,0,0,0,1,100.0,34,23:47,1,0,0,0,
46,Blake Wheeler\wheelbl01,RW,WPG,@,SJS,W,boxscore,1,0,1,0,0,1,0,0,0,0,0,0,4,25.0,26,19:23,1,0,3,0,100.0
47,Henri Jokiharju\jokihhe01,D,BUF,@,WSH,L,boxscore,1,0,1,-1,0,1,0,0,0,0,0,0,5,20.0,25,17:33,0,1,0,0,
48,Ryan McDonagh\mcdonry01,D,TBL,@,NYI,L,boxscore,1,0,1,-1,0,1,0,0,0,0,0,0,1,100.0,26,22:57,0,2,0,0,
49,Brayden Schenn\schenbr01,C,STL,,CBJ,W,boxscore,1,0,1,-1,0,0,1,0,0,0,0,0,1,100.0,20,18:12,2,0,4,5,44.4
50,Nathan MacKinnon\mackina01,C,COL,,DAL,L,boxscore,1,0,1,-2,0,0,1,0,0,0,0,0,12,8.3,27,23:47,1,0,5,11,31.3
51,Wayne Simmonds\simmowa01,RW,NJD,,PHI,L-SO,boxscore,1,0,1,-2,0,0,1,0,0,0,0,0,1,100.0,20,15:24,2,0,0,0,
52,Warren Foegele\foegewa01,LW,CAR,,DET,W,boxscore,0,1,1,2,0,0,0,0,0,1,0,0,1,0.0,16,10:46,1,0,0,0,
53,Radko Gudas\gudasra01,D,WSH,,BUF,W,boxscore,0,1,1,2,0,0,0,0,0,1,0,0,3,0.0,26,19:11,1,1,0,0,
54,Travis Konecny\konectr01,C,PHI,@,NJD,W,boxscore,0,1,1,2,2,0,0,0,0,1,0,0,3,0.0,25,16:49,0,0,4,2,66.7
55,Kevin Shattenkirk\shattke01,D,TBL,@,NYI,L,boxscore,0,1,1,2,2,0,0,0,0,1,0,0,6,0.0,25,19:49,0,1,0,0,
56,Ivan Barbashev\barbaiv01,C,STL,,CBJ,W,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,0,,17,13:56,4,1,1,2,33.3
57,Anthony Beauvillier\beauvan01,LW,NYI,,TBL,W,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,0,,22,17:03,0,0,0,0,
58,Johnny Boychuk\boychjo01,D,NYI,,TBL,W,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,3,0.0,21,17:01,2,0,0,0,
59,Tyler Bozak\bozakty01,C,STL,,CBJ,W,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,0,,17,14:50,0,0,6,5,54.5
60,Jonny Brodzinski\brodzjo01,C,SJS,,WPG,L,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,1,0.0,7,4:30,0,0,0,0,
61,Adam Gaudette\gaudead01,C,VAN,@,ANA,L-OT,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,1,0.0,17,12:03,0,1,1,1,50.0
62,Denis Gurianov\guriade01,RW,DAL,@,COL,W,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,1,0.0,19,11:33,1,0,0,0,
63,Mattias Janmark\janmama02,C,DAL,@,COL,W,boxscore,0,1,1,1,0,0,0,0,0,0,0,1,0,,22,13:49,0,0,1,1,50.0
64,Nick Leddy\leddyni01,D,NYI,,TBL,W,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,1,0.0,19,17:16,0,0,0,0,
65,Bryan Little\littlbr01,RW,WPG,@,SJS,W,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,2,0.0,24,15:51,0,0,4,10,28.6
66,Mackenzie MacEachern\maceama01,LW,STL,,CBJ,W,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,2,0.0,14,11:32,0,0,0,0,
67,Patrik Nemeth\nemetpa01,D,DET,@,CAR,L,boxscore,0,1,1,1,2,0,0,0,0,1,0,0,1,0.0,23,18:03,1,1,0,0,
68,Matt Niskanen\niskama01,D,PHI,@,NJD,W,boxscore,0,1,1,1,5,0,0,0,0,1,0,0,1,0.0,37,22:14,4,0,0,0,
69,Alex Ovechkin\ovechal01,LW,WSH,,BUF,W,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,2,0.0,20,18:12,0,1,0,0,
70,Joe Pavelski\paveljo01,C,DAL,@,COL,W,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,1,0.0,31,17:36,1,1,10,7,58.8
71,Tanner Pearson\pearsta01,LW,VAN,@,ANA,L-OT,boxscore,0,1,1,1,2,0,0,0,0,1,0,0,7,0.0,28,18:10,0,0,0,1,0.0
72,Rickard Rakell\rakelri01,RW,ANA,,VAN,W,boxscore,0,1,1,1,0,0,0,0,0,0,0,1,4,0.0,25,21:03,1,0,0,0,
73,Jack Roslovic\rosloja01,C,WPG,@,SJS,W,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,0,,21,16:15,1,0,0,0,
74,Mark Scheifele\scheima01,C,WPG,@,SJS,W,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,1,0.0,26,23:07,0,0,7,13,35.0
75,Trevor van Riemsdyk\vanritr01,D,CAR,,DET,W,boxscore,0,1,1,1,2,0,0,0,0,1,0,0,1,0.0,21,14:38,0,3,0,0,
76,Alexander Wennberg\wennbal01,C,CBJ,@,STL,L-OT,boxscore,0,1,1,1,0,0,0,0,0,0,1,0,0,,23,16:33,0,1,6,4,60.0
77,Ryan Dzingel\dzingry01,C,CAR,,DET,W,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,2,0.0,21,17:36,0,0,0,1,0.0
78,Jake Gardiner\gardija01,D,CAR,,DET,W,boxscore,0,1,1,0,0,0,0,0,0,0,1,0,0,,21,18:25,0,0,0,0,
79,Andy Greene\greenan01,D,NJD,,PHI,L-SO,boxscore,0,1,1,0,2,0,0,0,0,1,0,0,1,0.0,29,18:07,1,1,0,0,
80,Scott Harrington\harrisc01,D,CBJ,@,STL,L-OT,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,1,0.0,23,15:53,0,0,0,0,
81,Nico Hischier\hischni01,C,NJD,,PHI,L-SO,boxscore,0,1,1,0,0,0,0,0,0,0,1,0,4,0.0,30,19:23,0,0,18,6,75.0
82,Korbinian Holzer\holzeko01,D,ANA,,VAN,W,boxscore,0,1,1,0,2,0,0,0,0,0,0,1,3,0.0,22,14:39,3,2,0,0,
83,Evander Kane\kaneev01,LW,SJS,,WPG,L,boxscore,0,1,1,0,2,0,0,0,0,1,0,0,7,0.0,27,22:42,4,0,1,1,50.0
84,Kevin Labanc\labanke01,RW,SJS,,WPG,L,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,3,0.0,23,20:10,2,0,0,0,
85,Cale Makar\makarca01,D,COL,,DAL,L,boxscore,0,1,1,0,0,0,0,0,0,0,1,0,2,0.0,28,21:48,0,1,0,0,
86,Gustav Nyquist\nyquigu01,RW,CBJ,@,STL,L-OT,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,2,0.0,22,17:03,0,0,0,0,
87,Ondrej Palat\palaton01,LW,TBL,@,NYI,L,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,3,0.0,22,17:56,0,0,0,0,
88,Alex Pietrangelo\pietral01,D,STL,,CBJ,W,boxscore,0,1,1,0,0,0,0,0,0,0,1,0,2,0.0,27,25:49,0,2,0,0,
89,Michael Raffl\rafflmi01,LW,PHI,@,NJD,W,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,1,0.0,24,17:50,1,1,1,3,25.0
90,Evan Rodrigues\rodriev01,C,BUF,@,WSH,L,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,1,0.0,15,11:58,0,0,2,2,50.0
91,Zach Sanford\sanfoza01,LW,STL,,CBJ,W,boxscore,0,1,1,0,2,0,0,0,0,1,0,0,3,0.0,19,13:59,1,0,0,0,
92,Steven Stamkos\stamkst01,C,TBL,@,NYI,L,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,2,0.0,22,18:58,1,0,6,4,60.0
93,Troy Terry\terrytr01,C/RW,ANA,,VAN,W,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,0,,16,12:16,0,0,0,1,0.0
94,Marc-Edouard Vlasic\vlasima01,D,SJS,,WPG,L,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,2,0.0,27,21:04,0,0,0,0,
95,Cam Atkinson\atkinca01,RW,CBJ,@,STL,L-OT,boxscore,0,1,1,-1,0,0,0,0,0,1,0,0,3,0.0,23,17:24,2,1,0,0,
96,Jack Hughes\hugheja03,C,NJD,,PHI,L-SO,boxscore,0,1,1,-1,0,0,0,0,0,0,1,0,1,0.0,22,17:46,0,0,7,6,53.8
97,Dylan Larkin\larkidy01,C,DET,@,CAR,L,boxscore,0,1,1,-1,0,0,0,0,0,1,0,0,3,0.0,22,21:12,0,0,6,10,37.5
98,Ryan O'Reilly\oreilry01,C,STL,,CBJ,W,boxscore,0,1,1,-1,0,0,0,0,0,0,1,0,1,0.0,22,19:53,0,0,8,13,38.1
99,Jaden Schwartz\schwaja01,C,STL,,CBJ,W,boxscore,0,1,1,-1,0,0,0,0,0,0,1,0,3,0.0,20,18:17,0,1,0,0,
100,Rasmus Dahlin\dahlira01,D,BUF,@,WSH,L,boxscore,0,1,1,-2,0,0,0,0,0,1,0,0,3,0.0,22,17:43,3,0,0,0,
101,Valtteri Filppula\filppva01,C,DET,@,CAR,L,boxscore,0,1,1,-2,0,0,0,0,0,0,1,0,1,0.0,24,15:36,0,0,6,3,66.7
102,Nazem Kadri\kadrina01,C,COL,,DAL,L,boxscore,0,1,1,-2,2,0,0,0,0,0,1,0,3,0.0,24,21:26,4,0,11,5,68.8
103,Joe Hicketts\hickejo01,D,DET,@,CAR,L,boxscore,0,1,1,-3,0,0,0,0,0,1,0,0,1,0.0,25,16:27,1,2,0,0,
104,Jay Bouwmeester\bouwmja01,D,STL,,CBJ,W,boxscore,0,0,0,2,0,0,0,0,0,0,0,0,1,0.0,26,20:57,0,0,0,0,
105,John Carlson\carlsjo01,D,WSH,,BUF,W,boxscore,0,0,0,2,0,0,0,0,0,0,0,0,1,0.0,26,23:33,0,1,0,0,
106,Miro Heiskanen\heiskmi01,D,DAL,@,COL,W,boxscore,0,0,0,2,0,0,0,0,0,0,0,0,2,0.0,29,27:20,0,8,0,0,
107,Evgeny Kuznetsov\kuzneev01,C,WSH,,BUF,W,boxscore,0,0,0,2,0,0,0,0,0,0,0,0,2,0.0,17,16:04,0,0,7,7,50.0
108,Scott Mayfield\mayfisc01,D,NYI,,TBL,W,boxscore,0,0,0,2,2,0,0,0,0,0,0,0,1,0.0,24,19:29,6,4,0,0,
109,Philippe Myers\myersph01,D,PHI,@,NJD,W,boxscore,0,0,0,2,0,0,0,0,0,0,0,0,0,,24,14:41,1,1,0,0,
110,Dmitry Orlov\orlovdm01,D,WSH,,BUF,W,boxscore,0,0,0,2,4,0,0,0,0,0,0,0,1,0.0,26,21:00,1,2,0,0,
111,Adam Pelech\pelecad01,D,NYI,,TBL,W,boxscore,0,0,0,2,0,0,0,0,0,0,0,0,0,,27,21:51,1,2,0,0,
112,Travis Sanheim\sanhetr01,D,PHI,@,NJD,W,boxscore,0,0,0,2,0,0,0,0,0,0,0,0,2,0.0,30,20:10,2,2,0,0,
113,Nicklas Backstrom\backsni02,C,WSH,,BUF,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,3,0.0,19,15:43,1,1,11,7,61.1
114,Jordie Benn\bennjo01,D,VAN,@,ANA,L-OT,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,25,19:00,0,3,0,0,
115,Anthony Bitetto\bitetan01,D,WPG,@,SJS,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,2,0.0,17,14:38,4,0,0,0,
116,Michael Del Zotto\delzomi01,D,ANA,,VAN,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,0,,23,19:05,0,0,0,0,
117,Joel Edmundson\edmunjo01,D,CAR,,DET,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,2,0.0,22,18:13,1,1,0,0,
118,Vladislav Gavrikov\gavrivl01,D,CBJ,@,STL,L-OT,boxscore,0,0,0,1,2,0,0,0,0,0,0,0,1,0.0,28,21:11,0,2,0,0,
119,Noah Gregor\gregono01,C,SJS,,WPG,L,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,12,8:05,1,0,0,0,
120,Joel Hanley\hanlejo01,D,DAL,@,COL,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,20,11:38,0,0,0,0,
121,Darren Helm\helmda01,C/LW,DET,@,CAR,L,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,2,0.0,18,13:41,1,0,0,1,0.0
122,Nick Jensen\jenseni02,D,WSH,,BUF,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,3,0.0,20,16:54,0,0,0,0,
123,Dmitry Kulikov\kulikdm01,D,WPG,@,SJS,W,boxscore,0,0,0,1,2,0,0,0,0,0,0,0,0,,25,22:45,1,0,0,0,
124,Esa Lindell\lindees01,D,DAL,@,COL,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,3,0.0,32,28:05,1,3,0,0,
125,Neal Pionk\pionkne01,D,WPG,@,SJS,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,0,,25,22:38,0,0,0,0,
126,Ivan Provorov\provoiv01,D,PHI,@,NJD,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,2,0.0,39,27:08,0,2,0,0,
127,Luca Sbisa\sbisalu01,D,WPG,@,SJS,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,0,,17,13:03,2,2,0,0,
128,Oliver Wahlstrom\wahlsol01,RW,NYI,,TBL,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,0,,12,10:19,0,0,0,0,
129,Justin Abdelkader\abdelju01,LW,DET,@,CAR,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,19,12:00,5,0,2,1,66.7
130,Cole Bardreau\bardrco01,F,NYI,,TBL,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,11,7:58,5,0,0,3,0.0
131,Jay Beagle\beaglja01,RW/C,VAN,@,ANA,L-OT,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,3,0.0,22,13:59,2,0,5,6,45.5
132,Pierre-Edouard Bellemare\bellepi01,LW,COL,,DAL,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,21,16:45,0,0,9,4,69.2
133,Emil Bemstrom\bemstem01,C,CBJ,@,STL,L-OT,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,9,8:12,0,0,0,0,
134,Jamie Benn\bennja01,LW,DAL,@,COL,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,27,19:23,3,0,4,2,66.7
135,Jesper Bratt\brattje01,W,NJD,,PHI,L-SO,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,30,20:02,1,0,0,0,
136,Nicholas Caamano\caamani01,RW,DAL,@,COL,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,12,7:01,0,0,0,0,
137,Matt Calvert\calvema01,LW,COL,,DAL,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,21,16:14,1,0,0,1,0.0
138,Anthony Cirelli\cirelan01,C,TBL,@,NYI,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,21,18:11,0,0,7,6,53.8
139,Casey Cizikas\cizikca01,C,NYI,,TBL,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,25,17:06,3,2,6,6,50.0
140,Andrew Cogliano\coglian01,LW/C,DAL,@,COL,W,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,20,9:56,1,0,0,0,
141,Ian Cole\coleia01,D,COL,,DAL,L,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,0,,19,14:40,3,1,0,0,
142,J.T. Compher\comphj.01,LW,COL,,DAL,L,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,4,0.0,23,18:38,1,0,3,4,42.9
143,Max Comtois\comtoma01,LW,ANA,,VAN,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,17,14:22,1,0,0,2,0.0
144,Andrew Copp\coppan01,C,WPG,@,SJS,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,21,15:35,0,0,8,5,61.5
145,Logan Couture\coutulo01,C,SJS,,WPG,L,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,4,0.0,23,19:04,0,0,3,6,33.3
146,Michael Dal Colle\dalcomi01,LW,NYI,,TBL,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,20,12:26,1,0,1,0,100.0
147,Jacob de La Rose\delarja01,LW,DET,@,CAR,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,19,11:48,2,0,2,1,66.7
148,Nicolas Deslauriers\deslani01,LW,ANA,,VAN,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,11,9:21,2,0,0,0,
149,Jason Dickinson\dickija01,C,DAL,@,COL,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,24,16:00,0,0,1,0,100.0
150,Brenden Dillon\dillobr01,D,SJS,,WPG,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,27,18:39,0,0,0,0,
151,Alexander Edler\edleral01,D,VAN,@,ANA,L-OT,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,32,30:25,1,4,0,0,
152,Lars Eller\ellerla01,C,WSH,,BUF,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,20,14:38,2,0,13,4,76.5
153,Loui Eriksson\erikslo01,LW,VAN,@,ANA,L-OT,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,16,8:22,0,0,0,0,
154,Adam Erne\ernead01,LW,DET,@,CAR,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,14,9:00,1,0,0,0,
155,Radek Faksa\faksara01,C,DAL,@,COL,W,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,23,13:29,0,0,7,4,63.6
156,Taylor Fedun\fedunta01,D,DAL,@,COL,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,26,12:47,0,1,0,0,
157,Mario Ferraro\ferrama01,D,SJS,,WPG,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,18,15:43,2,1,0,0,
158,Cam Fowler\fowleca01,D,ANA,,VAN,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,22,20:57,1,0,0,0,
159,Brian Gibbons\gibbobr02,C,CAR,,DET,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,17,12:05,0,3,0,0,
160,Claude Giroux\giroucl01,C/RW,PHI,@,NJD,W,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,3,0.0,31,21:20,2,0,12,18,40.0
161,Derek Grant\grantde01,C,ANA,,VAN,W,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,0,,24,17:02,0,0,3,5,37.5
162,Ryan Graves\gravery01,D,COL,,DAL,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,17,11:24,0,5,0,0,
163,Erik Gudbranson\gudbrer01,D,ANA,,VAN,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,26,21:54,2,0,0,0,
164,Carl Gunnarsson\gunnaca01,D,STL,,CBJ,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,20,12:06,2,1,0,0,
165,Carl Hagelin\hagelca01,LW,WSH,,BUF,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,20,13:32,0,0,0,0,
166,Garnet Hathaway\hathaga01,RW,WSH,,BUF,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,21,13:45,3,1,0,0,
167,Erik Haula\haulaer01,LW,CAR,,DET,W,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,21,17:27,0,0,8,5,61.5
