,,,,,,,,Scoring,Scoring,Scoring,,,Goals,Goals,Goals,Goals,Assists,Assists,Assists,,,,,,,,,
14,Gustav Nyquist\nyquigu01,RW,CBJ,@,ARI,W,boxscore,1,2,3,-1,0,1,0,0,0,1,1,0,4,25.0,20,12:17,0,0,0,0,
15,Evgeny Kuznetsov\kuzneev01,C,WSH,@,FLA,W,boxscore,0,3,3,1,0,0,0,0,0,2,1,0,2,0.0,23,18:16,0,0,7,7,50.0
16,Dylan Strome\stromdy01,C,CHI,,VAN,W,boxscore,0,3,3,0,2,0,0,0,0,1,2,0,0,,21,17:08,0,0,3,12,20.0
17,Bryan Rust\rustbr01,RW,PIT,@,NYI,W,boxscore,2,0,2,4,0,2,0,0,1,0,0,0,4,50.0,23,16:29,0,1,0,0,
18,Tom Wilson\wilsoto01,RW,WSH,@,FLA,W,boxscore,2,0,2,1,2,2,0,0,1,0,0,0,2,100.0,23,17:20,1,2,1,0,100.0
19,Evgeni Malkin\malkiev01,C,PIT,@,NYI,W,boxscore,1,1,2,3,0,1,0,0,0,1,0,0,4,25.0,25,17:15,0,1,5,7,41.7
20,Casey Cizikas\cizikca01,C,NYI,,PIT,L-OT,boxscore,1,1,2,2,0,1,0,0,0,0,0,1,3,33.3,25,17:10,1,2,6,7,46.2
21,Johnny Gaudreau\gaudrjo01,LW,CGY,,NJD,W,boxscore,1,1,2,2,0,1,0,0,0,1,0,0,3,33.3,25,19:31,0,0,0,0,
22,Timo Meier\meierti01,RW,SJS,,MIN,W,boxscore,1,1,2,2,4,1,0,0,0,1,0,0,2,50.0,23,15:03,0,2,1,1,50.0
23,Matthew Nieto\nietoma01,LW,COL,,NSH,W,boxscore,1,1,2,2,0,0,0,1,0,1,0,0,1,100.0,20,13:33,0,0,1,1,50.0
24,Adam Pelech\pelecad01,D,NYI,,PIT,L-OT,boxscore,1,1,2,2,0,1,0,0,0,0,0,1,3,33.3,30,25:57,0,3,0,0,
25,Pavel Buchnevich\buchnpa01,LW,NYR,@,CAR,W,boxscore,1,1,2,1,0,1,0,0,1,0,1,0,1,100.0,21,17:20,2,0,0,0,
26,Matt Calvert\calvema01,LW,COL,,NSH,W,boxscore,1,1,2,1,0,1,0,0,0,1,0,0,3,33.3,26,16:20,1,1,0,0,
27,Luke Kunin\kuninlu01,C,MIN,@,SJS,L,boxscore,1,1,2,1,0,1,0,0,0,1,0,0,2,50.0,25,17:49,0,1,11,7,61.1
28,Sean Monahan\monahse01,C,CGY,,NJD,W,boxscore,1,1,2,1,0,1,0,0,0,1,0,0,1,100.0,25,18:49,1,1,8,9,47.1
29,Artemi Panarin\panarar01,LW,NYR,@,CAR,W,boxscore,1,1,2,1,0,1,0,0,0,1,0,0,2,50.0,21,18:11,0,0,0,0,
30,Marcus Sorensen\sorenma01,RW,SJS,,MIN,W,boxscore,1,1,2,1,0,1,0,0,0,1,0,0,3,33.3,21,15:58,0,1,0,1,0.0
31,John Tavares\tavarjo01,C,TOR,,VEG,W,boxscore,1,1,2,1,0,1,0,0,1,0,1,0,4,25.0,16,16:47,0,1,7,8,46.7
32,Mikael Backlund\backlmi01,C,CGY,,NJD,W,boxscore,1,1,2,0,4,0,1,0,1,0,1,0,3,33.3,25,17:56,0,0,7,9,43.8
33,Oliver Bjorkstrand\bjorkol01,RW,CBJ,@,ARI,W,boxscore,1,1,2,0,0,1,0,0,1,1,0,0,4,25.0,20,13:15,1,0,0,0,
34,Evander Kane\kaneev01,LW,SJS,,MIN,W,boxscore,1,1,2,0,2,0,1,0,1,1,0,0,3,33.3,24,18:56,2,0,1,0,100.0
35,Jack Hughes\hugheja03,C,NJD,@,CGY,L,boxscore,1,1,2,-1,2,1,0,0,0,1,0,0,2,50.0,19,14:26,0,0,9,5,64.3
36,Evgenii Dadonov\dadonev01,RW,FLA,,WSH,L-OT,boxscore,1,1,2,-2,0,0,1,0,0,1,0,0,3,33.3,19,18:20,0,1,0,0,
37,Aleksander Barkov\barkoal01,C,FLA,,WSH,L-OT,boxscore,1,1,2,-3,2,1,0,0,0,0,1,0,2,50.0,23,19:14,0,0,9,11,45.0
38,Erik Johnson\johnser01,D,COL,,NSH,W,boxscore,0,2,2,3,0,0,0,0,0,2,0,0,4,0.0,29,24:47,2,0,0,0,
39,Olli Maatta\maattol01,D,CHI,,VAN,W,boxscore,0,2,2,2,0,0,0,0,0,1,0,1,0,,21,15:03,1,0,0,0,
40,Viktor Arvidsson\arvidvi01,LW,NSH,@,COL,L,boxscore,0,2,2,0,0,0,0,0,0,1,1,0,3,0.0,19,15:27,0,1,0,0,
41,Brent Burns\burnsbr01,D/RW,SJS,,MIN,W,boxscore,0,2,2,0,2,0,0,0,0,0,2,0,3,0.0,32,25:06,3,0,0,0,
42,Ryan Johansen\johanry01,C,NSH,@,COL,L,boxscore,0,2,2,0,2,0,0,0,0,2,0,0,0,,21,16:28,1,0,8,9,47.1
43,Cal Clutterbuck\cluttca01,RW,NYI,,PIT,L-OT,boxscore,1,0,1,2,0,0,0,1,0,0,0,0,1,100.0,25,16:32,2,2,0,0,
44,Brad Hunt\huntbr01,D,MIN,@,SJS,L,boxscore,1,0,1,2,0,1,0,0,0,0,0,0,2,50.0,19,13:21,0,0,0,0,
45,Artem Anisimov\anisiar01,C,OTT,,LAK,W,boxscore,1,0,1,1,0,1,0,0,0,0,0,0,4,25.0,19,16:20,0,1,4,6,40.0
46,Ben Chiarot\chiarbe01,D,MTL,@,PHI,L-OT,boxscore,1,0,1,1,0,1,0,0,0,0,0,0,2,50.0,30,25:03,4,2,0,0,
47,Jakob Chychrun\chychja01,D,ARI,,CBJ,L,boxscore,1,0,1,1,2,1,0,0,0,0,0,0,3,33.3,25,24:39,1,0,0,0,
48,Brett Connolly\connobr01,RW,FLA,,WSH,L-OT,boxscore,1,0,1,1,0,1,0,0,0,0,0,0,2,50.0,17,12:14,1,0,0,0,
49,Alex DeBrincat\debrial01,RW,CHI,,VAN,W,boxscore,1,0,1,1,0,1,0,0,0,0,0,0,3,33.3,21,16:05,0,0,0,1,0.0
50,David Kampf\kampfda01,C,CHI,,VAN,W,boxscore,1,0,1,1,0,0,0,1,0,0,0,0,2,50.0,22,16:37,0,0,3,4,42.9
51,Philippe Myers\myersph01,D,PHI,,MTL,W,boxscore,1,0,1,1,0,1,0,0,0,0,0,0,4,25.0,24,16:14,1,0,0,0,
52,Max Pacioretty\pacioma01,LW,VEG,@,TOR,L-OT,boxscore,1,0,1,1,0,1,0,0,0,0,0,0,5,20.0,22,18:25,2,0,1,0,100.0
53,Derek Ryan\ryande01,C,CGY,,NJD,W,boxscore,1,0,1,1,0,1,0,0,0,0,0,0,4,25.0,21,15:12,0,0,4,7,36.4
54,Brandon Saad\saadbr01,LW,CHI,,VAN,W,boxscore,1,0,1,1,0,1,0,0,0,0,0,0,2,50.0,22,16:42,2,0,0,0,
55,Andrew Shaw\shawan01,C,CHI,,VAN,W,boxscore,1,0,1,1,0,0,1,0,0,0,0,0,1,100.0,17,13:06,0,0,2,3,40.0
56,Carl Soderberg\soderca01,C,ARI,,CBJ,L,boxscore,1,0,1,1,0,1,0,0,0,0,0,0,1,100.0,23,19:13,1,0,5,9,35.7
57,James van Riemsdyk\vanrija01,LW,PHI,,MTL,W,boxscore,1,0,1,1,0,1,0,0,0,0,0,0,3,33.3,26,18:14,0,0,0,0,
58,Frank Vatrano\vatrafr01,LW,FLA,,WSH,L-OT,boxscore,1,0,1,1,0,1,0,0,0,0,0,0,3,33.3,22,16:05,0,0,0,1,0.0
59,Jake Virtanen\virtaja01,RW,VAN,@,CHI,L,boxscore,1,0,1,1,2,1,0,0,0,0,0,0,2,50.0,24,13:24,3,1,0,0,
60,Emil Bemstrom\bemstem01,C,CBJ,@,ARI,W,boxscore,1,0,1,0,0,0,1,0,0,0,0,0,3,33.3,16,12:14,0,0,0,0,
61,Dustin Brown\browndu01,RW,LAK,@,OTT,L-OT,boxscore,1,0,1,0,0,1,0,0,0,0,0,0,4,25.0,30,23:57,3,0,1,1,50.0
62,Sean Couturier\coutuse01,C,PHI,,MTL,W,boxscore,1,0,1,0,0,1,0,0,1,0,0,0,3,33.3,25,19:01,0,1,0,0,
63,Ryan Donato\donatry01,C,MIN,@,SJS,L,boxscore,1,0,1,0,0,1,0,0,0,0,0,0,1,100.0,13,7:51,1,0,0,0,
64,Anthony Duclair\duclaan01,LW,OTT,,LAK,W,boxscore,1,0,1,0,0,1,0,0,0,0,0,0,2,50.0,27,19:24,0,0,0,0,
65,Filip Forsberg\forsbfi01,C,NSH,@,COL,L,boxscore,1,0,1,0,0,1,0,0,0,0,0,0,3,33.3,22,14:46,0,0,0,0,
66,Nikita Gusev\gusevni01,LW,NJD,@,CGY,L,boxscore,1,0,1,0,4,1,0,0,0,0,0,0,2,50.0,19,12:04,0,0,0,0,
67,Dougie Hamilton\hamildo01,D,CAR,,NYR,L,boxscore,1,0,1,0,0,1,0,0,0,0,0,0,7,14.3,27,22:44,1,0,0,0,
68,Brendan Lemieux\lemiebr01,LW,NYR,@,CAR,W,boxscore,1,0,1,0,0,0,1,0,0,0,0,0,3,33.3,19,13:40,2,0,0,0,
69,Jean-Gabriel Pageau\pageaje01,C,OTT,,LAK,W,boxscore,1,0,1,0,0,1,0,0,1,0,0,0,3,33.3,29,20:42,2,1,8,5,61.5
70,Craig Smith\smithcr01,C,NSH,@,COL,L,boxscore,1,0,1,0,0,1,0,0,0,0,0,0,2,50.0,18,12:24,0,0,0,1,0.0
71,Tyler Toffoli\toffoty01,C,LAK,@,OTT,L-OT,boxscore,1,0,1,0,0,1,0,0,0,0,0,0,5,20.0,24,18:47,0,0,0,0,
72,Sebastian Aho\ahose01,F,CAR,,NYR,L,boxscore,1,0,1,-1,0,1,0,0,0,0,0,0,3,33.3,23,20:32,2,0,5,5,50.0
73,Ryan Ellis\ellisry01,D,NSH,@,COL,L,boxscore,1,0,1,-1,0,1,0,0,0,0,0,0,3,33.3,28,22:14,3,3,0,0,
74,Adam Fox\foxad01,D,NYR,@,CAR,W,boxscore,1,0,1,-1,0,1,0,0,0,0,0,0,1,100.0,26,20:39,1,3,0,0,
75,Auston Matthews\matthau01,C,TOR,,VEG,W,boxscore,1,0,1,-1,0,0,1,0,0,0,0,0,6,16.7,21,22:39,2,0,3,3,50.0
76,Radim Simek\simekra01,D,SJS,,MIN,W,boxscore,1,0,1,-1,0,1,0,0,0,0,0,0,4,25.0,28,19:45,2,4,0,0,
77,Shea Weber\webersh01,D,MTL,@,PHI,L-OT,boxscore,1,0,1,-1,0,1,0,0,0,0,0,0,5,20.0,31,23:44,2,1,0,0,
78,Matt Duchene\duchema01,C,NSH,@,COL,L,boxscore,1,0,1,-2,4,0,1,0,0,0,0,0,1,100.0,20,15:43,2,0,7,4,63.6
79,J.T. Miller\millejt01,C,VAN,@,CHI,L,boxscore,1,0,1,-2,6,0,1,0,0,0,0,0,2,50.0,26,21:34,1,0,4,2,66.7
80,Jason Zucker\zuckeja01,LW,MIN,@,SJS,L,boxscore,1,0,1,-2,0,1,0,0,0,0,0,0,1,100.0,11,10:09,0,0,0,0,
81,Brian Dumoulin\dumoubr01,D,PIT,@,NYI,W,boxscore,0,1,1,2,0,0,0,0,0,1,0,0,1,0.0,26,20:15,0,1,0,0,
82,Joel Eriksson Ek\eriksjo02,C,MIN,@,SJS,L,boxscore,0,1,1,2,0,0,0,0,0,1,0,0,1,0.0,24,18:28,1,0,5,4,55.6
83,Rasmus Andersson\anderra01,D,CGY,,NJD,W,boxscore,0,1,1,1,0,0,0,0,0,0,1,0,4,0.0,26,21:08,0,0,0,0,
84,Nicklas Backstrom\backsni02,C,WSH,@,FLA,W,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,2,0.0,21,18:20,0,0,8,7,53.3
85,Brian Boyle\boylebr01,C,FLA,,WSH,L-OT,boxscore,0,1,1,1,2,0,0,0,0,1,0,0,2,0.0,22,15:28,0,3,10,5,66.7
86,Ryan Carpenter\carpery01,C,CHI,,VAN,W,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,3,0.0,20,13:47,3,0,4,6,40.0
87,Filip Chlapik\chlapfi01,C,OTT,,LAK,W,boxscore,0,1,1,1,2,0,0,0,0,1,0,0,1,0.0,13,6:03,1,1,0,1,0.0
88,J.T. Compher\comphj.01,LW,COL,,NSH,W,boxscore,0,1,1,1,0,0,0,0,0,0,0,1,1,0.0,26,15:04,2,1,1,6,14.3
89,Nick Cousins\cousini01,C,MTL,@,PHI,L-OT,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,2,0.0,17,12:56,2,0,0,0,
90,Michael Dal Colle\dalcomi01,LW,NYI,,PIT,L-OT,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,0,,22,16:04,1,0,0,0,
91,Phillip Danault\danauph01,LW,MTL,@,PHI,L-OT,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,1,0.0,30,20:21,1,0,12,8,60.0
92,Anthony DeAngelo\deangan01,D,NYR,@,CAR,W,boxscore,0,1,1,1,0,0,0,0,0,0,1,0,1,0.0,24,15:49,0,0,0,0,
93,Tyler Ennis\ennisty01,C,OTT,,LAK,W,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,1,0.0,18,17:05,1,0,0,0,
94,Adam Gaudette\gaudead01,C,VAN,@,CHI,L,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,1,0.0,12,8:55,3,0,0,0,
95,Claude Giroux\giroucl01,C/RW,PHI,,MTL,W,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,1,0.0,28,20:13,0,0,9,11,45.0
96,Tyson Jost\jostty01,C,COL,,NSH,W,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,3,0.0,17,15:59,0,1,1,2,33.3
97,Vladislav Kamenev\kamenvl01,LW,COL,,NSH,W,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,0,,14,11:18,1,0,2,3,40.0
98,Erik Karlsson\karlser01,D,SJS,,MIN,W,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,0,,31,28:22,2,2,0,0,
99,Travis Konecny\konectr01,C,PHI,,MTL,W,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,3,0.0,26,18:41,0,0,5,2,71.4
100,Elias Lindholm\lindhel01,C,CGY,,NJD,W,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,1,0.0,26,19:38,0,1,3,5,37.5
101,Ilya Lyubushkin\lyubuil01,D,ARI,,CBJ,L,boxscore,0,1,1,1,2,0,0,0,0,1,0,0,1,0.0,14,9:43,4,2,0,0,
102,John Marino\marinjo01,D,PIT,@,NYI,W,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,1,0.0,27,20:42,0,1,0,0,
103,Mitch Marner\marnemi01,RW,TOR,,VEG,W,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,1,0.0,25,24:09,0,1,1,1,50.0
104,Dmitry Orlov\orlovdm01,D,WSH,@,FLA,W,boxscore,0,1,1,1,2,0,0,0,0,1,0,0,0,,19,17:05,1,1,0,0,
105,Ryan Pulock\pulocry01,D,NYI,,PIT,L-OT,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,3,0.0,30,26:02,1,1,0,0,
106,Juuso Riikola\riikoju01,D,PIT,@,NYI,W,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,4,0.0,25,17:37,2,0,0,0,
107,Anton Stralman\stralan01,D,FLA,,WSH,L-OT,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,0,,27,23:08,2,1,0,0,
108,Ryan Strome\stromry01,C,NYR,@,CAR,W,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,0,,24,15:47,1,0,7,13,35.0
109,T.J. Tynan\tynant.01,C,COL,,NSH,W,boxscore,0,1,1,1,0,0,0,0,0,0,1,0,0,,15,10:41,0,0,0,0,
110,Cam Atkinson\atkinca01,RW,CBJ,@,ARI,W,boxscore,0,1,1,0,0,0,0,0,0,0,1,0,3,0.0,23,18:32,0,0,1,0,100.0
111,Mathew Barzal\barzama01,C,NYI,,PIT,L-OT,boxscore,0,1,1,0,2,0,0,0,0,1,0,0,1,0.0,25,18:41,0,0,2,3,40.0
112,Sam Bennett\bennesa01,C,CGY,,NJD,W,boxscore,0,1,1,0,0,0,0,0,0,0,1,0,1,0.0,18,14:37,2,0,4,2,66.7
113,Nick Bonino\boninni01,C,NSH,@,COL,L,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,1,0.0,25,16:38,0,1,9,6,60.0
114,T.J. Brodie\broditj01,D,CGY,,NJD,W,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,1,0.0,25,16:15,0,0,0,0,
115,Will Butcher\butchwi01,D,NJD,@,CGY,L,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,0,,23,15:48,0,2,0,0,
116,Jonathan Drouin\drouijo01,LW,MTL,@,PHI,L-OT,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,0,,19,13:24,1,0,0,1,0.0
117,Pierre-Luc Dubois\duboipi01,LW,CBJ,@,ARI,W,boxscore,0,1,1,0,2,0,0,0,0,1,0,0,0,,20,13:23,1,1,3,2,60.0
118,Ryan Dzingel\dzingry01,C,CAR,,NYR,L,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,2,0.0,18,14:32,0,0,3,0,100.0
119,Jesper Fast\fastje01,RW,NYR,@,CAR,W,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,0,,22,16:10,1,2,0,0,
120,Michael Grabner\grabnmi01,RW,ARI,,CBJ,L,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,3,0.0,22,13:26,0,0,0,0,
121,Ryan Hartman\hartmry01,RW,MIN,@,SJS,L,boxscore,0,1,1,0,17,0,0,0,0,1,0,0,1,0.0,15,11:28,1,1,0,0,
122,Vinnie Hinostroza\hinosvi01,C,ARI,,CBJ,L,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,1,0.0,16,11:20,0,0,0,0,
123,Seth Jones\jonesse01,D,CBJ,@,ARI,W,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,2,0.0,29,21:37,1,2,0,0,
124,Duncan Keith\keithdu01,D,CHI,,VAN,W,boxscore,0,1,1,0,0,0,0,0,0,0,1,0,2,0.0,27,26:11,0,2,0,0,
125,Michal Kempny\kempnmi01,D,WSH,@,FLA,W,boxscore,0,1,1,0,2,0,0,0,0,1,0,0,1,0.0,23,21:28,0,3,0,0,
126,Ilya Kovalchuk\kovalil01,LW,LAK,@,OTT,L-OT,boxscore,0,1,1,0,2,0,0,0,0,1,0,0,1,0.0,21,15:32,0,0,0,0,
127,Anders Lee\leean01,C,NYI,,PIT,L-OT,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,2,0.0,24,17:53,5,1,0,0,
128,Martin Necas\necasma01,C,CAR,,NYR,L,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,4,0.0,18,13:30,1,0,0,0,
129,Nick Paul\paulni01,LW,OTT,,LAK,W,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,2,0.0,26,20:29,3,1,5,3,62.5
130,Ivan Provorov\provoiv01,D,PHI,,MTL,W,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,4,0.0,29,23:46,2,1,0,0,
131,Morgan Rielly\riellmo01,D,TOR,,VEG,W,boxscore,0,1,1,0,0,0,0,0,0,0,1,0,5,0.0,28,24:02,1,2,0,0,
132,Matt Roy\royma04,D,LAK,@,OTT,L-OT,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,2,0.0,20,17:08,3,3,0,0,
133,Michael Stone\stonemi01,D,CGY,,NJD,W,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,2,0.0,22,13:49,4,0,0,0,
134,Brady Tkachuk\tkachbr01,LW,OTT,,LAK,W,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,1,0.0,26,16:23,5,0,0,2,0.0
135,Jakub Voracek\voracja01,RW,PHI,,MTL,W,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,5,0.0,27,20:10,1,0,0,0,
136,Pavel Zacha\zachapa01,C,NJD,@,CGY,L,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,0,,25,16:11,0,0,2,4,33.3
137,Nikita Zaitsev\zaitsni01,D,OTT,,LAK,W,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,1,0.0,30,26:38,1,1,0,0,
138,Alexander Edler\edleral01,D,VAN,@,CHI,L,boxscore,0,1,1,-1,2,0,0,0,0,1,0,0,1,0.0,32,27:15,2,2,0,0,
139,Rocco Grimaldi\grimaro01,C,NSH,@,COL,L,boxscore,0,1,1,-1,0,0,0,0,0,1,0,0,0,,19,14:03,1,1,0,0,
140,Taylor Hall\hallta02,LW,NJD,@,CGY,L,boxscore,0,1,1,-1,2,0,0,0,0,1,0,0,6,0.0,21,16:20,0,0,0,0,
141,Nazem Kadri\kadrina01,C,COL,,NSH,W,boxscore,0,1,1,-1,2,0,0,0,0,1,0,0,1,0.0,22,18:44,0,0,12,11,52.2
142,Anze Kopitar\kopitan01,C,LAK,@,OTT,L-OT,boxscore,0,1,1,-1,0,0,0,0,0,1,0,0,0,,25,24:33,1,0,5,10,33.3
143,Patrick Marleau\marlepa01,C,SJS,,MIN,W,boxscore,0,1,1,-1,0,0,0,0,0,1,0,0,2,0.0,21,15:51,0,2,0,0,
144,Jaccob Slavin\slavija01,D,CAR,,NYR,L,boxscore,0,1,1,-1,0,0,0,0,0,1,0,0,3,0.0,27,23:12,0,0,0,0,
145,Teuvo Teravainen\teravte01,F,CAR,,NYR,L,boxscore,0,1,1,-1,0,0,0,0,0,1,0,0,3,0.0,20,20:58,0,0,0,2,0.0
146,Mats Zuccarello\zuccama01,LW,MIN,@,SJS,L,boxscore,0,1,1,-1,0,0,0,0,0,1,0,0,0,,17,14:20,0,0,0,0,
147,Bo Horvat\horvabo01,C,VAN,@,CHI,L,boxscore,0,1,1,-2,0,0,0,0,0,0,1,0,5,0.0,23,20:41,3,0,16,7,69.6
148,Roman Josi\josiro01,D,NSH,@,COL,L,boxscore,0,1,1,-2,2,0,0,0,0,0,1,0,2,0.0,29,22:36,2,2,0,0,
149,Elias Pettersson\petteel01,C,VAN,@,CHI,L,boxscore,0,1,1,-2,2,0,0,0,0,0,1,0,2,0.0,23,17:43,1,1,0,0,
150,Jonathan Huberdeau\huberjo01,C,FLA,,WSH,L-OT,boxscore,0,1,1,-3,0,0,0,0,0,0,1,0,1,0.0,20,18:38,0,0,0,0,
151,Jordan Greenway\greenjo02,LW,MIN,@,SJS,L,boxscore,0,0,0,3,4,0,0,0,0,0,0,0,2,0.0,25,15:55,3,0,0,0,
152,Marc-Edouard Vlasic\vlasima01,D,SJS,,MIN,W,boxscore,0,0,0,3,0,0,0,0,0,0,0,0,3,0.0,30,22:26,1,4,0,0,
153,Thomas Chabot\chaboth01,D,OTT,,LAK,W,boxscore,0,0,0,2,0,0,0,0,0,0,0,0,3,0.0,29,27:13,1,0,0,0,
154,Calvin de Haan\dehaaca01,D,CHI,,VAN,W,boxscore,0,0,0,2,0,0,0,0,0,0,0,0,3,0.0,28,22:33,5,1,0,0,
155,Samuel Girard\girarsa01,D,COL,,NSH,W,boxscore,0,0,0,2,0,0,0,0,0,0,0,0,3,0.0,30,24:36,3,4,0,0,
156,Alec Martinez\martial01,D,LAK,@,OTT,L-OT,boxscore,0,0,0,2,0,0,0,0,0,0,0,0,1,0.0,28,24:16,2,5,0,0,
157,Brent Seabrook\seabrbr01,D,CHI,,VAN,W,boxscore,0,0,0,2,0,0,0,0,0,0,0,0,0,,25,17:51,0,1,0,0,
158,Joel Armia\armiajo01,RW,MTL,@,PHI,L-OT,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,18,13:59,4,0,0,0,
159,Tyson Barrie\barrity01,D,TOR,,VEG,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,20,19:49,1,2,0,0,
160,Pierre-Edouard Bellemare\bellepi01,LW,COL,,NSH,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,20,14:22,1,1,8,5,61.5
161,Josh Brown\brownjo01,D,FLA,,WSH,L-OT,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,0,,12,9:50,1,0,0,0,
162,Filip Chytil\chytifi01,C,NYR,@,CAR,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,0,,21,17:36,0,0,1,4,20.0
163,Lawson Crouse\crousla01,LW,ARI,,CBJ,L,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,0,,18,12:00,3,0,0,1,0.0
164,Max Domi\domima01,LW,MTL,@,PHI,L-OT,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,20,15:43,0,0,4,8,33.3
165,Joel Edmundson\edmunjo01,D,CAR,,NYR,L,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,3,0.0,19,16:35,0,1,0,0,
166,Joel Farabee\farabjo01,LW,PHI,,MTL,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,26,19:05,0,3,0,0,
167,Christian Fischer\fischch01,RW,ARI,,CBJ,L,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,2,0.0,15,10:25,2,0,0,0,
168,Nick Foligno\foligni01,LW,CBJ,@,ARI,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,26,18:02,1,0,5,1,83.3
