,,,,,,,,Scoring,Scoring,Scoring,,,Goals,Goals,Goals,Goals,Assists,Assists,Assists,,,,,,,,,
27,Cale Makar\makarca01,D,COL,@,WPG,W,boxscore,1,0,1,2,0,1,0,0,1,0,0,0,1,100.0,24,19:56,0,0,0,0,
28,Patrick Marleau\marlepa01,C,SJS,,EDM,W,boxscore,1,0,1,2,0,1,0,0,0,0,0,0,1,100.0,25,18:52,1,1,1,0,100.0
29,Jeff Carter\carteje01,C,LAK,,MIN,W,boxscore,1,0,1,1,2,1,0,0,1,0,0,0,2,50.0,24,18:16,2,0,5,7,41.7
30,Dennis Cholowski\cholode01,D,DET,@,ANA,W,boxscore,1,0,1,1,0,1,0,0,1,0,0,0,4,25.0,29,27:14,0,2,0,0,
31,Mathew Dumba\dumbama01,D,MIN,@,LAK,L,boxscore,1,0,1,1,0,1,0,0,0,0,0,0,2,50.0,23,24:09,1,1,0,0,
32,Aaron Ekblad\ekblaaa01,D,FLA,@,BOS,W,boxscore,1,0,1,1,0,1,0,0,0,0,0,0,1,100.0,28,23:24,0,1,0,0,
33,Cam Fowler\fowleca01,D,ANA,,DET,L-OT,boxscore,1,0,1,1,0,1,0,0,0,0,0,0,3,33.3,27,20:00,0,0,0,0,
34,Brendan Gallagher\gallabr01,RW,MTL,,CBJ,W,boxscore,1,0,1,1,0,1,0,0,0,0,0,0,3,33.3,22,20:23,1,0,0,1,0.0
35,Mikael Granlund\granlmi01,C,NSH,@,VAN,L,boxscore,1,0,1,1,0,1,0,0,0,0,0,0,2,50.0,21,17:58,1,0,0,0,
36,Evander Kane\kaneev01,LW,SJS,,EDM,W,boxscore,1,0,1,1,2,1,0,0,0,0,0,0,5,20.0,23,18:20,1,1,1,0,100.0
37,Dylan Larkin\larkidy01,C,DET,@,ANA,W,boxscore,1,0,1,1,0,0,1,0,0,0,0,0,3,33.3,26,22:20,0,0,10,7,58.8
38,Colton Parayko\parayco01,D,STL,,ARI,L-SO,boxscore,1,0,1,1,0,1,0,0,0,0,0,0,8,12.5,28,23:58,1,2,0,0,
39,Eric Robinson\robiner01,LW,CBJ,@,MTL,L-SO,boxscore,1,0,1,1,0,1,0,0,0,0,0,0,3,33.3,12,8:42,2,0,0,0,
40,Jaden Schwartz\schwaja01,C,STL,,ARI,L-SO,boxscore,1,0,1,1,0,1,0,0,0,0,0,0,4,25.0,23,19:03,1,0,0,0,
41,Anders Bjork\bjorkan01,LW,BOS,,FLA,L-SO,boxscore,1,0,1,0,0,0,1,0,0,0,0,0,1,100.0,14,11:04,0,0,1,1,50.0
42,Zdeno Chara\charazd01,D,BOS,,FLA,L-SO,boxscore,1,0,1,0,0,1,0,0,0,0,0,0,2,50.0,26,22:47,2,2,0,0,
43,Filip Forsberg\forsbfi01,C,NSH,@,VAN,L,boxscore,1,0,1,0,0,0,1,0,0,0,0,0,2,50.0,21,18:22,0,0,0,0,
44,Conor Garland\garlaco01,RW,ARI,@,STL,W,boxscore,1,0,1,0,0,0,1,0,0,0,0,0,2,50.0,20,13:58,0,2,0,0,
45,Calle Jarnkrok\jarnkca01,C,NSH,@,VAN,L,boxscore,1,0,1,0,0,1,0,0,0,0,0,0,4,25.0,19,13:27,0,0,0,3,0.0
46,Jared McCann\mccanja01,C,PIT,@,NYR,L-OT,boxscore,1,0,1,0,0,0,1,0,0,0,0,0,2,50.0,17,12:38,1,0,4,6,40.0
47,Joakim Nordstrom\nordsjo02,C,BOS,,FLA,L-SO,boxscore,1,0,1,0,0,1,0,0,0,0,0,0,3,33.3,18,13:10,1,1,0,1,0.0
48,David Pastrnak\pastrda01,RW,BOS,,FLA,L-SO,boxscore,1,0,1,0,0,1,0,0,0,0,0,0,8,12.5,23,21:55,0,0,0,0,
49,Tomas Tatar\tatarto01,C,MTL,,CBJ,W,boxscore,1,0,1,0,0,1,0,0,0,0,0,0,3,33.3,19,14:19,1,0,0,0,
50,Andreas Athanasiou\athanan01,C,DET,@,ANA,W,boxscore,1,0,1,-1,0,1,0,0,0,0,0,0,6,16.7,21,16:49,2,0,1,0,100.0
51,Mike Hoffman\hoffmmi02,C/LW,FLA,@,BOS,W,boxscore,1,0,1,-1,0,0,1,0,0,0,0,0,6,16.7,23,18:21,3,0,0,0,
52,Filip Hronek\hronefi01,D,DET,@,ANA,W,boxscore,1,0,1,-1,0,1,0,0,0,0,0,0,5,20.0,31,24:29,1,2,0,0,
53,Zack Kassian\kassiza01,RW,EDM,@,SJS,L,boxscore,1,0,1,-1,2,1,0,0,0,0,0,0,1,100.0,17,14:20,3,0,0,0,
54,Josh Mahura\mahurjo01,D,ANA,,DET,L-OT,boxscore,1,0,1,-1,0,1,0,0,0,0,0,0,2,50.0,25,17:48,0,2,0,0,
55,Justin Schultz\schulju01,D,PIT,@,NYR,L-OT,boxscore,1,0,1,-1,0,1,0,0,0,0,0,0,4,25.0,25,19:45,0,1,0,0,
56,Jakob Silfverberg\silfvja01,LW,ANA,,DET,L-OT,boxscore,1,0,1,-1,0,1,0,0,0,0,0,0,2,50.0,23,17:06,0,0,2,0,100.0
57,Frank Vatrano\vatrafr01,LW,FLA,@,BOS,W,boxscore,1,0,1,-1,0,0,1,0,0,0,0,0,5,20.0,20,19:20,1,0,0,0,
58,Brent Burns\burnsbr01,D/RW,SJS,,EDM,W,boxscore,1,0,1,-2,0,1,0,0,0,0,0,0,3,33.3,28,24:20,0,2,0,0,
59,Brenden Dillon\dillobr01,D,SJS,,EDM,W,boxscore,0,1,1,3,0,0,0,0,0,1,0,0,0,,26,16:05,2,0,0,0,
60,Pavel Buchnevich\buchnpa01,LW,NYR,,PIT,W,boxscore,0,1,1,2,0,0,0,0,0,1,0,0,2,0.0,21,16:36,2,0,0,0,
61,Phillip Danault\danauph01,LW,MTL,,CBJ,W,boxscore,0,1,1,2,0,0,0,0,0,1,0,0,1,0.0,29,22:35,0,0,18,7,72.0
62,Tim Heed\heedti01,D,SJS,,EDM,W,boxscore,0,1,1,2,0,0,0,0,0,1,0,0,0,,23,15:44,2,3,0,1,0.0
63,Marcus Sorensen\sorenma01,RW,SJS,,EDM,W,boxscore,0,1,1,2,0,0,0,0,0,1,0,0,0,,24,16:23,1,0,0,0,
64,Joe Thornton\thornjo01,C,SJS,,EDM,W,boxscore,0,1,1,2,0,0,0,0,0,1,0,0,1,0.0,22,16:55,0,1,6,10,37.5
65,Shea Weber\webersh01,D,MTL,,CBJ,W,boxscore,0,1,1,2,4,0,0,0,0,1,0,0,3,0.0,30,23:36,2,3,0,0,
66,Cam Atkinson\atkinca01,RW,CBJ,@,MTL,L-SO,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,2,0.0,26,21:20,0,2,1,0,100.0
67,Ivan Barbashev\barbaiv01,C,STL,,ARI,L-SO,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,0,,16,12:37,1,0,2,2,50.0
68,Emil Bemstrom\bemstem01,C,CBJ,@,MTL,L-SO,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,2,0.0,14,10:13,3,0,0,0,
69,Filip Chytil\chytifi01,C,NYR,,PIT,W,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,1,0.0,19,15:13,0,0,2,4,33.3
70,Ian Cole\coleia01,D,COL,@,WPG,W,boxscore,0,1,1,1,2,0,0,0,0,1,0,0,2,0.0,23,16:11,1,3,0,0,
71,Charlie Coyle\coylech01,C/RW,BOS,,FLA,L-SO,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,4,0.0,22,19:13,0,0,1,0,100.0
72,Mattias Ekholm\ekholma01,D,NSH,@,VAN,L,boxscore,0,1,1,1,2,0,0,0,0,1,0,0,0,,28,22:30,1,1,0,0,
73,Dante Fabbro\fabbrda01,D,NSH,@,VAN,L,boxscore,0,1,1,1,2,0,0,0,0,1,0,0,2,0.0,27,20:16,0,1,0,0,
74,Ryan Getzlaf\getzlry01,C,ANA,,DET,L-OT,boxscore,0,1,1,1,4,0,0,0,0,1,0,0,0,,22,16:47,1,2,9,9,50.0
75,Danton Heinen\heineda01,C/LW,BOS,,FLA,L-SO,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,1,0.0,21,20:27,0,0,0,0,
76,Alex Iafallo\iafalal01,C,LAK,,MIN,W,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,2,0.0,24,17:16,0,1,0,0,
77,Nazem Kadri\kadrina01,C,COL,@,WPG,W,boxscore,0,1,1,1,0,0,0,0,0,0,1,0,3,0.0,20,17:15,1,0,5,5,50.0
78,Riley Nash\nashri02,C,CBJ,@,MTL,L-SO,boxscore,0,1,1,1,2,0,0,0,0,1,0,0,0,,17,11:15,1,0,3,3,50.0
79,Artemi Panarin\panarar01,LW,NYR,,PIT,W,boxscore,0,1,1,1,2,0,0,0,0,1,0,0,3,0.0,21,19:44,1,0,0,0,
80,Alex Pietrangelo\pietral01,D,STL,,ARI,L-SO,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,3,0.0,30,26:30,0,0,0,0,
81,Brayden Schenn\schenbr01,C,STL,,ARI,L-SO,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,3,0.0,24,19:41,2,0,7,3,70.0
82,Oskar Sundqvist\sundqos01,C,STL,,ARI,L-SO,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,1,0.0,17,13:18,0,0,3,2,60.0
83,Nick Suzuki\suzukni01,C,MTL,,CBJ,W,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,0,,17,12:53,1,0,5,3,62.5
84,Sven Baertschi\baertsv01,LW,VAN,,NSH,W,boxscore,0,1,1,0,0,0,0,0,0,0,1,0,2,0.0,19,12:55,0,0,0,0,
85,Patrice Bergeron\bergepa01,C,BOS,,FLA,L-SO,boxscore,0,1,1,0,2,0,0,0,0,1,0,0,3,0.0,28,19:45,1,0,7,12,36.8
86,Anthony DeAngelo\deangan01,D,NYR,,PIT,W,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,0,,22,19:57,1,3,0,0,
87,Christian Dvorak\dvorach01,C,ARI,@,STL,W,boxscore,0,1,1,0,0,0,0,0,0,0,1,0,0,,21,13:53,0,1,4,2,66.7
88,Robby Fabbri\fabbrro01,C,DET,@,ANA,W,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,1,0.0,22,16:39,0,0,0,2,0.0
89,Mike Green\greenmi03,D,DET,@,ANA,W,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,4,0.0,28,23:51,1,4,0,0,
90,Ben Hutton\huttobe01,D,LAK,,MIN,W,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,1,0.0,20,18:26,1,1,0,0,
91,Ryan Johansen\johanry01,C,NSH,@,VAN,L,boxscore,0,1,1,0,0,0,0,0,0,0,1,0,3,0.0,23,18:38,0,0,8,9,47.1
92,Brendan Lemieux\lemiebr01,LW,NYR,,PIT,W,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,0,,19,15:06,3,3,0,1,0.0
93,Anthony Mantha\manthan01,RW,DET,@,ANA,W,boxscore,0,1,1,0,2,0,0,0,0,0,1,0,3,0.0,24,21:14,1,0,0,1,0.0
94,Brad Marchand\marchbr03,LW,BOS,,FLA,L-SO,boxscore,0,1,1,0,4,0,0,0,0,0,1,0,3,0.0,26,19:42,2,0,0,0,
95,Connor McDavid\mcdavco01,C,EDM,@,SJS,L,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,1,0.0,18,18:03,0,0,0,3,0.0
96,Victor Mete\metevi01,D,MTL,,CBJ,W,boxscore,0,1,1,0,2,0,0,0,0,1,0,0,1,0.0,27,18:27,0,1,0,0,
97,Joakim Nygard\nygarjo01,F,EDM,@,SJS,L,boxscore,0,1,1,0,2,0,0,0,0,1,0,0,2,0.0,18,12:29,0,0,0,0,
98,Marcus Pettersson\pettema01,D,PIT,@,NYR,L-OT,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,3,0.0,26,18:39,0,0,0,0,
99,Patrick Russell\russepa01,RW,EDM,@,SJS,L,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,1,0.0,18,14:25,1,3,1,1,50.0
100,Dominik Simon\simondo01,C,PIT,@,NYR,L-OT,boxscore,0,1,1,0,0,0,0,0,0,0,1,0,0,,24,15:40,0,0,0,0,
101,Tyler Toffoli\toffoty01,C,LAK,,MIN,W,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,5,0.0,25,18:59,0,0,0,0,
102,Viktor Arvidsson\arvidvi01,LW,NSH,@,VAN,L,boxscore,0,1,1,-1,0,0,0,0,0,1,0,0,2,0.0,21,16:43,0,0,0,0,
103,Brock Boeser\boesebr01,RW,VAN,,NSH,W,boxscore,0,1,1,-1,2,0,0,0,0,1,0,0,0,,26,18:47,1,0,0,0,
104,Madison Bowey\boweyma01,D,DET,@,ANA,W,boxscore,0,1,1,-1,0,0,0,0,0,1,0,0,2,0.0,23,16:55,0,0,0,0,
105,Matt Duchene\duchema01,C,NSH,@,VAN,L,boxscore,0,1,1,-1,0,0,0,0,0,1,0,0,2,0.0,20,17:23,0,0,4,7,36.4
106,Alexander Edler\edleral01,D,VAN,,NSH,W,boxscore,0,1,1,-1,0,0,0,0,0,0,1,0,2,0.0,25,24:09,3,1,0,0,
107,Valtteri Filppula\filppva01,C,DET,@,ANA,W,boxscore,0,1,1,-1,0,0,0,0,0,1,0,0,1,0.0,25,17:31,0,1,14,6,70.0
108,Roman Josi\josiro01,D,NSH,@,VAN,L,boxscore,0,1,1,-1,0,0,0,0,0,0,1,0,6,0.0,29,26:08,1,4,0,0,
109,Josh Leivo\leivojo01,LW,VAN,,NSH,W,boxscore,0,1,1,-1,0,0,0,0,0,1,0,0,2,0.0,26,16:15,1,1,1,0,100.0
110,Evgeni Malkin\malkiev01,C,PIT,@,NYR,L-OT,boxscore,0,1,1,-1,0,0,0,0,0,1,0,0,3,0.0,25,18:25,0,1,10,4,71.4
111,Radim Simek\simekra01,D,SJS,,EDM,W,boxscore,0,1,1,-1,0,0,0,0,0,1,0,0,1,0.0,25,20:00,3,1,0,0,
112,Ethan Bear\bearet01,D,EDM,@,SJS,L,boxscore,0,1,1,-2,0,0,0,0,0,1,0,0,2,0.0,31,25:02,1,0,0,0,
113,Dustin Brown\browndu01,RW,LAK,,MIN,W,boxscore,0,0,0,2,0,0,0,0,0,0,0,0,1,0.0,23,18:00,1,0,1,0,100.0
114,Drew Doughty\doughdr01,D,LAK,,MIN,W,boxscore,0,0,0,2,0,0,0,0,0,0,0,0,2,0.0,27,26:15,4,4,0,0,
115,Kevin Labanc\labanke01,RW,SJS,,EDM,W,boxscore,0,0,0,2,0,0,0,0,0,0,0,0,2,0.0,20,15:56,0,0,0,0,
116,Ryan Lindgren\lindgry01,D,NYR,,PIT,W,boxscore,0,0,0,2,0,0,0,0,0,0,0,0,2,0.0,22,17:06,3,1,0,0,
117,Nick Ritchie\ritchni01,LW,ANA,,DET,L-OT,boxscore,0,0,0,2,2,0,0,0,0,0,0,0,2,0.0,19,15:17,0,0,0,0,
118,Chris Tanev\tanevch01,D,VAN,,NSH,W,boxscore,0,0,0,2,0,0,0,0,0,0,0,0,0,,26,20:43,1,4,0,0,
119,Michael Amadio\amadimi01,C,LAK,,MIN,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,20,16:14,0,0,0,4,0.0
120,Connor Clifton\cliftco01,D,BOS,,FLA,L-SO,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,0,,20,14:14,2,1,0,0,
121,Evgenii Dadonov\dadonev01,RW,FLA,@,BOS,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,4,0.0,23,20:57,1,0,0,0,
122,Jonathan Drouin\drouijo01,LW,MTL,,CBJ,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,2,0.0,24,19:52,1,0,0,0,
123,Samuel Girard\girarsa01,D,COL,@,WPG,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,0,,25,20:19,0,0,0,0,
124,Ryan Graves\gravery01,D,COL,@,WPG,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,3,0.0,22,19:36,3,2,0,0,
125,Matt Grzelcyk\grzelma01,D,BOS,,FLA,L-SO,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,5,0.0,27,23:08,3,0,0,0,
126,Bo Horvat\horvabo01,C,VAN,,NSH,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,0,,32,27:06,0,4,15,14,51.7
127,Quinn Hughes\hughequ01,D,VAN,,NSH,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,2,0.0,23,19:17,0,0,0,0,
128,Erik Johnson\johnser01,D,COL,@,WPG,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,0,,26,23:24,2,2,0,0,
129,Jacob Larsson\larssja01,D,ANA,,DET,L-OT,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,0,,27,21:07,2,1,0,0,
130,Mackenzie MacEachern\maceama01,LW,STL,,ARI,L-SO,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,0,,13,10:10,2,0,0,0,
131,J.T. Miller\millejt01,C,VAN,,NSH,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,2,0.0,25,19:10,1,0,4,1,80.0
132,Valeri Nichushkin\nichuva01,RW,COL,@,WPG,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,0,,20,15:31,1,0,0,0,
133,Matthew Nieto\nietoma01,LW,COL,@,WPG,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,0,,21,17:10,0,0,0,0,
134,Jeff Petry\petryje01,D,MTL,,CBJ,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,29,32:12,1,3,0,0,
135,Robert Thomas\thomaro01,C,STL,,ARI,L-SO,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,22,18:30,0,0,0,4,0.0
136,Marc-Edouard Vlasic\vlasima01,D,SJS,,EDM,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,0,,27,17:41,0,0,0,0,
137,Noel Acciari\acciano01,C,FLA,@,BOS,W,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,2,0.0,20,12:50,1,0,5,5,50.0
138,Lias Andersson\anderli01,C,NYR,,PIT,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,12,8:09,2,0,0,2,0.0
139,Zach Aston-Reese\astonza01,C,PIT,@,NYR,L-OT,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,21,15:06,3,0,0,0,
140,Mark Barberio\barbema01,D,COL,@,WPG,W,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,0,,23,17:26,1,0,0,0,
141,Nathan Beaulieu\beaulna01,D,WPG,,COL,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,19,17:55,2,0,0,0,
142,Jordie Benn\bennjo01,D,VAN,,NSH,W,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,0,,18,16:11,2,0,0,0,
143,Matt Benning\bennima01,D,EDM,@,SJS,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,27,20:40,2,0,0,0,
144,Alex Biega\biegaal01,D,DET,@,ANA,W,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,0,,19,11:22,1,0,0,0,
145,Oliver Bjorkstrand\bjorkol01,RW,CBJ,@,MTL,L-SO,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,24,18:32,1,0,0,0,
146,Sammy Blais\blaissa01,LW,STL,,ARI,L-SO,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,3,0.0,16,15:26,4,0,0,0,
147,Teddy Blueger\bluegte01,C,PIT,@,NYR,L-OT,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,21,17:53,7,2,5,8,38.5
148,Nick Bonino\boninni01,C,NSH,@,VAN,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,23,16:05,0,0,6,3,66.7
149,Jay Bouwmeester\bouwmja01,D,STL,,ARI,L-SO,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,25,22:00,0,0,0,0,
150,Tyler Bozak\bozakty01,C,STL,,ARI,L-SO,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,23,18:54,2,0,7,4,63.6
151,Jonas Brodin\brodijo01,D,MIN,@,LAK,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,25,21:14,0,2,0,0,
152,Andre Burakovsky\burakan01,LW,COL,@,WPG,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,18,15:37,0,3,0,0,
153,Brandon Carlo\carlobr01,D,BOS,,FLA,L-SO,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,26,21:29,1,0,0,0,
154,Jakob Chychrun\chychja01,D,ARI,@,STL,W,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,0,,30,26:30,0,1,0,0,
155,Kyle Clifford\cliffky01,LW,LAK,,MIN,W,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,0,,18,9:56,0,0,0,0,
156,J.T. Compher\comphj.01,LW,COL,@,WPG,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,21,16:06,0,0,3,4,42.9
157,Nick Cousins\cousini01,C,MTL,,CBJ,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,16,11:12,2,0,0,1,0.0
158,Lawson Crouse\crousla01,LW,ARI,@,STL,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,23,16:11,2,0,0,1,0.0
159,Jacob de La Rose\delarja01,LW,STL,,ARI,L-SO,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,11,10:23,1,0,0,0,
160,Jason Demers\demerja01,D,ARI,@,STL,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,30,22:44,0,3,0,0,
161,Nicolas Deslauriers\deslani01,LW,ANA,,DET,L-OT,boxscore,0,0,0,0,5,0,0,0,0,0,0,0,0,,14,9:04,3,1,0,0,
162,Ryan Donato\donatry01,C,MIN,@,LAK,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,13,9:54,1,0,0,0,
163,Pierre-Luc Dubois\duboipi01,LW,CBJ,@,MTL,L-SO,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,24,21:07,0,1,5,9,35.7
164,Vince Dunn\dunnvi02,D,STL,,ARI,L-SO,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,19,16:40,0,0,0,0,
165,Nikolaj Ehlers\ehlerni01,LW,WPG,,COL,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,20,17:01,0,0,0,0,
166,Christoffer Ehn\ehnch01,C,DET,@,ANA,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,11,10:41,1,0,5,2,71.4
167,Oliver Ekman-Larsson\ekmanol01,D,ARI,@,STL,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,29,24:18,2,1,0,0,
168,Loui Eriksson\erikslo01,LW,VAN,,NSH,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,14,8:00,0,1,0,0,
