,,,,,,,,Scoring,Scoring,Scoring,,,Goals,Goals,Goals,Goals,Assists,Assists,Assists,,,,,,,,,
59,Pat Maroon\maroopa01,LW,TBL,,NYR,W,boxscore,1,0,1,0,12,1,0,0,0,0,0,0,3,33.3,20,12:45,0,0,0,0,
60,Jordan Staal\staaljo01,C,CAR,@,BUF,W,boxscore,1,0,1,0,0,1,0,0,0,0,0,0,6,16.7,26,17:43,1,0,12,9,57.1
61,Troy Stecher\stechtr01,D,VAN,,DAL,L,boxscore,1,0,1,-1,2,1,0,0,0,0,0,0,2,50.0,23,13:12,0,0,0,0,
62,Jake Virtanen\virtaja01,RW,VAN,,DAL,L,boxscore,1,0,1,-3,0,1,0,0,0,0,0,0,4,25.0,20,13:19,2,0,0,0,
63,Erik Karlsson\karlser01,D,SJS,@,ANA,W,boxscore,0,1,1,3,0,0,0,0,0,0,1,0,0,,31,25:31,0,1,0,0,
64,Barclay Goodrow\goodrba01,RW,SJS,@,ANA,W,boxscore,0,1,1,2,0,0,0,0,0,1,0,0,4,0.0,25,16:09,1,1,3,4,42.9
65,Conor Sheary\shearco01,LW,BUF,,CAR,L-OT,boxscore,0,1,1,2,0,0,0,0,0,1,0,0,1,0.0,17,13:12,0,0,0,0,
66,Jamie Benn\bennja01,LW,DAL,@,VAN,W,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,3,0.0,26,17:43,2,0,4,0,100.0
67,Jonas Brodin\brodijo01,D,MIN,,ARI,W,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,3,0.0,28,23:50,1,1,0,0,
68,Andrew Copp\coppan01,C,WPG,@,FLA,W,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,2,0.0,23,20:03,3,0,0,0,
69,Drew Doughty\doughdr01,D,LAK,,DET,W,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,1,0.0,26,24:56,1,0,0,0,
70,Joel Edmundson\edmunjo01,D,CAR,@,BUF,W,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,1,0.0,26,21:25,0,0,0,0,
71,Joel Eriksson Ek\eriksjo02,C,MIN,,ARI,W,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,1,0.0,21,16:53,1,0,4,4,50.0
72,Radek Faksa\faksara01,C,DAL,@,VAN,W,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,2,0.0,26,15:39,1,1,6,9,40.0
73,Nazem Kadri\kadrina01,C,COL,@,EDM,L,boxscore,0,1,1,1,2,0,0,0,0,1,0,0,6,0.0,22,18:55,1,1,9,4,69.2
74,Mikko Koivu\koivumi01,C,MIN,,ARI,W,boxscore,0,1,1,1,0,0,0,0,0,0,1,0,0,,25,17:48,0,1,11,9,55.0
75,Tanner Pearson\pearsta01,LW,VAN,,DAL,L,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,4,0.0,22,15:25,1,0,0,2,0.0
76,Tucker Poolman\poolmtu01,D,WPG,@,FLA,W,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,0,,25,19:50,1,3,0,0,
77,Carter Rowney\rowneca01,RW,ANA,,SJS,L,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,1,0.0,21,14:50,3,0,2,0,100.0
78,Matt Roy\royma04,D,LAK,,DET,W,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,1,0.0,22,17:16,1,1,0,0,
79,Mikhail Sergachev\sergami01,D,TBL,,NYR,W,boxscore,0,1,1,1,10,0,0,0,0,0,1,0,2,0.0,26,21:37,0,0,0,0,
80,Pavel Buchnevich\buchnpa01,LW,NYR,@,TBL,L,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,2,0.0,21,19:24,0,0,1,0,100.0
81,Brett Connolly\connobr01,RW,FLA,,WPG,L,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,2,0.0,17,15:43,0,0,0,0,
82,Kyle Connor\connoky01,LW,WPG,@,FLA,W,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,4,0.0,25,17:16,1,0,0,0,
83,Oliver Ekman-Larsson\ekmanol01,D,ARI,@,MIN,L,boxscore,0,1,1,0,2,0,0,0,0,1,0,0,2,0.0,25,21:39,1,0,0,0,
84,Erik Johnson\johnser01,D,COL,@,EDM,L,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,2,0.0,24,20:39,0,2,0,0,
85,Tyler Johnson\johnsty01,C,TBL,,NYR,W,boxscore,0,1,1,0,2,0,0,0,0,0,1,0,2,0.0,17,12:33,2,0,2,1,66.7
86,Phil Kessel\kesseph01,RW,ARI,@,MIN,L,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,2,0.0,21,17:34,0,0,0,1,0.0
87,Dylan Larkin\larkidy01,C,DET,@,LAK,L-OT,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,3,0.0,29,21:43,0,0,10,14,41.7
88,Ryan McDonagh\mcdonry01,D,TBL,,NYR,W,boxscore,0,1,1,0,5,0,0,0,0,1,0,0,0,,18,13:43,0,1,0,0,
89,Martin Necas\necasma01,C,CAR,@,BUF,W,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,1,0.0,18,12:47,0,0,0,1,0.0
90,Victor Olofsson\olofsvi01,RW,BUF,,CAR,L-OT,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,4,0.0,24,20:09,0,0,0,0,
91,Cedric Paquette\paquece01,C,TBL,,NYR,W,boxscore,0,1,1,0,2,0,0,0,0,1,0,0,2,0.0,22,14:29,2,0,9,6,60.0
92,Brett Pesce\pescebr01,D,CAR,@,BUF,W,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,0,,30,24:20,0,0,0,0,
93,Elias Pettersson\petteel01,C,VAN,,DAL,L,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,3,0.0,24,21:52,1,0,6,5,54.5
94,Brayden Point\pointbr01,C,TBL,,NYR,W,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,0,,18,13:36,0,1,9,5,64.3
95,Evan Rodrigues\rodriev01,C,BUF,,CAR,L-OT,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,2,0.0,22,15:24,1,0,6,4,60.0
96,Nick Schmaltz\schmani01,C,ARI,@,MIN,L,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,1,0.0,20,18:16,0,0,3,0,100.0
97,Sam Steel\steelsa01,C,ANA,,SJS,L,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,1,0.0,22,13:37,0,0,1,4,20.0
98,Sean Walker\walkese01,D,LAK,,DET,W,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,0,,26,23:06,1,2,0,0,
99,Jordie Benn\bennjo01,D,VAN,,DAL,L,boxscore,0,1,1,-1,5,0,0,0,0,1,0,0,0,,23,15:00,1,0,0,0,
100,Brian Boyle\boylebr01,C,FLA,,WPG,L,boxscore,0,1,1,-1,0,0,0,0,0,1,0,0,2,0.0,18,14:49,2,1,5,1,83.3
101,Libor Hajek\hajekli01,D,NYR,@,TBL,L,boxscore,0,1,1,-1,0,0,0,0,0,1,0,0,0,,26,19:51,0,1,0,0,
102,Adam Henrique\henriad01,C,ANA,,SJS,L,boxscore,0,1,1,-1,0,0,0,0,0,0,1,0,1,0.0,22,16:32,1,0,8,6,57.1
103,Bo Horvat\horvabo01,C,VAN,,DAL,L,boxscore,0,1,1,-1,2,0,0,0,0,1,0,0,2,0.0,25,20:44,0,1,11,14,44.0
104,Ryan Lindgren\lindgry01,D,NYR,@,TBL,L,boxscore,0,1,1,-1,4,0,0,0,0,1,0,0,1,0.0,25,16:47,1,0,0,0,
105,James Neal\nealja01,LW,EDM,,COL,W,boxscore,0,1,1,-1,0,0,0,0,0,0,1,0,1,0.0,17,15:10,1,0,0,0,
106,Jason Zucker\zuckeja01,LW,MIN,,ARI,W,boxscore,0,1,1,-1,2,0,0,0,0,0,1,0,0,,19,15:48,2,1,1,1,50.0
107,Anthony DeAngelo\deangan01,D,NYR,@,TBL,L,boxscore,0,0,0,3,2,0,0,0,0,0,0,0,0,,26,16:40,1,1,0,0,
108,Marc-Edouard Vlasic\vlasima01,D,SJS,@,ANA,W,boxscore,0,0,0,3,0,0,0,0,0,0,0,0,0,,33,23:14,0,1,0,0,
109,J.T. Compher\comphj.01,LW,COL,@,EDM,L,boxscore,0,0,0,2,0,0,0,0,0,0,0,0,1,0.0,23,16:43,0,0,1,4,20.0
110,Brandon Montour\montobr01,D,BUF,,CAR,L-OT,boxscore,0,0,0,2,0,0,0,0,0,0,0,0,1,0.0,27,22:42,1,1,0,0,
111,Jamie Oleksiak\oleksja01,D,DAL,@,VAN,W,boxscore,0,0,0,2,0,0,0,0,0,0,0,0,2,0.0,25,14:39,3,1,0,0,
112,Nathan Beaulieu\beaulna01,D,WPG,@,FLA,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,0,,19,16:05,0,0,0,0,
113,Dustin Brown\browndu01,RW,LAK,,DET,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,2,0.0,23,19:54,1,0,0,0,
114,Nicholas Caamano\caamani01,RW,DAL,@,VAN,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,0,,23,10:45,0,0,1,1,50.0
115,Anthony Cirelli\cirelan01,C,TBL,,NYR,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,0,,21,18:01,0,0,6,8,42.9
116,Evgenii Dadonov\dadonev01,RW,FLA,,WPG,L,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,23,21:11,1,1,0,0,
117,Rasmus Dahlin\dahlira01,D,BUF,,CAR,L-OT,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,2,0.0,23,21:16,0,1,0,0,
118,Jason Dickinson\dickija01,C,DAL,@,VAN,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,22,11:51,1,2,1,1,50.0
119,Mathew Dumba\dumbama01,D,MIN,,ARI,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,2,0.0,27,24:17,1,3,0,0,
120,Warren Foegele\foegewa01,LW,CAR,@,BUF,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,20,15:24,0,1,1,0,100.0
121,Brendan Guhle\guhlebr01,D,ANA,,SJS,L,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,2,0.0,25,19:32,2,0,0,0,
122,Korbinian Holzer\holzeko01,D,ANA,,SJS,L,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,0,,20,17:59,1,5,0,0,
123,Jonathan Huberdeau\huberjo01,C,FLA,,WPG,L,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,23,20:00,0,0,0,0,
124,Mathieu Joseph\josepma01,RW,TBL,,NYR,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,18,15:10,1,1,0,0,
125,Josh Leivo\leivojo01,LW,VAN,,DAL,L,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,0,,20,16:14,0,0,0,1,0.0
126,Mathieu Perreault\perrema01,C,WPG,@,FLA,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,2,0.0,18,13:27,0,2,0,0,
127,Luca Sbisa\sbisalu01,D,WPG,@,FLA,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,20,16:15,0,1,0,0,
128,Andrej Sekera\sekeran01,D,DAL,@,VAN,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,0,,27,19:27,0,1,0,0,
129,Ryan Strome\stromry01,C,NYR,@,TBL,L,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,0,,28,21:18,0,0,6,10,37.5
130,Andreas Athanasiou\athanan01,C,DET,@,LAK,L-OT,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,21,14:59,0,0,0,1,0.0
131,Sven Baertschi\baertsv01,LW,VAN,,DAL,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,18,11:23,0,0,0,0,
132,Ethan Bear\bearet01,D,EDM,,COL,W,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,24,17:09,1,1,0,0,
133,Matt Benning\bennima01,D,EDM,,COL,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,22,18:21,3,2,0,0,
134,Alex Biega\biegaal01,D,DET,@,LAK,L-OT,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,19,12:42,2,0,0,0,
135,Brock Boeser\boesebr01,RW,VAN,,DAL,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,23,23:12,1,0,0,2,0.0
136,Madison Bowey\boweyma01,D,DET,@,LAK,L-OT,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,27,21:41,2,0,0,0,
137,Josh Brown\brownjo01,D,FLA,,WPG,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,13,10:44,2,0,0,0,
138,Matt Calvert\calvema01,LW,COL,@,EDM,L,boxscore,0,0,0,0,5,0,0,0,0,0,0,0,1,0.0,19,13:20,0,0,2,0,100.0
139,Jeff Carter\carteje01,C,LAK,,DET,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,24,18:33,1,0,11,5,68.8
140,Erik Cernak\cernaer01,D,TBL,,NYR,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,6,0.0,23,20:04,5,3,0,0,
141,Alex Chiasson\chiasal01,RW,EDM,,COL,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,17,12:52,1,0,0,0,
142,Dennis Cholowski\cholode01,D,DET,@,LAK,L-OT,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,28,25:39,1,1,0,0,
143,Jakob Chychrun\chychja01,D,ARI,@,MIN,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,26,22:14,1,1,0,0,
144,Kyle Clifford\cliffky01,LW,LAK,,DET,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,13,9:36,2,0,0,0,
145,Ian Cole\coleia01,D,COL,@,EDM,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,19,15:28,2,1,0,0,
146,Kevin Connauton\connake01,D,COL,@,EDM,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,21,17:14,2,1,0,0,
147,Jason Demers\demerja01,D,ARI,@,MIN,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,24,17:16,1,0,0,0,
148,Nicolas Deslauriers\deslani01,LW,ANA,,SJS,L,boxscore,0,0,0,0,5,0,0,0,0,0,0,0,2,0.0,11,8:28,1,0,0,0,
149,Brenden Dillon\dillobr01,D,SJS,@,ANA,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,22,17:24,2,1,0,0,
150,Ryan Donato\donatry01,C,MIN,,ARI,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,14,8:20,0,0,0,0,
151,Christian Dvorak\dvorach01,C,ARI,@,MIN,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,21,17:45,0,0,7,2,77.8
152,Ryan Dzingel\dzingry01,C,CAR,@,BUF,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,18,13:44,1,0,0,1,0.0
153,Christoffer Ehn\ehnch01,C,DET,@,LAK,L-OT,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,17,10:14,0,0,3,3,50.0
154,Jack Eichel\eicheja01,C,BUF,,CAR,L-OT,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,26,25:05,1,0,10,14,41.7
155,Aaron Ekblad\ekblaaa01,D,FLA,,WPG,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,25,22:43,0,1,0,0,
156,Jonathan Ericsson\ericsjo01,D,DET,@,LAK,L-OT,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,29,20:40,0,1,0,0,
157,Loui Eriksson\erikslo01,LW,VAN,,DAL,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,12,5:58,0,0,0,0,
158,Christian Fischer\fischch01,RW,ARI,@,MIN,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,16,9:58,0,1,0,1,0.0
159,Adam Fox\foxad01,D,NYR,@,TBL,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,24,20:26,1,2,0,0,
160,Dylan Gambrell\gambrdy01,C,SJS,@,ANA,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,11,8:24,1,1,2,1,66.7
161,Rhett Gardner\gardnrh01,C/LW,DAL,@,VAN,W,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,0,,17,9:44,1,1,2,3,40.0
162,Samuel Girard\girarsa01,D,COL,@,EDM,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,23,19:45,0,0,0,0,
163,Zemgus Girgensons\girgeze01,C,BUF,,CAR,L-OT,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,16,12:35,0,1,1,2,33.3
164,Alex Goligoski\goligal01,D,ARI,@,MIN,L,boxscore,0,0,0,0,4,0,0,0,0,0,0,0,2,0.0,28,21:01,0,1,0,0,
165,Michael Grabner\grabnmi01,RW,ARI,@,MIN,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,18,10:48,0,0,0,0,
166,Derek Grant\grantde01,C,ANA,,SJS,L,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,18,14:24,1,0,7,1,87.5
167,Tyler Graovac\graovty01,C,VAN,,DAL,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,10,5:31,1,0,1,1,50.0
168,Ryan Graves\gravery01,D,COL,@,EDM,L,boxscore,0,0,0,0,6,0,0,0,0,0,0,0,4,0.0,26,17:12,3,0,0,0,
