,,,,,,,,Scoring,Scoring,Scoring,,,Goals,Goals,Goals,Goals,Assists,Assists,Assists,,,,,,,,,
169,David Gustafsson\gustada01,C,WPG,@,FLA,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,8,5:44,0,0,1,1,50.0
170,Gaetan Haas\haasga01,F,EDM,,COL,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,14,10:14,1,1,2,5,28.6
171,Ryan Hartman\hartmry01,RW,MIN,,ARI,W,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,6,0.0,18,10:04,1,0,0,0,
172,Darren Helm\helmda01,C/LW,DET,@,LAK,L-OT,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,0,,16,10:27,1,1,0,0,
173,Vinnie Hinostroza\hinosvi01,C,ARI,@,MIN,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,21,13:09,2,0,0,0,
174,Brett Howden\howdebr01,C,NYR,@,TBL,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,25,16:18,0,3,7,9,43.8
175,Quinn Hughes\hughequ01,D,VAN,,DAL,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,22,23:31,0,0,0,0,
176,Caleb Jones\jonesca01,D,EDM,,COL,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,19,14:40,0,1,0,0,
177,Tyson Jost\jostty01,C,COL,@,EDM,L,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,2,0.0,19,11:36,0,0,1,2,33.3
178,Vladislav Kamenev\kamenvl01,LW,COL,@,EDM,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,15,9:26,0,1,3,4,42.9
179,Melker Karlsson\karlsme01,C,SJS,@,ANA,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,20,13:12,1,1,0,0,
180,Clayton Keller\kellecl01,C,ARI,@,MIN,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,20,15:00,0,0,0,0,
181,Jujhar Khaira\khairju01,LW,EDM,,COL,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,22,15:16,2,0,0,0,
182,Dmitry Kulikov\kulikdm01,D,WPG,@,FLA,W,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,23,22:51,0,2,0,0,
183,Luke Kunin\kuninlu01,C,MIN,,ARI,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,21,15:47,2,1,0,4,0.0
184,Kevin Labanc\labanke01,RW,SJS,@,ANA,W,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,3,0.0,24,15:48,0,0,0,0,
185,Brendan Lemieux\lemiebr01,LW,NYR,@,TBL,L,boxscore,0,0,0,0,19,0,0,0,0,0,0,0,2,0.0,23,13:19,6,1,0,0,
186,Esa Lindell\lindees01,D,DAL,@,VAN,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,29,24:33,0,2,0,0,
187,Blake Lizotte\lizotbl01,C,LAK,,DET,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,20,16:44,1,1,6,3,66.7
188,Matt Luff\luffma01,RW,LAK,,DET,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,13,8:31,0,0,0,0,
189,Joona Luoto\luotojo01,F,WPG,@,FLA,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,4:50,0,2,0,0,
190,Cale Makar\makarca01,D,COL,@,EDM,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,25,22:02,0,0,0,0,
191,Alec Martinez\martial01,D,LAK,,DET,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,23,21:36,0,3,0,0,
192,Jake McCabe\mccabja01,D,BUF,,CAR,L-OT,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,23,18:48,0,0,0,0,
193,Dylan McIlrath\mcilrdy01,D,DET,@,LAK,L-OT,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,19,14:37,3,0,0,0,
194,Greg McKegg\mckeggr01,C,NYR,@,TBL,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,24,13:41,0,1,0,1,0.0
195,Tyler Myers\myersty01,D,VAN,,DAL,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,26,21:37,1,1,0,0,
196,Aaron Ness\nessaa01,D,ARI,@,MIN,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,17,15:26,0,0,0,0,
197,Valeri Nichushkin\nichuva01,RW,COL,@,EDM,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,18,14:45,0,0,0,0,
198,Frans Nielsen\nielsfr01,C,DET,@,LAK,L-OT,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,21,15:10,1,0,2,4,33.3
199,Joakim Nygard\nygarjo01,F,EDM,,COL,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,15,9:57,1,1,0,0,
200,Jordan Oesterle\oestejo01,D,ARI,@,MIN,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,19,19:34,2,0,0,0,
201,Kyle Okposo\okposky01,RW,BUF,,CAR,L-OT,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,0,,13,9:24,0,0,1,1,50.0
202,Brendan Perlini\perlibr01,LW,DET,@,LAK,L-OT,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,13,10:35,0,2,0,0,
203,Roman Polak\polakro01,D,DAL,@,VAN,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,27,18:24,0,5,0,0,
204,Nikolai Prokhorkin\prokhni01,LW,LAK,,DET,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,13,9:22,0,0,4,3,57.1
205,Dalton Prout\proutda01,D,SJS,@,ANA,W,boxscore,0,0,0,0,7,0,0,0,0,0,0,0,1,0.0,14,9:32,1,2,0,0,
206,Mark Pysyk\pysykma01,D,FLA,,WPG,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,12,10:50,2,0,0,0,
207,Lukas Radil\radillu01,C,SJS,@,ANA,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,11,8:15,0,0,0,1,0.0
208,Victor Rask\raskvi01,C,MIN,,ARI,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,16,8:55,0,0,3,3,50.0
209,Brad Richardson\richabr02,C,ARI,@,MIN,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,21,13:20,0,0,4,4,50.0
210,Rasmus Ristolainen\ristora01,D,BUF,,CAR,L-OT,boxscore,0,0,0,0,12,0,0,0,0,0,0,0,3,0.0,30,24:25,9,3,0,0,
211,Jack Roslovic\rosloja01,C,WPG,@,FLA,W,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,22,16:55,1,0,1,1,50.0
212,Kris Russell\russekr01,D,EDM,,COL,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,25,21:04,2,1,0,0,
213,Patrick Russell\russepa01,RW,EDM,,COL,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,20,13:47,0,0,0,0,
214,Joakim Ryan\ryanjo02,D,LAK,,DET,W,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,3,0.0,20,14:31,0,0,0,0,
215,Marco Scandella\scandma01,D,BUF,,CAR,L-OT,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,21,15:18,0,1,0,0,
216,Colton Sceviour\scevico01,C/RW,FLA,,WPG,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,12,9:15,1,1,0,0,
217,Logan Shaw\shawlo01,RW,WPG,@,FLA,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,4:41,0,1,1,0,100.0
218,Riley Sheahan\sheahri01,C,EDM,,COL,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,23,16:54,0,0,10,8,55.6
219,Jaccob Slavin\slavija01,D,CAR,@,BUF,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,30,24:20,0,1,0,0,
220,Givani Smith\smithgi01,RW,DET,@,LAK,L-OT,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,8,6:19,3,0,0,0,
221,Carl Soderberg\soderca01,C,ARI,@,MIN,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,22,17:10,1,1,1,9,10.0
222,Marcus Sorensen\sorenma01,RW,SJS,@,ANA,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,19,13:43,1,1,0,0,
223,Jared Spurgeon\spurgja01,D,MIN,,ARI,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,28,25:13,0,2,0,0,
224,Derek Stepan\stepade01,C,ARI,@,MIN,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,27,18:30,0,0,8,16,33.3
225,Ryan Suter\suterry01,D,MIN,,ARI,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,29,26:26,0,1,0,0,
226,Joe Thornton\thornjo01,C,SJS,@,ANA,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,17,13:07,0,0,5,6,45.5
227,Carter Verhaeghe\verhaca01,C,TBL,,NYR,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,16,11:20,1,0,0,0,
228,Austin Wagner\wagneau01,LW,LAK,,DET,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,16,12:51,2,0,0,0,
229,Blake Wheeler\wheelbl01,RW,WPG,@,FLA,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,26,19:36,2,1,5,9,35.7
230,Michael Amadio\amadimi01,C,LAK,,DET,W,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,0,,21,17:02,1,0,1,1,50.0
231,Josh Archibald\archijo01,RW,EDM,,COL,W,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,24,16:05,3,2,0,0,
232,Pierre-Edouard Bellemare\bellepi01,LW,COL,@,EDM,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,0,,16,13:01,1,1,5,4,55.6
233,Joonas Donskoi\donskjo01,RW,COL,@,EDM,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,25,20:17,1,1,0,0,
234,Alexander Edler\edleral01,D,VAN,,DAL,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,5,0.0,30,23:35,4,3,0,0,
235,Adam Erne\ernead01,LW,DET,@,LAK,L-OT,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,17,13:38,3,2,0,0,
236,Robby Fabbri\fabbrro01,C,DET,@,LAK,L-OT,boxscore,0,0,0,-1,2,0,0,0,0,0,0,0,1,0.0,22,18:02,0,0,1,0,100.0
237,Jesper Fast\fastje01,RW,NYR,@,TBL,L,boxscore,0,0,0,-1,4,0,0,0,0,0,0,0,1,0.0,22,14:47,1,0,0,0,
238,Taylor Fedun\fedunta01,D,DAL,@,VAN,W,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,25,14:39,0,1,0,0,
239,Valtteri Filppula\filppva01,C,DET,@,LAK,L-OT,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,26,20:26,0,2,3,10,23.1
240,Cam Fowler\fowleca01,D,ANA,,SJS,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,30,24:36,0,2,0,0,
241,Adam Gaudette\gaudead01,C,VAN,,DAL,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,4,0.0,22,14:31,0,0,1,3,25.0
242,Mike Green\greenmi03,D,DET,@,LAK,L-OT,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,27,23:18,0,3,0,0,
243,Erik Gudbranson\gudbrer01,D,ANA,,SJS,L,boxscore,0,0,0,-1,2,0,0,0,0,0,0,0,0,,24,15:52,0,1,0,0,
244,Denis Gurianov\guriade01,RW,DAL,@,VAN,W,boxscore,0,0,0,-1,5,0,0,0,0,0,0,0,1,0.0,23,13:39,0,0,0,0,
245,Brad Hunt\huntbr01,D,MIN,,ARI,W,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,16,10:29,0,0,0,0,
246,Dryden Hunt\huntdr01,LW,FLA,,WPG,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,0,,14,11:12,1,0,0,0,
247,Ben Hutton\huttobe01,D,LAK,,DET,W,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,15,15:03,0,0,0,0,
248,Jacob Larsson\larssja01,D,ANA,,SJS,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,24,19:02,1,0,0,0,
249,Nathan MacKinnon\mackina01,C,COL,@,EDM,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,3,0.0,24,20:36,0,1,5,10,33.3
250,Josh Mahura\mahurjo01,D,ANA,,SJS,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,0,,20,13:59,0,0,0,0,
251,Patrick Marleau\marlepa01,C,SJS,@,ANA,W,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,18,15:06,0,0,0,0,
252,Brock McGinn\mcginbr01,LW,CAR,@,BUF,W,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,18,11:01,0,0,0,0,
253,J.T. Miller\millejt01,C,VAN,,DAL,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,0,,27,24:29,2,1,3,6,33.3
254,Casey Mittelstadt\mitteca01,C,BUF,,CAR,L-OT,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,22,13:10,2,0,2,5,28.6
255,Matthew Nieto\nietoma01,LW,COL,@,EDM,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,0,,18,12:56,1,0,0,0,
256,Darnell Nurse\nurseda01,D,EDM,,COL,W,boxscore,0,0,0,-1,6,0,0,0,0,0,0,0,2,0.0,23,17:11,1,0,0,0,
257,Corey Perry\perryco01,RW,DAL,@,VAN,W,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,3,0.0,22,16:06,1,0,0,0,
258,Neal Pionk\pionkne01,D,WPG,@,FLA,W,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,4,0.0,24,23:47,1,1,0,0,
259,Sam Reinhart\reinhsa01,C,BUF,,CAR,L-OT,boxscore,0,0,0,-1,12,0,0,0,0,0,0,0,3,0.0,23,21:08,1,0,1,1,50.0
260,Radim Simek\simekra01,D,SJS,@,ANA,W,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,22,15:34,0,0,0,0,
261,Brady Skjei\skjeibr01,D,NYR,@,TBL,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,25,17:56,2,0,0,0,
262,Carson Soucy\soucyca01,D,MIN,,ARI,W,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,14,9:45,0,0,0,0,
263,Chris Tanev\tanevch01,D,VAN,,DAL,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,0,,24,16:51,0,2,0,0,
264,Troy Terry\terrytr01,C/RW,ANA,,SJS,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,0,,22,14:47,0,1,0,0,
265,Tyler Toffoli\toffoty01,C,LAK,,DET,W,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,23,17:48,0,0,0,0,
266,Jacob Trouba\troubja01,D,NYR,@,TBL,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,15,12:22,3,1,0,0,
267,T.J. Tynan\tynant.01,C,COL,@,EDM,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,14,10:30,0,0,0,0,
268,Jimmy Vesey\veseyji02,LW,BUF,,CAR,L-OT,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,0,,22,13:33,1,0,0,0,
269,Mats Zuccarello\zuccama01,LW,MIN,,ARI,W,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,18,16:39,0,0,1,0,100.0
270,Noel Acciari\acciano01,C,FLA,,WPG,L,boxscore,0,0,0,-2,0,0,0,0,0,0,0,0,3,0.0,18,15:44,1,1,7,4,63.6
271,Haydn Fleury\fleurha01,D,CAR,@,BUF,W,boxscore,0,0,0,-2,0,0,0,0,0,0,0,0,1,0.0,15,11:04,0,0,0,0,
272,Ryan Getzlaf\getzlry01,C,ANA,,SJS,L,boxscore,0,0,0,-2,0,0,0,0,0,0,0,0,5,0.0,26,21:03,2,3,3,8,27.3
273,Brian Gibbons\gibbobr02,C,CAR,@,BUF,W,boxscore,0,0,0,-2,2,0,0,0,0,0,0,0,0,,16,9:38,1,0,0,0,
274,Micheal Haley\haleymi01,C,NYR,@,TBL,L,boxscore,0,0,0,-2,24,0,0,0,0,0,0,0,1,0.0,11,4:09,0,0,0,0,
275,Erik Haula\haulaer01,LW,CAR,@,BUF,W,boxscore,0,0,0,-2,0,0,0,0,0,0,0,0,1,0.0,19,13:03,0,0,6,3,66.7
276,Ondrej Kase\kaseon01,RW,ANA,,SJS,L,boxscore,0,0,0,-2,0,0,0,0,0,0,0,0,3,0.0,17,13:52,0,0,0,0,
277,Denis Malgin\malgide01,C,FLA,,WPG,L,boxscore,0,0,0,-2,0,0,0,0,0,0,0,0,2,0.0,17,13:57,2,0,3,4,42.9
278,Nino Niederreiter\niedeni01,RW,CAR,@,BUF,W,boxscore,0,0,0,-2,0,0,0,0,0,0,0,0,0,,17,12:42,0,1,0,0,
279,Nick Ritchie\ritchni01,LW,ANA,,SJS,L,boxscore,0,0,0,-2,0,0,0,0,0,0,0,0,2,0.0,21,16:14,0,1,0,0,
280,Tim Schaller\schalti01,LW,VAN,,DAL,L,boxscore,0,0,0,-2,0,0,0,0,0,0,0,0,1,0.0,15,10:40,0,0,0,1,0.0
281,Eric Staal\staaler01,C,MIN,,ARI,W,boxscore,0,0,0,-2,0,0,0,0,0,0,0,0,2,0.0,21,15:51,0,0,12,3,80.0
282,Frank Vatrano\vatrafr01,LW,FLA,,WPG,L,boxscore,0,0,0,-2,0,0,0,0,0,0,0,0,1,0.0,13,11:02,0,0,0,0,
283,Lucas Wallmark\wallmlu01,C,CAR,@,BUF,W,boxscore,0,0,0,-2,0,0,0,0,0,0,0,0,2,0.0,17,11:50,0,1,6,5,54.5
284,Lias Andersson\anderli01,C,NYR,@,TBL,L,boxscore,0,0,0,-3,0,0,0,0,0,0,0,0,3,0.0,22,11:40,1,0,5,7,41.7
285,Jake Gardiner\gardija01,D,CAR,@,BUF,W,boxscore,0,0,0,-3,0,0,0,0,0,0,0,0,2,0.0,16,12:48,1,0,0,0,
286,Mike Matheson\mathemi01,D,FLA,,WPG,L,boxscore,0,0,0,-3,0,0,0,0,0,0,0,0,4,0.0,26,20:45,0,1,0,0,
287,Brendan Smith\smithbr05,D,NYR,@,TBL,L,boxscore,0,0,0,-3,0,0,0,0,0,0,0,0,0,,20,13:34,3,0,0,0,
288,Anton Stralman\stralan01,D,FLA,,WPG,L,boxscore,0,0,0,-3,0,0,0,0,0,0,0,0,1,0.0,28,20:39,0,2,0,0,
