,,,,,,,,Scoring,Scoring,Scoring,,,Goals,Goals,Goals,Goals,Assists,Assists,Assists,,,,,,,,,
51,Zach Parise\parisza01,LW,MIN,@,ANA,W,boxscore,1,0,1,0,0,1,0,0,0,0,0,0,2,50.0,19,15:32,0,0,0,1,0.0
52,Lucas Wallmark\wallmlu01,C,CAR,@,PHI,L,boxscore,1,0,1,0,0,1,0,0,0,0,0,0,2,50.0,25,17:09,2,1,5,9,35.7
53,Johnny Gaudreau\gaudrjo01,LW,CGY,,ARI,W,boxscore,1,0,1,-1,0,0,1,0,0,0,0,0,7,14.3,26,22:25,0,0,0,0,
54,Alex Iafallo\iafalal01,C,LAK,@,TOR,L,boxscore,1,0,1,-1,0,0,1,0,0,0,0,0,2,50.0,23,17:04,1,2,0,0,
55,Sean Kuraly\kuralse01,C,BOS,@,MTL,L,boxscore,1,0,1,-1,0,1,0,0,0,0,0,0,3,33.3,20,13:49,5,0,8,3,72.7
56,Rickard Rakell\rakelri01,RW,ANA,,MIN,L,boxscore,1,0,1,-1,0,1,0,0,0,0,0,0,7,14.3,22,16:11,1,0,0,0,
57,Brandon Saad\saadbr01,LW,CHI,@,SJS,L,boxscore,1,0,1,-1,2,1,0,0,0,0,0,0,3,33.3,21,15:42,1,0,1,1,50.0
58,David Pastrnak\pastrda01,RW,BOS,@,MTL,L,boxscore,1,0,1,-2,2,0,1,0,0,0,0,0,4,25.0,25,21:22,3,1,0,0,
59,Jared Spurgeon\spurgja01,D,MIN,@,ANA,W,boxscore,0,1,1,3,0,0,0,0,0,1,0,0,2,0.0,27,25:20,0,0,0,0,
60,Ryan Suter\suterry01,D,MIN,@,ANA,W,boxscore,0,1,1,3,0,0,0,0,0,1,0,0,5,0.0,27,25:55,1,1,0,0,
61,Artturi Lehkonen\lehkoar01,LW,MTL,,BOS,W,boxscore,0,1,1,2,0,0,0,0,0,1,0,0,0,,21,13:36,2,0,0,2,0.0
62,Esa Lindell\lindees01,D,DAL,,COL,W,boxscore,0,1,1,2,2,0,0,0,0,0,1,0,0,,28,25:28,0,2,0,0,
63,Scott Mayfield\mayfisc01,D,NYI,,OTT,W,boxscore,0,1,1,2,2,0,0,0,0,0,0,1,1,0.0,25,18:31,0,0,0,0,
64,Sammy Blais\blaissa01,LW,STL,@,VAN,W,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,1,0.0,15,11:43,2,0,0,0,
65,Gabriel Bourque\bourqga01,LW,WPG,,NJD,L-SO,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,1,0.0,9,6:19,4,1,0,0,
66,Brenden Dillon\dillobr01,D,SJS,,CHI,W,boxscore,0,1,1,1,0,0,0,0,0,0,0,1,0,,21,15:17,2,1,0,0,
67,Joel Eriksson Ek\eriksjo02,C,MIN,@,ANA,W,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,1,0.0,21,16:29,2,1,2,4,33.3
68,Taylor Fedun\fedunta01,D,DAL,,COL,W,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,0,,28,18:18,1,1,0,0,
69,Mario Ferraro\ferrama01,D,SJS,,CHI,W,boxscore,0,1,1,1,0,0,0,0,0,0,0,1,2,0.0,19,14:32,5,0,0,0,
70,Conor Garland\garlaco01,RW,ARI,@,CGY,L-OT,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,3,0.0,20,15:11,0,0,0,0,
71,Alex Goligoski\goligal01,D,ARI,@,CGY,L-OT,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,3,0.0,34,29:10,0,2,0,0,
72,Michael Grabner\grabnmi01,RW,ARI,@,CGY,L-OT,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,3,0.0,22,13:02,0,1,0,0,
73,Justin Holl\hollju01,D,TOR,,LAK,W,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,1,0.0,20,16:51,2,1,0,0,
74,Andreas Johnsson\johnsan01,LW,TOR,,LAK,W,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,2,0.0,22,17:01,2,0,0,0,
75,Vladislav Kamenev\kamenvl01,LW,COL,@,DAL,L,boxscore,0,1,1,1,2,0,0,0,0,1,0,0,1,0.0,19,11:25,0,1,3,4,42.9
76,John Klingberg\klingjo01,D,DAL,,COL,W,boxscore,0,1,1,1,0,0,0,0,0,0,1,0,0,,18,14:13,1,0,0,0,
77,Dean Kukan\kukande01,D,CBJ,,VEG,L,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,0,,20,14:28,0,0,0,0,
78,Luke Kunin\kuninlu01,C,MIN,@,ANA,W,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,0,,21,16:31,0,0,3,2,60.0
79,Josh Leivo\leivojo01,LW,VAN,,STL,L-OT,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,2,0.0,22,17:53,0,0,0,0,
80,Oskar Lindblom\lindbos01,LW,PHI,,CAR,W,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,2,0.0,22,16:02,1,0,2,2,50.0
81,Jonathan Marchessault\audymjo01,C,VEG,@,CBJ,W,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,2,0.0,18,17:21,0,1,1,0,100.0
82,Charlie McAvoy\mcavoch01,D,BOS,@,MTL,L,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,0,,27,19:56,3,1,0,0,
83,Philippe Myers\myersph01,D,PHI,,CAR,W,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,1,0.0,25,20:30,1,1,0,0,
84,Adam Pelech\pelecad01,D,NYI,,OTT,W,boxscore,0,1,1,1,2,0,0,0,0,1,0,0,0,,28,21:17,1,1,0,0,
85,Tyler Pitlick\pitlity01,C,PHI,,CAR,W,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,1,0.0,14,8:49,0,0,0,0,
86,Alexander Radulov\radulal01,RW,DAL,,COL,W,boxscore,0,1,1,1,4,0,0,0,0,1,0,0,1,0.0,20,16:03,0,0,1,2,33.3
87,Brayden Schenn\schenbr01,C,STL,@,VAN,W,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,2,0.0,20,18:54,0,0,2,5,28.6
88,Nick Schmaltz\schmani01,C,ARI,@,CGY,L-OT,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,0,,23,18:53,0,1,6,4,60.0
89,Tyler Seguin\seguity01,C,DAL,,COL,W,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,4,0.0,23,16:17,0,0,10,2,83.3
90,Andrew Shaw\shawan01,C,CHI,@,SJS,L,boxscore,0,1,1,1,2,0,0,0,0,1,0,0,5,0.0,17,15:46,3,0,1,2,33.3
91,Alex Steen\steenal01,C,STL,@,VAN,W,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,2,0.0,21,14:12,0,1,0,0,
92,Joe Thornton\thornjo01,C,SJS,,CHI,W,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,0,,17,16:09,0,0,4,8,33.3
93,Devon Toews\toewsde01,D,NYI,,OTT,W,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,7,0.0,26,21:06,1,0,0,0,
94,James van Riemsdyk\vanrija01,LW,PHI,,CAR,W,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,1,0.0,20,14:54,0,1,0,0,
95,Trevor van Riemsdyk\vanritr01,D,CAR,@,PHI,L,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,1,0.0,19,15:40,0,0,0,0,
96,Sami Vatanen\vatansa01,D,NJD,@,WPG,W,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,1,0.0,31,25:09,0,3,0,0,
97,Shea Weber\webersh01,D,MTL,,BOS,W,boxscore,0,1,1,1,2,0,0,0,0,1,0,0,2,0.0,34,23:57,1,4,0,0,
98,Jason Zucker\zuckeja01,LW,MIN,@,ANA,W,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,3,0.0,22,16:52,1,0,0,0,
99,Mikael Backlund\backlmi01,C,CGY,,ARI,W,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,2,0.0,29,19:30,0,0,12,7,63.2
100,Alex DeBrincat\debrial01,RW,CHI,@,SJS,L,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,1,0.0,17,21:31,0,2,0,0,
101,Noah Dobson\dobsono01,D,NYI,,OTT,W,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,2,0.0,21,16:59,0,0,0,0,
102,Nick Foligno\foligni01,LW,CBJ,,VEG,L,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,1,0.0,17,14:43,3,0,2,1,66.7
103,Brendan Gallagher\gallabr01,RW,MTL,,BOS,W,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,4,0.0,27,17:38,1,5,0,0,
104,Taylor Hall\hallta02,LW,NJD,@,WPG,W,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,2,0.0,25,23:02,1,0,0,0,
105,Joel Hanley\hanlejo01,D,DAL,,COL,W,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,2,0.0,20,11:01,0,1,0,0,
106,Nick Holden\holdeni01,D,VEG,@,CBJ,W,boxscore,0,1,1,0,0,0,0,0,0,0,0,1,4,0.0,23,18:01,0,0,0,0,
107,Patrick Kane\kanepa01,RW,CHI,@,SJS,L,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,2,0.0,20,23:35,2,0,0,0,
108,Mikko Koivu\koivumi01,C,MIN,@,ANA,W,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,1,0.0,22,17:33,0,2,6,12,33.3
109,Anze Kopitar\kopitan01,C,LAK,@,TOR,L,boxscore,0,1,1,0,0,0,0,0,0,0,1,0,2,0.0,25,20:27,1,0,7,3,70.0
110,Elias Lindholm\lindhel01,C,CGY,,ARI,W,boxscore,0,1,1,0,0,0,0,0,0,0,1,0,4,0.0,29,23:53,0,2,5,9,35.7
111,Cale Makar\makarca01,D,COL,@,DAL,L,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,2,0.0,22,22:53,0,0,0,0,
112,J.T. Miller\millejt01,C,VAN,,STL,L-OT,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,2,0.0,25,21:00,3,1,3,4,42.9
113,Josh Morrissey\morrijo04,D,WPG,,NJD,L-SO,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,1,0.0,29,24:55,0,1,0,0,
114,Vladislav Namestnikov\namesvl01,C,OTT,@,NYI,L,boxscore,0,1,1,0,0,0,0,0,0,0,0,1,2,0.0,22,19:06,0,0,0,1,0.0
115,Martin Necas\necasma01,C,CAR,@,PHI,L,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,2,0.0,22,16:54,1,1,0,1,0.0
116,Alex Pietrangelo\pietral01,D,STL,@,VAN,W,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,3,0.0,31,24:43,0,1,0,0,
117,Nick Ritchie\ritchni01,LW,ANA,,MIN,L,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,0,,20,17:08,2,0,0,0,
118,Sam Steel\steelsa01,C,ANA,,MIN,L,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,1,0.0,18,14:05,0,0,3,1,75.0
119,Derek Stepan\stepade01,C,ARI,@,CGY,L-OT,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,2,0.0,31,20:40,0,2,9,14,39.1
120,Joel Armia\armiajo01,RW,MTL,,BOS,W,boxscore,0,1,1,-1,0,0,0,0,0,1,0,0,3,0.0,20,15:02,2,0,0,0,
121,Dustin Brown\browndu01,RW,LAK,@,TOR,L,boxscore,0,1,1,-1,0,0,0,0,0,0,1,0,0,,23,17:13,2,0,0,0,
122,Shayne Gostisbehere\gostish01,D,PHI,,CAR,W,boxscore,0,1,1,-1,0,0,0,0,0,0,1,0,0,,25,19:22,0,1,0,0,
123,Adam Henrique\henriad01,C,ANA,,MIN,L,boxscore,0,1,1,-1,0,0,0,0,0,1,0,0,4,0.0,20,17:08,1,0,7,5,58.3
124,Phil Kessel\kesseph01,RW,ARI,@,CGY,L-OT,boxscore,0,1,1,-1,0,0,0,0,0,1,0,0,3,0.0,26,17:42,0,0,0,1,0.0
125,Chris Wagner\wagnech01,C,BOS,@,MTL,L,boxscore,0,1,1,-1,0,0,0,0,0,1,0,0,0,,20,13:59,2,0,1,2,33.3
126,Patrice Bergeron\bergepa01,C,BOS,@,MTL,L,boxscore,0,1,1,-2,2,0,0,0,0,0,1,0,1,0.0,24,18:11,1,1,10,8,55.6
127,Jakob Silfverberg\silfvja01,LW,ANA,,MIN,L,boxscore,0,1,1,-2,0,0,0,0,0,1,0,0,0,,23,19:00,0,0,0,0,
128,Jonathan Toews\toewsjo01,C,CHI,@,SJS,L,boxscore,0,1,1,-2,0,0,0,0,0,1,0,0,1,0.0,24,16:23,1,0,11,6,64.7
129,Torey Krug\krugto01,D,BOS,@,MTL,L,boxscore,0,1,1,-3,0,0,0,0,0,0,1,0,1,0.0,28,21:52,0,2,0,0,
130,Charlie Coyle\coylech01,C/RW,BOS,@,MTL,L,boxscore,0,0,0,2,0,0,0,0,0,0,0,0,0,,21,13:42,4,0,9,1,90.0
131,Travis Dermott\dermotr01,D,TOR,,LAK,W,boxscore,0,0,0,2,0,0,0,0,0,0,0,0,2,0.0,19,13:32,0,2,0,0,
132,Ivan Provorov\provoiv01,D,PHI,,CAR,W,boxscore,0,0,0,2,4,0,0,0,0,0,0,0,1,0.0,27,20:29,1,1,0,0,
133,Josh Anderson\anderjo05,RW,CBJ,,VEG,L,boxscore,0,0,0,1,2,0,0,0,0,0,0,0,1,0.0,21,14:20,1,0,0,0,
134,Mathew Barzal\barzama01,C,NYI,,OTT,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,21,17:42,0,0,1,2,33.3
135,Jamie Benn\bennja01,LW,DAL,,COL,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,21,16:57,1,1,2,4,33.3
136,Mark Borowiecki\borowma01,D,OTT,@,NYI,L,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,24,14:26,0,3,0,0,
137,Jay Bouwmeester\bouwmja01,D,STL,@,VAN,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,0,,31,23:54,1,2,0,0,
138,Johnny Boychuk\boychjo01,D,NYI,,OTT,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,25,17:38,2,2,0,0,
139,Cody Ceci\cecico01,D,TOR,,LAK,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,0,,23,20:32,3,0,0,0,
140,Jakob Chychrun\chychja01,D,ARI,@,CGY,L-OT,boxscore,0,0,0,1,2,0,0,0,0,0,0,0,6,0.0,31,23:38,0,0,0,0,
141,Michael Dal Colle\dalcomi01,LW,NYI,,OTT,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,19,12:43,2,0,0,0,
142,Phillip Danault\danauph01,LW,MTL,,BOS,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,3,0.0,29,19:28,0,0,8,9,47.1
143,Justin Dowling\dowliju01,C,DAL,,COL,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,0,,11,6:38,0,1,2,3,40.0
144,Alexander Edler\edleral01,D,VAN,,STL,L-OT,boxscore,0,0,0,1,6,0,0,0,0,0,0,0,2,0.0,30,23:56,1,1,0,0,
145,Joel Edmundson\edmunjo01,D,CAR,@,PHI,L,boxscore,0,0,0,1,4,0,0,0,0,0,0,0,1,0.0,17,13:47,2,1,0,0,
146,Marcus Foligno\foligma01,LW,MIN,@,ANA,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,22,17:04,3,0,0,0,
147,Frederik Gauthier\gauthfr01,C,TOR,,LAK,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,0,,14,8:36,1,0,2,2,50.0
148,Andy Greene\greenan01,D,NJD,@,WPG,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,2,0.0,28,20:10,0,0,0,0,
149,Matt Grzelcyk\grzelma01,D,BOS,@,MTL,L,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,2,0.0,27,20:14,2,2,0,0,
150,Erik Gustafsson\gustaer02,D,CHI,@,SJS,L,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,0,,22,21:39,0,3,0,0,
151,Barrett Hayton\haytoba01,C,ARI,@,CGY,L-OT,boxscore,0,0,0,1,4,0,0,0,0,0,0,0,2,0.0,17,9:05,1,0,0,0,
152,Korbinian Holzer\holzeko01,D,ANA,,MIN,L,boxscore,0,0,0,1,2,0,0,0,0,0,0,0,0,,23,15:24,3,2,0,0,
153,Mattias Janmark\janmama02,C,DAL,,COL,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,0,,17,8:31,1,0,0,0,
154,Erik Karlsson\karlser01,D,SJS,,CHI,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,0,,26,20:57,0,0,0,0,
155,Anders Lee\leean01,C,NYI,,OTT,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,21,16:34,2,1,0,0,
156,Adam Lowry\lowryad01,LW,WPG,,NJD,L-SO,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,24,15:28,1,0,11,6,64.7
157,Ilya Lyubushkin\lyubuil01,D,ARI,@,CGY,L-OT,boxscore,0,0,0,1,2,0,0,0,0,0,0,0,0,,20,9:51,1,0,0,0,
158,Brayden McNabb\mcnabbr01,D,VEG,@,CBJ,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,0,,25,23:28,1,0,0,0,
159,Trevor Moore\mooretr01,LW,TOR,,LAK,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,2,0.0,19,12:34,3,0,0,0,
160,Jake Muzzin\muzzija01,D,TOR,,LAK,W,boxscore,0,0,0,1,2,0,0,0,0,0,0,0,1,0.0,25,22:12,3,2,0,0,
161,Aaron Ness\nessaa01,D,ARI,@,CGY,L-OT,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,0,,20,11:00,1,0,0,0,
162,Colton Parayko\parayco01,D,STL,@,VAN,W,boxscore,0,0,0,1,2,0,0,0,0,0,0,0,3,0.0,34,24:12,0,1,0,0,
163,Joe Pavelski\paveljo01,C,DAL,,COL,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,4,0.0,28,21:54,0,2,13,4,76.5
164,Elias Pettersson\petteel01,C,VAN,,STL,L-OT,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,6,0.0,23,19:55,1,1,0,0,
165,Ryan Poehling\poehlry01,C,MTL,,BOS,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,0,,16,9:20,2,3,1,5,16.7
166,Morgan Rielly\riellmo01,D,TOR,,LAK,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,3,0.0,25,24:41,1,2,0,0,
167,Travis Sanheim\sanhetr01,D,PHI,,CAR,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,0,,25,20:30,0,1,0,0,
168,David Savard\savarda01,D,CBJ,,VEG,L,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,0,,28,19:11,1,4,0,0,
169,Nate Schmidt\schmina01,D,VEG,@,CBJ,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,0,,26,24:18,0,3,0,0,
