,,,,,,,,Scoring,Scoring,Scoring,,,Goals,Goals,Goals,Goals,Assists,Assists,Assists,,,,,,,,,
170,Nick Shore\shoreni01,C,TOR,,LAK,W,boxscore,0,0,0,1,2,0,0,0,0,0,0,0,0,,17,10:12,2,0,3,2,60.0
171,Nate Thompson\thompna01,C,MTL,,BOS,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,2,0.0,26,17:16,2,2,8,6,57.1
172,Marc-Edouard Vlasic\vlasima01,D,SJS,,CHI,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,2,0.0,24,18:46,0,0,0,0,
173,Cam Atkinson\atkinca01,RW,CBJ,,VEG,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,23,18:22,0,0,3,1,75.0
174,Tyson Barrie\barrity01,D,TOR,,LAK,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,26,18:06,1,0,0,0,
175,Nathan Beaulieu\beaulna01,D,WPG,,NJD,L-SO,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,0,,24,18:46,1,0,0,0,
176,Anthony Beauvillier\beauvan01,LW,NYI,,OTT,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,22,16:52,0,0,0,0,
177,Pierre-Edouard Bellemare\bellepi01,LW,COL,@,DAL,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,20,13:04,0,2,3,7,30.0
178,Emil Bemstrom\bemstem01,C,CBJ,,VEG,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,14,10:59,1,0,0,0,
179,Sam Bennett\bennesa01,C,CGY,,ARI,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,16,12:21,1,0,3,2,60.0
180,Lean Bergmann\bergmle01,F,SJS,,CHI,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,10,7:38,3,1,0,0,
181,Anthony Bitetto\bitetan01,D,WPG,,NJD,L-SO,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,19,16:57,5,2,0,0,
182,Mikkel Boedker\boedkmi01,RW,OTT,@,NYI,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,13,7:42,0,0,0,0,
183,Brock Boeser\boesebr01,RW,VAN,,STL,L-OT,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,24,21:57,0,0,0,0,
184,Jesper Boqvist\boqvije01,C,NJD,@,WPG,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,19,13:12,0,0,0,0,
185,Jonas Brodin\brodijo01,D,MIN,@,ANA,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,25,21:16,3,2,0,0,
186,Andre Burakovsky\burakan01,LW,COL,@,DAL,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,15,16:03,0,0,0,0,
187,Brent Burns\burnsbr01,D/RW,SJS,,CHI,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,25,25:56,1,0,0,0,
188,Drake Caggiula\caggidr01,LW,CHI,@,SJS,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,11,8:49,0,0,0,0,
189,William Carrier\carriwi01,LW,VEG,@,CBJ,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,13,8:27,3,0,0,0,
190,Jeff Carter\carteje01,C,LAK,@,TOR,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,24,18:17,1,0,5,8,38.5
191,Thomas Chabot\chaboth01,D,OTT,@,NYI,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,27,26:49,1,0,0,0,
192,Zdeno Chara\charazd01,D,BOS,@,MTL,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,25,17:54,0,1,0,0,
193,Blake Coleman\colembl01,C,NJD,@,WPG,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,21,16:20,1,1,0,3,0.0
194,Nick Cousins\cousini01,C,MTL,,BOS,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,20,14:43,2,0,0,1,0.0
195,Logan Couture\coutulo01,C,SJS,,CHI,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,19,17:47,0,0,4,6,40.0
196,Lawson Crouse\crousla01,LW,ARI,@,CGY,L-OT,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,21,15:00,0,1,0,2,0.0
197,Calvin de Haan\dehaaca01,D,CHI,@,SJS,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,22,18:53,3,2,0,0,
198,Michael Del Zotto\delzomi01,D,ANA,,MIN,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,24,20:51,5,1,0,0,
199,Max Domi\domima01,LW,MTL,,BOS,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,19,16:06,0,1,2,7,22.2
200,Ryan Donato\donatry01,C,MIN,@,ANA,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,13,9:19,1,0,0,0,
201,Drew Doughty\doughdr01,D,LAK,@,TOR,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,25,27:56,1,2,0,0,
202,Anthony Duclair\duclaan01,LW,OTT,@,NYI,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,22,18:55,0,0,0,0,
203,Mathew Dumba\dumbama01,D,MIN,@,ANA,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,25,21:28,0,2,0,0,
204,Vince Dunn\dunnvi02,D,STL,@,VAN,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,15,12:29,0,1,0,0,
205,Ryan Dzingel\dzingry01,C,CAR,@,PHI,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,21,16:42,0,0,0,0,
206,Cody Eakin\eakinco01,C,VEG,@,CBJ,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,18,15:01,0,0,5,7,41.7
207,Nikolaj Ehlers\ehlerni01,LW,WPG,,NJD,L-SO,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,22,16:27,1,0,0,0,
208,Oliver Ekman-Larsson\ekmanol01,D,ARI,@,CGY,L-OT,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,2,0.0,35,24:34,3,1,0,0,
209,Christian Fischer\fischch01,RW,ARI,@,CGY,L-OT,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,15,10:18,3,0,0,0,
210,Haydn Fleury\fleurha01,D,CAR,@,PHI,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,7:09,0,0,0,0,
211,Adam Gaudette\gaudead01,C,VAN,,STL,L-OT,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,16,12:52,0,2,0,0,
212,Vladislav Gavrikov\gavrivl01,D,CBJ,,VEG,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,21,15:36,2,0,0,0,
213,Brian Gibbons\gibbobr02,C,CAR,@,PHI,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,12,8:13,0,0,0,0,
214,Cody Glass\glassco01,C,VEG,@,CBJ,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,16,15:12,0,0,0,1,0.0
215,Derek Grant\grantde01,C,ANA,,MIN,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,14,11:17,0,0,6,4,60.0
216,Ryan Graves\gravery01,D,COL,@,DAL,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,17,15:20,2,1,0,0,
217,Jordan Greenway\greenjo02,LW,MIN,@,ANA,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,20,14:06,6,1,0,0,
218,Noah Gregor\gregono01,C,SJS,,CHI,W,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,2,0.0,14,8:52,1,0,0,3,0.0
219,Carl Grundstrom\grundca01,RW,LAK,@,TOR,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,18,14:01,1,0,0,0,
220,Carl Gunnarsson\gunnaca01,D,STL,@,VAN,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,24,15:04,0,0,0,0,
221,Denis Gurianov\guriade01,RW,DAL,,COL,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,6,0.0,20,16:26,1,0,0,0,
222,Nikita Gusev\gusevni01,LW,NJD,@,WPG,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,15,12:18,0,0,0,0,
223,David Gustafsson\gustada01,C,WPG,,NJD,L-SO,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,5:47,0,0,2,2,50.0
224,Nicolas Hague\hagueni01,D,VEG,@,CBJ,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,17,12:02,1,0,0,0,
225,Travis Hamonic\hamontr01,D,CGY,,ARI,W,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,28,21:21,1,2,0,0,
226,Ryan Hartman\hartmry01,RW,MIN,@,ANA,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,13,10:48,1,2,0,0,
227,Miro Heiskanen\heiskmi01,D,DAL,,COL,W,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,3,0.0,32,27:07,0,1,0,0,
228,Jack Hughes\hugheja03,C,NJD,@,WPG,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,15,12:35,0,0,1,7,12.5
229,Mark Jankowski\jankoma01,C,CGY,,ARI,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,14,9:00,0,0,2,2,50.0
230,Erik Johnson\johnser01,D,COL,@,DAL,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,22,21:15,0,4,0,0,
231,Ross Johnston\johnsro02,LW,NYI,,OTT,W,boxscore,0,0,0,0,14,0,0,0,0,0,0,0,0,,14,9:23,3,0,0,0,
232,Max Jones\jonesma03,LW,ANA,,MIN,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,11,9:41,0,0,1,0,100.0
233,Seth Jones\jonesse01,D,CBJ,,VEG,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,31,28:50,2,2,0,0,
234,Tyson Jost\jostty01,C,COL,@,DAL,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,19,14:52,1,0,1,2,33.3
235,David Kampf\kampfda01,C,CHI,@,SJS,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,15,13:42,0,0,4,3,57.1
236,Kasperi Kapanen\kapanka01,RW,TOR,,LAK,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,24,17:12,1,0,0,0,
237,Ondrej Kase\kaseon01,RW,ANA,,MIN,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,20,17:26,0,0,0,1,0.0
238,Ilya Kovalchuk\kovalil01,LW,LAK,@,TOR,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,20,14:27,0,1,0,1,0.0
239,Dmitry Kulikov\kulikdm01,D,WPG,,NJD,L-SO,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,27,22:08,0,3,0,0,
240,Patrik Laine\lainepa01,RW,WPG,,NJD,L-SO,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,25,18:18,2,0,0,1,0.0
241,Bryan Little\littlbr01,RW,WPG,,NJD,L-SO,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,19,12:58,1,0,5,4,55.6
242,Blake Lizotte\lizotbl01,C,LAK,@,TOR,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,16,12:19,1,0,4,3,57.1
243,Mackenzie MacEachern\maceama01,LW,STL,@,VAN,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,12,8:16,2,0,0,0,
244,Mitch Marner\marnemi01,RW,TOR,,LAK,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,25,20:07,0,1,0,3,0.0
245,Alec Martinez\martial01,D,LAK,@,TOR,L,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,2,0.0,27,24:29,0,2,0,0,
246,Brock McGinn\mcginbr01,LW,CAR,@,PHI,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,14,10:54,1,0,1,0,100.0
247,Jayson Megna\megnaja01,C,COL,@,DAL,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,4:54,0,1,0,0,
248,Jonathon Merrill\merrijo01,D,VEG,@,CBJ,W,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,23,18:48,0,1,0,0,
249,Ilya Mikheyev\mikheil01,F,TOR,,LAK,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,20,14:24,3,0,0,0,
250,Sonny Milano\milanso01,LW,CBJ,,VEG,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,17,14:36,0,1,0,0,
251,Riley Nash\nashri02,C,CBJ,,VEG,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,14,9:28,0,1,2,0,100.0
252,Brock Nelson\nelsobr01,C,NYI,,OTT,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,24,16:03,2,1,5,6,45.5
253,Tomas Nosek\nosekto01,C,VEG,@,CBJ,W,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,0,,13,11:05,0,0,0,0,
254,Ryan O'Reilly\oreilry01,C,STL,@,VAN,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,23,20:48,0,0,10,12,45.5
255,Jamie Oleksiak\oleksja01,D,DAL,,COL,W,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,2,0.0,24,17:39,4,1,0,0,
256,Kyle Palmieri\palmiky01,RW,NJD,@,WPG,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,25,19:49,1,2,0,0,
257,Tanner Pearson\pearsta01,LW,VAN,,STL,L-OT,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,24,17:14,0,0,0,0,
258,Mathieu Perreault\perrema01,C,WPG,,NJD,L-SO,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,13,10:11,2,0,1,0,100.0
259,Nic Petan\petanni01,C,TOR,,LAK,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,17,12:57,1,0,0,0,
260,Neal Pionk\pionkne01,D,WPG,,NJD,L-SO,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,29,23:28,1,0,0,0,
261,Alan Quine\quineal01,C,CGY,,ARI,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,14,9:57,3,0,1,0,100.0
262,Lukas Radil\radillu01,C,SJS,,CHI,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,8:41,2,0,0,0,
263,Michael Raffl\rafflmi01,LW,PHI,,CAR,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,24,13:53,1,0,1,0,100.0
264,Ryan Reaves\reavery01,RW,VEG,@,CBJ,W,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,0,,13,7:45,1,0,0,2,0.0
265,Tobias Rieder\riedeto01,C,CGY,,ARI,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,12,8:36,1,0,1,2,33.3
266,Brett Ritchie\ritchbr01,RW,BOS,@,MTL,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,12,8:15,3,0,0,0,
267,Kevin Rooney\rooneke01,C,NJD,@,WPG,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,16,11:52,0,0,5,5,50.0
268,Jack Roslovic\rosloja01,C,WPG,,NJD,L-SO,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,4,0.0,24,16:33,0,0,2,0,100.0
269,Carter Rowney\rowneca01,RW,ANA,,MIN,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,13,10:36,1,2,0,0,
270,Nicolas Roy\royni01,C,VEG,@,CBJ,W,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,13,8:53,0,1,2,1,66.7
271,German Rubtsov\rubtsge01,C,PHI,,CAR,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,11,7:52,0,2,2,2,50.0
272,Derek Ryan\ryande01,C,CGY,,ARI,W,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,18,12:36,0,2,3,3,50.0
273,Luca Sbisa\sbisalu01,D,WPG,,NJD,L-SO,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,21,15:58,1,0,0,0,
274,Damon Severson\severda01,D,NJD,@,WPG,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,28,24:38,0,0,0,0,
275,Kole Sherwood\sherwko01,RW,CBJ,,VEG,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,8,5:23,2,0,0,0,
276,Radim Simek\simekra01,D,SJS,,CHI,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,22,20:37,4,3,0,0,
277,Wayne Simmonds\simmowa01,RW,NJD,@,WPG,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,18,16:04,1,0,0,0,
278,Carl Soderberg\soderca01,C,ARI,@,CGY,L-OT,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,3,0.0,24,18:51,0,0,5,9,35.7
279,Marcus Sorensen\sorenma01,RW,SJS,,CHI,W,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,4,0.0,19,16:49,0,0,0,0,
280,Jordan Staal\staaljo01,C,CAR,@,PHI,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,25,19:34,1,0,13,7,65.0
281,Dylan Strome\stromdy01,C,CHI,@,SJS,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,18,20:25,1,0,7,4,63.6
282,P.K. Subban\subbapk01,D,NJD,@,WPG,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,32,26:10,0,1,0,0,
283,Oskar Sundqvist\sundqos01,C,STL,@,VAN,W,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,2,0.0,20,14:50,0,0,0,1,0.0
284,Brandon Sutter\suttebr03,C/RW,VAN,,STL,L-OT,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,23,15:48,1,0,5,7,41.7
285,Nick Suzuki\suzukni01,C,MTL,,BOS,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,18,13:12,0,2,1,1,50.0
286,Chris Tanev\tanevch01,D,VAN,,STL,L-OT,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,25,16:57,0,2,0,0,
287,John Tavares\tavarjo01,C,TOR,,LAK,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,22,18:00,0,2,5,4,55.6
288,Shea Theodore\theodsh01,D,VEG,@,CBJ,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,24,18:05,0,0,0,0,
289,Robert Thomas\thomaro01,C,STL,@,VAN,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,15,13:04,0,0,1,1,50.0
290,Chris Tierney\tiernch01,C,OTT,@,NYI,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,22,16:03,0,1,3,4,42.9
291,Tyler Toffoli\toffoty01,C,LAK,@,TOR,L,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,2,0.0,22,15:50,0,0,0,1,0.0
292,Carsen Twarynski\twaryca01,F,PHI,,CAR,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,15,11:30,3,2,0,0,
293,Jake Virtanen\virtaja01,RW,VAN,,STL,L-OT,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,20,13:07,1,0,0,0,
294,Miles Wood\woodmi01,LW,NJD,@,WPG,W,boxscore,0,0,0,0,2,0,0,0,0,0,0,0,4,0.0,19,14:09,1,1,0,0,
295,Pavel Zacha\zachapa01,C,NJD,@,WPG,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,20,14:33,0,0,3,2,60.0
296,Nikita Zaitsev\zaitsni01,D,OTT,@,NYI,L,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,25,22:08,0,3,0,0,
297,Travis Zajac\zajactr01,C,NJD,@,WPG,W,boxscore,0,0,0,0,0,0,0,0,0,0,0,0,0,,22,17:00,0,0,6,6,50.0
298,Artem Anisimov\anisiar01,C,OTT,@,NYI,L,boxscore,0,0,0,-1,2,0,0,0,0,0,0,0,1,0.0,20,14:01,1,0,3,3,50.0
299,Ivan Barbashev\barbaiv01,C,STL,@,VAN,W,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,17,12:47,2,1,0,2,0.0
300,Jay Beagle\beaglja01,RW/C,VAN,,STL,L-OT,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,17,11:19,1,0,5,4,55.6
301,J.C. Beaudin\beaudje01,C,OTT,@,NYI,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,0,,14,8:06,2,0,3,0,100.0
302,Jordie Benn\bennjo01,D,VAN,,STL,L-OT,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,23,17:29,0,0,0,0,
303,Derick Brassard\brassde01,C,NYI,,OTT,W,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,0,,21,14:29,1,1,0,1,0.0
304,Justin Braun\braunju01,D,PHI,,CAR,W,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,0,,25,16:07,0,0,0,0,
305,T.J. Brodie\broditj01,D,CGY,,ARI,W,boxscore,0,0,0,-1,2,0,0,0,0,0,0,0,2,0.0,23,14:11,1,2,0,0,
306,Connor Brown\brownco02,RW,OTT,@,NYI,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,26,17:37,0,2,0,0,
307,Will Butcher\butchwi01,D,NJD,@,WPG,W,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,0,,19,14:06,0,1,0,0,
308,Matt Calvert\calvema01,LW,COL,@,DAL,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,21,15:59,0,2,0,1,0.0
309,Ryan Carpenter\carpery01,C,CHI,@,SJS,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,17,14:44,0,0,5,5,50.0
310,Andrew Cogliano\coglian01,LW/C,DAL,,COL,W,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,0,,21,11:16,1,0,0,0,
311,Ian Cole\coleia01,D,COL,@,DAL,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,0,,18,13:26,0,0,0,0,
312,Blake Comeau\comeabl01,RW,DAL,,COL,W,boxscore,0,0,0,-1,6,0,0,0,0,0,0,0,3,0.0,23,12:31,1,0,0,0,
313,Kyle Connor\connoky01,LW,WPG,,NJD,L-SO,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,29,23:42,0,2,0,0,
314,Kirby Dach\dachki01,C,CHI,@,SJS,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,0,,11,10:06,0,0,0,0,
315,Jake Debrusk\debruja01,LW,BOS,@,MTL,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,18,17:07,1,0,0,0,
316,Dylan DeMelo\demeldy01,D,OTT,@,NYI,L,boxscore,0,0,0,-1,2,0,0,0,0,0,0,0,3,0.0,26,16:51,2,0,0,0,
317,Jason Demers\demerja01,D,ARI,@,CGY,L-OT,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,0,,31,22:35,0,2,0,0,
318,Jonathan Drouin\drouijo01,LW,MTL,,BOS,W,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,3,0.0,20,15:59,4,0,1,3,25.0
319,Tyler Ennis\ennisty01,C,OTT,@,NYI,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,20,18:42,4,1,0,0,
320,Loui Eriksson\erikslo01,LW,VAN,,STL,L-OT,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,0,,9,6:24,0,1,0,0,
321,Justin Faulk\faulkju01,D,STL,@,VAN,W,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,0,,25,20:44,1,2,0,0,
322,Cale Fleury\fleurca01,D,MTL,,BOS,W,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,0,,17,12:45,2,0,0,0,
323,Warren Foegele\foegewa01,LW,CAR,@,PHI,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,20,12:44,0,0,0,0,
324,Michael Frolik\frolimi01,LW,CGY,,ARI,W,boxscore,0,0,0,-1,2,0,0,0,0,0,0,0,2,0.0,14,9:09,0,0,0,0,
325,Samuel Girard\girarsa01,D,COL,@,DAL,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,20,15:34,1,1,0,0,
326,Cody Goloubef\golouco01,D,OTT,@,NYI,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,0,,22,14:42,4,1,0,0,
327,Erik Gudbranson\gudbrer01,D,ANA,,MIN,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,27,20:37,1,0,0,0,
328,Dougie Hamilton\hamildo01,D,CAR,@,PHI,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,4,0.0,24,20:47,1,0,0,0,
329,Noah Hanifin\hanifno01,D,CGY,,ARI,W,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,3,0.0,29,21:24,2,1,0,0,
330,Kevin Hayes\hayeske01,RW,PHI,,CAR,W,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,25,16:51,2,1,9,11,45.0
331,Bo Horvat\horvabo01,C,VAN,,STL,L-OT,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,24,21:15,0,0,12,5,70.6
332,Brad Hunt\huntbr01,D,MIN,@,ANA,W,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,0,,17,14:16,0,2,0,0,
333,Nazem Kadri\kadrina01,C,COL,@,DAL,L,boxscore,0,0,0,-1,2,0,0,0,0,0,0,0,3,0.0,17,17:47,0,0,6,6,50.0
334,Adrian Kempe\kempead01,LW,LAK,@,TOR,L,boxscore,0,0,0,-1,2,0,0,0,0,0,0,0,0,,20,15:10,1,0,2,5,28.6
335,David Krejci\krejcda01,C,BOS,@,MTL,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,18,17:37,0,1,4,6,40.0
336,Dominik Kubalik\kubaldo01,LW,CHI,@,SJS,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,11,10:41,0,1,0,1,0.0
337,Oliver Kylington\kylinol01,D,CGY,,ARI,W,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,0,,15,10:10,0,0,0,0,
338,Kevin Labanc\labanke01,RW,SJS,,CHI,W,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,15,13:53,0,0,0,0,
339,Hampus Lindholm\lindhha01,D,ANA,,MIN,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,27,21:49,1,2,0,0,
340,Olli Maatta\maattol01,D,CHI,@,SJS,L,boxscore,0,0,0,-1,0,0,0,0,0,0,0,0,0,,19,15:13,0,1,0,0,
