,,,,,,,,Scoring,Scoring,Scoring,,,Goals,Goals,Goals,Goals,Assists,Assists,Assists,,,,,,,,,
73,Teuvo Teravainen\teravte01,F,CAR,,NJD,L,boxscore,1,0,1,-1,0,0,1,0,0,0,0,0,3,33.3,23,21:39,0,0,0,0,
74,Viktor Arvidsson\arvidvi01,LW,NSH,,NYR,L,boxscore,1,0,1,-2,0,0,1,0,0,0,0,0,2,50.0,23,19:53,0,0,0,0,
75,Travis Sanheim\sanhetr01,D,PHI,,TOR,L-SO,boxscore,1,0,1,-2,0,1,0,0,0,0,0,0,4,25.0,28,19:21,1,1,0,0,
76,Mats Zuccarello\zuccama01,LW,MIN,,STL,L-OT,boxscore,1,0,1,-2,0,0,1,0,0,0,0,0,2,50.0,20,16:22,0,1,0,0,
77,Travis Hamonic\hamontr01,D,CGY,@,CBJ,W,boxscore,0,1,1,3,0,0,0,0,0,1,0,0,3,0.0,25,20:25,1,1,0,0,
78,Aaron Ekblad\ekblaaa01,D,FLA,,DET,W,boxscore,0,1,1,2,2,0,0,0,0,1,0,0,3,0.0,23,23:30,0,1,0,0,
79,Noah Hanifin\hanifno01,D,CGY,@,CBJ,W,boxscore,0,1,1,2,0,0,0,0,0,1,0,0,0,,25,21:32,0,3,0,0,
80,Duncan Keith\keithdu01,D,CHI,@,LAK,L-OT,boxscore,0,1,1,2,0,0,0,0,0,1,0,0,2,0.0,31,28:43,0,4,0,0,
81,Josh Leivo\leivojo01,LW,VAN,@,SJS,W,boxscore,0,1,1,2,0,0,0,0,0,1,0,0,2,0.0,19,14:12,0,0,0,1,0.0
82,Kurtis MacDermid\macdeku01,D,LAK,,CHI,W,boxscore,0,1,1,2,0,0,0,0,0,1,0,0,2,0.0,17,11:59,0,0,0,0,
83,Kevin Rooney\rooneke01,C,NJD,@,CAR,W,boxscore,0,1,1,2,2,0,0,0,0,1,0,0,1,0.0,22,14:29,1,0,12,7,63.2
84,Anthony Beauvillier\beauvan01,LW,NYI,@,BUF,W,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,3,0.0,22,14:37,0,0,0,0,
85,Matt Benning\bennima01,D,EDM,@,PIT,W,boxscore,0,1,1,1,4,0,0,0,0,1,0,0,2,0.0,18,13:09,0,0,0,0,
86,Gabriel Bourque\bourqga01,LW,WPG,@,VEG,W,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,1,0.0,11,6:28,1,0,0,0,
87,Tyler Bozak\bozakty01,C,STL,@,MIN,W,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,1,0.0,19,15:28,0,1,4,6,40.0
88,Logan Brown\brownlo01,C,OTT,@,BOS,L,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,0,,8,3:56,0,0,2,2,50.0
89,Paul Byron\byronpa01,C/LW,MTL,@,DAL,L,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,1,0.0,20,14:31,0,0,0,0,
90,Ryan Dzingel\dzingry01,C,CAR,,NJD,L,boxscore,0,1,1,1,2,0,0,0,0,1,0,0,0,,18,15:11,0,0,0,0,
91,Joel Eriksson Ek\eriksjo02,C,MIN,,STL,L-OT,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,2,0.0,21,17:21,1,0,4,5,44.4
92,Jesper Fast\fastje01,RW,NYR,@,NSH,W,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,3,0.0,23,17:38,0,1,0,0,
93,Jake Gardiner\gardija01,D,CAR,,NJD,L,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,3,0.0,23,19:40,0,0,0,0,
94,Johnny Gaudreau\gaudrjo01,LW,CGY,@,CBJ,W,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,2,0.0,23,18:54,0,0,0,0,
95,Alex Goligoski\goligal01,D,ARI,,COL,W,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,2,0.0,26,22:39,0,2,0,0,
96,Barclay Goodrow\goodrba01,RW,SJS,,VAN,L,boxscore,0,1,1,1,0,0,0,0,0,0,0,1,0,,17,11:59,0,0,8,2,80.0
97,Markus Granlund\granlma01,C,EDM,@,PIT,W,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,0,,18,11:53,0,3,2,0,100.0
98,Andy Greene\greenan01,D,NJD,@,CAR,W,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,0,,28,19:23,0,3,0,0,
99,Libor Hajek\hajekli01,D,NYR,@,NSH,W,boxscore,0,1,1,1,2,0,0,0,0,1,0,0,0,,22,20:29,1,1,0,0,
100,Barrett Hayton\haytoba01,C,ARI,,COL,W,boxscore,0,1,1,1,2,0,0,0,0,1,0,0,2,0.0,22,14:22,0,0,0,1,0.0
101,Oskar Lindblom\lindbos01,LW,PHI,,TOR,L-SO,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,1,0.0,27,20:12,2,0,0,0,
102,Denis Malgin\malgide01,C,FLA,,DET,W,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,1,0.0,18,13:40,0,0,3,5,37.5
103,Ilya Mikheyev\mikheil01,F,TOR,@,PHI,W,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,2,0.0,25,18:28,0,1,0,0,
104,Tyler Myers\myersty01,D,VAN,@,SJS,W,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,1,0.0,28,23:06,1,2,0,0,
105,Martin Necas\necasma01,C,CAR,,NJD,L,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,0,,18,12:44,2,0,0,2,0.0
106,Jordan Oesterle\oestejo01,D,ARI,,COL,W,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,0,,21,16:00,1,2,0,0,
107,Kyle Palmieri\palmiky01,RW,NJD,@,CAR,W,boxscore,0,1,1,1,2,0,0,0,0,0,1,0,2,0.0,21,16:15,0,0,0,0,
108,Artemi Panarin\panarar01,LW,NYR,@,NSH,W,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,3,0.0,17,17:26,1,0,0,0,
109,Colton Parayko\parayco01,D,STL,@,MIN,W,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,4,0.0,25,21:54,0,1,0,0,
110,Neal Pionk\pionkne01,D,WPG,@,VEG,W,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,2,0.0,34,29:24,5,1,0,0,
111,Bryan Rust\rustbr01,RW,PIT,,EDM,L-OT,boxscore,0,1,1,1,0,0,0,0,0,0,0,1,1,0.0,19,12:05,0,0,0,0,
112,Derek Ryan\ryande01,C,CGY,@,CBJ,W,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,2,0.0,21,13:54,0,0,5,4,55.6
113,Nick Schmaltz\schmani01,C,ARI,,COL,W,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,1,0.0,16,12:27,2,0,2,5,28.6
114,Wayne Simmonds\simmowa01,RW,NJD,@,CAR,W,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,2,0.0,20,16:18,2,1,1,2,33.3
115,Troy Stecher\stechtr01,D,VAN,@,SJS,W,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,1,0.0,25,17:10,0,0,0,0,
116,Anton Stralman\stralan01,D,FLA,,DET,W,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,2,0.0,27,20:26,1,0,0,0,
117,Nick Suzuki\suzukni01,C,MTL,@,DAL,L,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,0,,19,14:38,0,1,4,7,36.4
118,Shea Theodore\theodsh01,D,VEG,,WPG,L-OT,boxscore,0,1,1,1,2,0,0,0,0,0,1,0,2,0.0,30,21:59,0,1,0,0,
119,Frank Vatrano\vatrafr01,LW,FLA,,DET,W,boxscore,0,1,1,1,0,0,0,0,0,1,0,0,3,0.0,19,16:11,1,1,0,0,
120,Ivan Barbashev\barbaiv01,C,STL,@,MIN,W,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,1,0.0,16,13:29,3,0,0,2,0.0
121,Will Butcher\butchwi01,D,NJD,@,CAR,W,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,1,0.0,22,14:18,1,1,0,0,
122,Sean Couturier\coutuse01,C,PHI,,TOR,L-SO,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,2,0.0,27,21:59,1,0,4,5,44.4
123,Kirby Dach\dachki01,C,CHI,@,LAK,L-OT,boxscore,0,1,1,0,0,0,0,0,0,0,1,0,0,,11,7:29,0,0,0,3,0.0
124,Vince Dunn\dunnvi02,D,STL,@,MIN,W,boxscore,0,1,1,0,2,0,0,0,0,1,0,0,1,0.0,20,17:32,1,0,0,0,
125,Radek Faksa\faksara01,C,DAL,,MTL,W,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,0,,28,16:59,2,1,5,10,33.3
126,Justin Faulk\faulkju01,D,STL,@,MIN,W,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,1,0.0,21,17:19,1,0,0,0,
127,Filip Forsberg\forsbfi01,C,NSH,,NYR,L,boxscore,0,1,1,0,0,0,0,0,0,0,1,0,3,0.0,24,20:31,5,0,0,0,
128,Taylor Hall\hallta02,LW,NJD,@,CAR,W,boxscore,0,1,1,0,0,0,0,0,0,0,1,0,1,0.0,22,19:43,0,0,2,2,50.0
129,Roope Hintz\hintzro01,LW,DAL,,MTL,W,boxscore,0,1,1,0,0,0,0,0,0,0,1,0,2,0.0,29,14:44,0,1,1,2,33.3
130,Brad Hunt\huntbr01,D,MIN,,STL,L-OT,boxscore,0,1,1,0,0,0,0,0,0,0,1,0,0,,16,14:19,0,2,0,0,
131,Roman Josi\josiro01,D,NSH,,NYR,L,boxscore,0,1,1,0,0,0,0,0,0,0,1,0,4,0.0,24,23:59,0,0,0,0,
132,Patrick Kane\kanepa01,RW,CHI,@,LAK,L-OT,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,2,0.0,23,23:03,0,0,0,1,0.0
133,Clayton Keller\kellecl01,C,ARI,,COL,W,boxscore,0,1,1,0,2,0,0,0,0,0,1,0,3,0.0,18,13:20,1,0,1,0,100.0
134,Kevin Labanc\labanke01,RW,SJS,,VAN,L,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,1,0.0,21,15:12,1,0,0,0,
135,Patrik Laine\lainepa01,RW,WPG,@,VEG,W,boxscore,0,1,1,0,2,0,0,0,0,1,0,0,7,0.0,26,19:32,1,0,0,0,
136,Alexander Nylander\nylanal01,LW,CHI,@,LAK,L-OT,boxscore,0,1,1,0,0,0,0,0,0,0,1,0,2,0.0,19,15:22,0,0,0,1,0.0
137,Jean-Gabriel Pageau\pageaje01,C,OTT,@,BOS,L,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,1,0.0,34,18:48,3,2,7,6,53.8
138,Zach Parise\parisza01,LW,MIN,,STL,L-OT,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,0,,23,18:12,1,1,0,0,
139,Joe Pavelski\paveljo01,C,DAL,,MTL,W,boxscore,0,1,1,0,0,0,0,0,0,0,1,0,2,0.0,29,15:32,0,0,5,5,50.0
140,Morgan Rielly\riellmo01,D,TOR,@,PHI,W,boxscore,0,1,1,0,2,0,0,0,0,1,0,0,2,0.0,33,30:05,0,0,0,1,0.0
141,Tyler Seguin\seguity01,C,DAL,,MTL,W,boxscore,0,1,1,0,0,0,0,0,0,0,1,0,2,0.0,27,14:53,1,2,7,7,50.0
142,Jared Spurgeon\spurgja01,D,MIN,,STL,L-OT,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,3,0.0,29,24:08,1,0,0,0,
143,Mark Stone\stonema01,RW,VEG,,WPG,L-OT,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,1,0.0,28,20:53,0,0,0,0,
144,Robert Thomas\thomaro01,C,STL,@,MIN,W,boxscore,0,1,1,0,0,0,0,0,0,1,0,0,0,,16,14:00,0,0,0,1,0.0
145,Brent Burns\burnsbr01,D/RW,SJS,,VAN,L,boxscore,0,1,1,-1,2,0,0,0,0,0,0,1,3,0.0,28,25:28,2,1,0,0,
146,Alexander Edler\edleral01,D,VAN,@,SJS,W,boxscore,0,1,1,-1,2,0,0,0,0,1,0,0,1,0.0,34,29:18,0,2,0,0,
147,Erik Karlsson\karlser01,D,SJS,,VAN,L,boxscore,0,1,1,-1,2,0,0,0,0,1,0,0,2,0.0,27,25:02,0,0,0,0,
148,Torey Krug\krugto01,D,BOS,,OTT,W,boxscore,0,1,1,-1,0,0,0,0,0,0,1,0,5,0.0,22,19:27,0,1,0,0,
149,Blake Lizotte\lizotbl01,C,LAK,,CHI,W,boxscore,0,1,1,-1,0,0,0,0,0,1,0,0,0,,16,12:19,0,0,5,2,71.4
150,J.T. Miller\millejt01,C,VAN,@,SJS,W,boxscore,0,1,1,-1,0,0,0,0,0,0,1,0,1,0.0,17,15:14,0,0,6,2,75.0
151,Eric Staal\staaler01,C,MIN,,STL,L-OT,boxscore,0,1,1,-1,0,0,0,0,0,0,1,0,2,0.0,18,17:11,0,0,8,4,66.7
152,Sebastian Aho\ahose01,F,CAR,,NJD,L,boxscore,0,1,1,-2,0,0,0,0,0,1,0,0,4,0.0,21,18:19,1,0,8,9,47.1
153,Jonas Brodin\brodijo01,D,MIN,,STL,L-OT,boxscore,0,1,1,-2,0,0,0,0,0,1,0,0,1,0.0,26,23:04,1,3,0,0,
154,Josh Morrissey\morrijo04,D,WPG,@,VEG,W,boxscore,0,1,1,-2,0,0,0,0,0,0,1,0,3,0.0,31,25:43,1,2,0,0,
155,Andrei Svechnikov\svechan01,RW,CAR,,NJD,L,boxscore,0,1,1,-2,4,0,0,0,0,0,1,0,4,0.0,22,14:27,1,0,0,0,
156,Travis Dermott\dermotr01,D,TOR,@,PHI,W,boxscore,0,0,0,3,0,0,0,0,0,0,0,0,0,,18,12:04,2,0,0,0,
157,Jordie Benn\bennjo01,D,VAN,@,SJS,W,boxscore,0,0,0,2,0,0,0,0,0,0,0,0,0,,28,22:53,3,2,0,0,
158,Anthony Bitetto\bitetan01,D,WPG,@,VEG,W,boxscore,0,0,0,2,0,0,0,0,0,0,0,0,3,0.0,24,16:42,5,2,0,0,
159,Evgenii Dadonov\dadonev01,RW,FLA,,DET,W,boxscore,0,0,0,2,0,0,0,0,0,0,0,0,0,,23,14:30,0,0,0,0,
160,Matt Grzelcyk\grzelma01,D,BOS,,OTT,W,boxscore,0,0,0,2,0,0,0,0,0,0,0,0,1,0.0,27,19:06,0,1,0,0,
161,Justin Holl\hollju01,D,TOR,@,PHI,W,boxscore,0,0,0,2,0,0,0,0,0,0,0,0,1,0.0,23,16:54,1,1,0,0,
162,Steven Kampfer\kampfst01,D,BOS,,OTT,W,boxscore,0,0,0,2,0,0,0,0,0,0,0,0,0,,19,12:32,1,1,0,0,
163,Chris Tanev\tanevch01,D,VAN,@,SJS,W,boxscore,0,0,0,2,0,0,0,0,0,0,0,0,0,,24,19:51,0,5,0,0,
164,Sami Vatanen\vatansa01,D,NJD,@,CAR,W,boxscore,0,0,0,2,0,0,0,0,0,0,0,0,0,,30,23:33,0,2,0,0,
165,Zach Aston-Reese\astonza01,C,PIT,,EDM,L-OT,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,4,0.0,18,12:17,1,0,1,0,100.0
166,Mikael Backlund\backlmi01,C,CGY,@,CBJ,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,2,0.0,23,19:30,0,0,8,5,61.5
167,Ethan Bear\bearet01,D,EDM,@,PIT,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,0,,27,20:25,1,1,0,0,
168,Brian Boyle\boylebr01,C,FLA,,DET,W,boxscore,0,0,0,1,0,0,0,0,0,0,0,0,0,,17,12:03,2,0,5,3,62.5
